Index       V(G)              V(B)            {-I(VD)}     
456      6.50000000e-01   -2.00000000e-01    1.17121396e-05
457      6.60000000e-01   -2.00000000e-01    1.19237832e-05
458      6.70000000e-01   -2.00000000e-01    1.21321957e-05
459      6.80000000e-01   -2.00000000e-01    1.23373586e-05
460      6.90000000e-01   -2.00000000e-01    1.25392574e-05
461      7.00000000e-01   -2.00000000e-01    1.27378808e-05
462      7.10000000e-01   -2.00000000e-01    1.29332211e-05
463      7.20000000e-01   -2.00000000e-01    1.31252735e-05
464      7.30000000e-01   -2.00000000e-01    1.33140363e-05
465      7.40000000e-01   -2.00000000e-01    1.34995105e-05
466      7.50000000e-01   -2.00000000e-01    1.36816997e-05
467      7.60000000e-01   -2.00000000e-01    1.38606101e-05
468      7.70000000e-01   -2.00000000e-01    1.40362500e-05
469      7.80000000e-01   -2.00000000e-01    1.42086301e-05
470      7.90000000e-01   -2.00000000e-01    1.43777631e-05
471      8.00000000e-01   -2.00000000e-01    1.45436635e-05
472      8.10000000e-01   -2.00000000e-01    1.47063478e-05
473      8.20000000e-01   -2.00000000e-01    1.48658342e-05
474      8.30000000e-01   -2.00000000e-01    1.50221423e-05
475      8.40000000e-01   -2.00000000e-01    1.51752935e-05
476      8.50000000e-01   -2.00000000e-01    1.53253102e-05
477      8.60000000e-01   -2.00000000e-01    1.54722164e-05
478      8.70000000e-01   -2.00000000e-01    1.56160373e-05
479      8.80000000e-01   -2.00000000e-01    1.57567991e-05
480      8.90000000e-01   -2.00000000e-01    1.58945290e-05
481      9.00000000e-01   -2.00000000e-01    1.60292554e-05
482      9.10000000e-01   -2.00000000e-01    1.61610073e-05
483      9.20000000e-01   -2.00000000e-01    1.62898147e-05
484      9.30000000e-01   -2.00000000e-01    1.64157082e-05
485      9.40000000e-01   -2.00000000e-01    1.65387193e-05
486      9.50000000e-01   -2.00000000e-01    1.66588799e-05
487      9.60000000e-01   -2.00000000e-01    1.67762226e-05
488      9.70000000e-01   -2.00000000e-01    1.68907803e-05
489      9.80000000e-01   -2.00000000e-01    1.70025866e-05
490      9.90000000e-01   -2.00000000e-01    1.71116754e-05
491      1.00000000e+00   -2.00000000e-01    1.72180808e-05
492      1.01000000e+00   -2.00000000e-01    1.73218374e-05
493      1.02000000e+00   -2.00000000e-01    1.74229799e-05
494      1.03000000e+00   -2.00000000e-01    1.75215434e-05
495      1.04000000e+00   -2.00000000e-01    1.76175629e-05
496      1.05000000e+00   -2.00000000e-01    1.77110738e-05
497      1.06000000e+00   -2.00000000e-01    1.78021114e-05
498      1.07000000e+00   -2.00000000e-01    1.78907111e-05
499      1.08000000e+00   -2.00000000e-01    1.79769085e-05
500      1.09000000e+00   -2.00000000e-01    1.80607389e-05
501      1.10000000e+00   -2.00000000e-01    1.81422378e-05
502      1.11000000e+00   -2.00000000e-01    1.82214406e-05
503      1.12000000e+00   -2.00000000e-01    1.82983826e-05
504      1.13000000e+00   -2.00000000e-01    1.83730989e-05
505      1.14000000e+00   -2.00000000e-01    1.84456246e-05
506      1.15000000e+00   -2.00000000e-01    1.85159945e-05
507      1.16000000e+00   -2.00000000e-01    1.85842435e-05
508      1.17000000e+00   -2.00000000e-01    1.86504059e-05
509      1.18000000e+00   -2.00000000e-01    1.87145162e-05
510      1.19000000e+00   -2.00000000e-01    1.87766083e-05
511      1.20000000e+00   -2.00000000e-01    1.88367163e-05
512      1.21000000e+00   -2.00000000e-01    1.88948735e-05
513      1.22000000e+00   -2.00000000e-01    1.89511135e-05
514      1.23000000e+00   -2.00000000e-01    1.90054691e-05
515      1.24000000e+00   -2.00000000e-01    1.90579732e-05
516      1.25000000e+00   -2.00000000e-01    1.91086581e-05
517      1.26000000e+00   -2.00000000e-01    1.91575561e-05
518      1.27000000e+00   -2.00000000e-01    1.92046989e-05
519      1.28000000e+00   -2.00000000e-01    1.92501180e-05
520      1.29000000e+00   -2.00000000e-01    1.92938444e-05
521      1.30000000e+00   -2.00000000e-01    1.93359092e-05
522     -1.30000000e+00   -1.00000000e-01    1.34200853e-08
523     -1.29000000e+00   -1.00000000e-01    1.30804117e-08
524     -1.28000000e+00   -1.00000000e-01    1.27478797e-08
525     -1.27000000e+00   -1.00000000e-01    1.24223729e-08
526     -1.26000000e+00   -1.00000000e-01    1.21037762e-08
527     -1.25000000e+00   -1.00000000e-01    1.17919758e-08
528     -1.24000000e+00   -1.00000000e-01    1.14868590e-08
529     -1.23000000e+00   -1.00000000e-01    1.11883144e-08
530     -1.22000000e+00   -1.00000000e-01    1.08962319e-08
531     -1.21000000e+00   -1.00000000e-01    1.06105026e-08
532     -1.20000000e+00   -1.00000000e-01    1.03310187e-08
533     -1.19000000e+00   -1.00000000e-01    1.00576738e-08
534     -1.18000000e+00   -1.00000000e-01    9.79036259e-09
535     -1.17000000e+00   -1.00000000e-01    9.52898112e-09
536     -1.16000000e+00   -1.00000000e-01    9.27342652e-09
537     -1.15000000e+00   -1.00000000e-01    9.02359716e-09
538     -1.14000000e+00   -1.00000000e-01    8.77939261e-09
539     -1.13000000e+00   -1.00000000e-01    8.54071364e-09
540     -1.12000000e+00   -1.00000000e-01    8.30746220e-09
541     -1.11000000e+00   -1.00000000e-01    8.07954143e-09
542     -1.10000000e+00   -1.00000000e-01    7.85685565e-09
543     -1.09000000e+00   -1.00000000e-01    7.63931034e-09
544     -1.08000000e+00   -1.00000000e-01    7.42681216e-09
545     -1.07000000e+00   -1.00000000e-01    7.21926892e-09
546     -1.06000000e+00   -1.00000000e-01    7.01658961e-09
547     -1.05000000e+00   -1.00000000e-01    6.81868433e-09
548     -1.04000000e+00   -1.00000000e-01    6.62546437e-09
549     -1.03000000e+00   -1.00000000e-01    6.43684214e-09
550     -1.02000000e+00   -1.00000000e-01    6.25273116e-09
551     -1.01000000e+00   -1.00000000e-01    6.07304611e-09
552     -1.00000000e+00   -1.00000000e-01    5.89770277e-09
553     -9.90000000e-01   -1.00000000e-01    5.72661805e-09
554     -9.80000000e-01   -1.00000000e-01    5.55970996e-09
555     -9.70000000e-01   -1.00000000e-01    5.39689760e-09
556     -9.60000000e-01   -1.00000000e-01    5.23810120e-09
557     -9.50000000e-01   -1.00000000e-01    5.08324203e-09
558     -9.40000000e-01   -1.00000000e-01    4.93224249e-09
559     -9.30000000e-01   -1.00000000e-01    4.78502603e-09
560     -9.20000000e-01   -1.00000000e-01    4.64151717e-09
561     -9.10000000e-01   -1.00000000e-01    4.50164149e-09
562     -9.00000000e-01   -1.00000000e-01    4.36532565e-09
563     -8.90000000e-01   -1.00000000e-01    4.23249732e-09
564     -8.80000000e-01   -1.00000000e-01    4.10308525e-09
565     -8.70000000e-01   -1.00000000e-01    3.97701919e-09
566     -8.60000000e-01   -1.00000000e-01    3.85422994e-09
567     -8.50000000e-01   -1.00000000e-01    3.73464932e-09
568     -8.40000000e-01   -1.00000000e-01    3.61821015e-09
569     -8.30000000e-01   -1.00000000e-01    3.50484626e-09
570     -8.20000000e-01   -1.00000000e-01    3.39449249e-09
571     -8.10000000e-01   -1.00000000e-01    3.28708466e-09
572     -8.00000000e-01   -1.00000000e-01    3.18255957e-09
573     -7.90000000e-01   -1.00000000e-01    3.08085500e-09
574     -7.80000000e-01   -1.00000000e-01    2.98190971e-09
575     -7.70000000e-01   -1.00000000e-01    2.88566340e-09
576     -7.60000000e-01   -1.00000000e-01    2.79205675e-09
577     -7.50000000e-01   -1.00000000e-01    2.70103135e-09
578     -7.40000000e-01   -1.00000000e-01    2.61252975e-09
579     -7.30000000e-01   -1.00000000e-01    2.52649543e-09
580     -7.20000000e-01   -1.00000000e-01    2.44287280e-09
581     -7.10000000e-01   -1.00000000e-01    2.36160715e-09
582     -7.00000000e-01   -1.00000000e-01    2.28264471e-09
583     -6.90000000e-01   -1.00000000e-01    2.20593259e-09
584     -6.80000000e-01   -1.00000000e-01    2.13141880e-09
585     -6.70000000e-01   -1.00000000e-01    2.05905223e-09
586     -6.60000000e-01   -1.00000000e-01    1.98878263e-09
587     -6.50000000e-01   -1.00000000e-01    1.92056064e-09
588     -6.40000000e-01   -1.00000000e-01    1.85433773e-09
589     -6.30000000e-01   -1.00000000e-01    1.79006625e-09
590     -6.20000000e-01   -1.00000000e-01    1.72769935e-09
591     -6.10000000e-01   -1.00000000e-01    1.66719106e-09
592     -6.00000000e-01   -1.00000000e-01    1.60849619e-09
593     -5.90000000e-01   -1.00000000e-01    1.55157040e-09
594     -5.80000000e-01   -1.00000000e-01    1.49637014e-09
595     -5.70000000e-01   -1.00000000e-01    1.44285266e-09
596     -5.60000000e-01   -1.00000000e-01    1.39097601e-09
597     -5.50000000e-01   -1.00000000e-01    1.34069901e-09
598     -5.40000000e-01   -1.00000000e-01    1.29198127e-09
599     -5.30000000e-01   -1.00000000e-01    1.24478316e-09
600     -5.20000000e-01   -1.00000000e-01    1.19906580e-09
601     -5.10000000e-01   -1.00000000e-01    1.15479107e-09
602     -5.00000000e-01   -1.00000000e-01    1.11192161e-09
603     -4.90000000e-01   -1.00000000e-01    1.07042075e-09
604     -4.80000000e-01   -1.00000000e-01    1.03025261e-09
605     -4.70000000e-01   -1.00000000e-01    9.91381988e-10
606     -4.60000000e-01   -1.00000000e-01    9.53774423e-10
607     -4.50000000e-01   -1.00000000e-01    9.17396166e-10
608     -4.40000000e-01   -1.00000000e-01    8.82214184e-10
609     -4.30000000e-01   -1.00000000e-01    8.48196159e-10
610     -4.20000000e-01   -1.00000000e-01    8.15310494e-10
611     -4.10000000e-01   -1.00000000e-01    7.83526324e-10
612     -4.00000000e-01   -1.00000000e-01    7.52813525e-10
613     -3.90000000e-01   -1.00000000e-01    7.23142748e-10
614     -3.80000000e-01   -1.00000000e-01    6.94485448e-10
615     -3.70000000e-01   -1.00000000e-01    6.66813938e-10
616     -3.60000000e-01   -1.00000000e-01    6.40101466e-10
617     -3.50000000e-01   -1.00000000e-01    6.14322320e-10
618     -3.40000000e-01   -1.00000000e-01    5.89451969e-10
619     -3.30000000e-01   -1.00000000e-01    5.65467274e-10
620     -3.20000000e-01   -1.00000000e-01    5.42346756e-10
621     -3.10000000e-01   -1.00000000e-01    5.20070989e-10
622     -3.00000000e-01   -1.00000000e-01    4.98623120e-10
623     -2.90000000e-01   -1.00000000e-01    4.77989591e-10
624     -2.80000000e-01   -1.00000000e-01    4.58161128e-10
625     -2.70000000e-01   -1.00000000e-01    4.39134087e-10
626     -2.60000000e-01   -1.00000000e-01    4.20912299e-10
627     -2.50000000e-01   -1.00000000e-01    4.03509599e-10
628     -2.40000000e-01   -1.00000000e-01    3.86953273e-10
629     -2.30000000e-01   -1.00000000e-01    3.71288777e-10
630     -2.20000000e-01   -1.00000000e-01    3.56586186e-10
631     -2.10000000e-01   -1.00000000e-01    3.42949014e-10
632     -2.00000000e-01   -1.00000000e-01    3.30526277e-10
633     -1.90000000e-01   -1.00000000e-01    3.19528986e-10
634     -1.80000000e-01   -1.00000000e-01    3.10252712e-10
635     -1.70000000e-01   -1.00000000e-01    3.03108457e-10
636     -1.60000000e-01   -1.00000000e-01    2.98664888e-10
637     -1.50000000e-01   -1.00000000e-01    2.97706137e-10
638     -1.40000000e-01   -1.00000000e-01    3.01310906e-10
639     -1.30000000e-01   -1.00000000e-01    3.10960734e-10
640     -1.20000000e-01   -1.00000000e-01    3.28688202e-10
641     -1.10000000e-01   -1.00000000e-01    3.57279787e-10
642     -1.00000000e-01   -1.00000000e-01    4.00553524e-10
643     -9.00000000e-02   -1.00000000e-01    4.63738987e-10
644     -8.00000000e-02   -1.00000000e-01    5.53997166e-10
645     -7.00000000e-02   -1.00000000e-01    6.81131431e-10
646     -6.00000000e-02   -1.00000000e-01    8.58559162e-10
647     -5.00000000e-02   -1.00000000e-01    1.10463832e-09
648     -4.00000000e-02   -1.00000000e-01    1.44447602e-09
649     -3.00000000e-02   -1.00000000e-01    1.91238944e-09
650     -2.00000000e-02   -1.00000000e-01    2.55524459e-09
651     -1.00000000e-02   -1.00000000e-01    3.43696874e-09
652      0.00000000e+00   -1.00000000e-01    4.64461516e-09
653      1.00000000e-02   -1.00000000e-01    6.29645238e-09
654      2.00000000e-02   -1.00000000e-01    8.55263937e-09
655      3.00000000e-02   -1.00000000e-01    1.16291049e-08
656      4.00000000e-02   -1.00000000e-01    1.58152190e-08
657      5.00000000e-02   -1.00000000e-01    2.14956316e-08
658      6.00000000e-02   -1.00000000e-01    2.91761184e-08
659      7.00000000e-02   -1.00000000e-01    3.95122356e-08
660      8.00000000e-02   -1.00000000e-01    5.33378969e-08
661      9.00000000e-02   -1.00000000e-01    7.16886621e-08
662      1.00000000e-01   -1.00000000e-01    9.58120094e-08
663      1.10000000e-01   -1.00000000e-01    1.27155185e-07
664      1.20000000e-01   -1.00000000e-01    1.67321948e-07
665      1.30000000e-01   -1.00000000e-01    2.17993934e-07
666      1.40000000e-01   -1.00000000e-01    2.80820415e-07
667      1.50000000e-01   -1.00000000e-01    3.57289651e-07
668      1.60000000e-01   -1.00000000e-01    4.48602702e-07
669      1.70000000e-01   -1.00000000e-01    5.55573480e-07
670      1.80000000e-01   -1.00000000e-01    6.78574977e-07
671      1.90000000e-01   -1.00000000e-01    8.17539591e-07
672      2.00000000e-01   -1.00000000e-01    9.72006250e-07
673      2.10000000e-01   -1.00000000e-01    1.14119830e-06
674      2.20000000e-01   -1.00000000e-01    1.32411495e-06
675      2.30000000e-01   -1.00000000e-01    1.51962035e-06
676      2.40000000e-01   -1.00000000e-01    1.72651800e-06
677      2.50000000e-01   -1.00000000e-01    1.94360669e-06
678      2.60000000e-01   -1.00000000e-01    2.16972069e-06
679      2.70000000e-01   -1.00000000e-01    2.40375717e-06
680      2.80000000e-01   -1.00000000e-01    2.64469210e-06
681      2.90000000e-01   -1.00000000e-01    2.89158645e-06
682      3.00000000e-01   -1.00000000e-01    3.14358575e-06
683      3.10000000e-01   -1.00000000e-01    3.39991564e-06
684      3.20000000e-01   -1.00000000e-01    3.65987568e-06
685      3.30000000e-01   -1.00000000e-01    3.92283248e-06
686      3.40000000e-01   -1.00000000e-01    4.18821299e-06
687      3.50000000e-01   -1.00000000e-01    4.45549813e-06
688      3.60000000e-01   -1.00000000e-01    4.72421705e-06
689      3.70000000e-01   -1.00000000e-01    4.99394191e-06
690      3.80000000e-01   -1.00000000e-01    5.26428334e-06
691      3.90000000e-01   -1.00000000e-01    5.53488633e-06
692      4.00000000e-01   -1.00000000e-01    5.80542668e-06
693      4.10000000e-01   -1.00000000e-01    6.07560790e-06
694      4.20000000e-01   -1.00000000e-01    6.34515843e-06
695      4.30000000e-01   -1.00000000e-01    6.61382928e-06
696      4.40000000e-01   -1.00000000e-01    6.88139187e-06
697      4.50000000e-01   -1.00000000e-01    7.14763622e-06
698      4.60000000e-01   -1.00000000e-01    7.41236927e-06
699      4.70000000e-01   -1.00000000e-01    7.67541349e-06
700      4.80000000e-01   -1.00000000e-01    7.93660557e-06
701      4.90000000e-01   -1.00000000e-01    8.19579527e-06
702      5.00000000e-01   -1.00000000e-01    8.45284445e-06
703      5.10000000e-01   -1.00000000e-01    8.70762615e-06
704      5.20000000e-01   -1.00000000e-01    8.96002376e-06
705      5.30000000e-01   -1.00000000e-01    9.20993031e-06
706      5.40000000e-01   -1.00000000e-01    9.45724781e-06
707      5.50000000e-01   -1.00000000e-01    9.70188667e-06
708      5.60000000e-01   -1.00000000e-01    9.94376513e-06
709      5.70000000e-01   -1.00000000e-01    1.01828088e-05
710      5.80000000e-01   -1.00000000e-01    1.04189500e-05
711      5.90000000e-01   -1.00000000e-01    1.06521279e-05
712      6.00000000e-01   -1.00000000e-01    1.08822875e-05
713      6.10000000e-01   -1.00000000e-01    1.11093794e-05
714      6.20000000e-01   -1.00000000e-01    1.13333600e-05
715      6.30000000e-01   -1.00000000e-01    1.15541905e-05
716      6.40000000e-01   -1.00000000e-01    1.17718371e-05
717      6.50000000e-01   -1.00000000e-01    1.19862703e-05
718      6.60000000e-01   -1.00000000e-01    1.21974651e-05
719      6.70000000e-01   -1.00000000e-01    1.24054005e-05
720      6.80000000e-01   -1.00000000e-01    1.26100594e-05
721      6.90000000e-01   -1.00000000e-01    1.28114282e-05
722      7.00000000e-01   -1.00000000e-01    1.30094969e-05
723      7.10000000e-01   -1.00000000e-01    1.32042586e-05
724      7.20000000e-01   -1.00000000e-01    1.33957094e-05
725      7.30000000e-01   -1.00000000e-01    1.35838486e-05
726      7.40000000e-01   -1.00000000e-01    1.37686779e-05
727      7.50000000e-01   -1.00000000e-01    1.39502017e-05
728      7.60000000e-01   -1.00000000e-01    1.41284268e-05
729      7.70000000e-01   -1.00000000e-01    1.43033625e-05
730      7.80000000e-01   -1.00000000e-01    1.44750200e-05
731      7.90000000e-01   -1.00000000e-01    1.46434126e-05
732      8.00000000e-01   -1.00000000e-01    1.48085555e-05
733      8.10000000e-01   -1.00000000e-01    1.49704659e-05
734      8.20000000e-01   -1.00000000e-01    1.51291623e-05
735      8.30000000e-01   -1.00000000e-01    1.52846651e-05
736      8.40000000e-01   -1.00000000e-01    1.54369961e-05
737      8.50000000e-01   -1.00000000e-01    1.55861783e-05
738      8.60000000e-01   -1.00000000e-01    1.57322363e-05
739      8.70000000e-01   -1.00000000e-01    1.58751955e-05
740      8.80000000e-01   -1.00000000e-01    1.60150828e-05
741      8.90000000e-01   -1.00000000e-01    1.61519259e-05
742      9.00000000e-01   -1.00000000e-01    1.62857536e-05
743      9.10000000e-01   -1.00000000e-01    1.64165952e-05
744      9.20000000e-01   -1.00000000e-01    1.65444814e-05
745      9.30000000e-01   -1.00000000e-01    1.66694431e-05
746      9.40000000e-01   -1.00000000e-01    1.67915122e-05
747      9.50000000e-01   -1.00000000e-01    1.69107210e-05
748      9.60000000e-01   -1.00000000e-01    1.70271024e-05
749      9.70000000e-01   -1.00000000e-01    1.71406900e-05
750      9.80000000e-01   -1.00000000e-01    1.72515176e-05
751      9.90000000e-01   -1.00000000e-01    1.73596194e-05
752      1.00000000e+00   -1.00000000e-01    1.74650300e-05
753      1.01000000e+00   -1.00000000e-01    1.75677843e-05
754      1.02000000e+00   -1.00000000e-01    1.76679175e-05
755      1.03000000e+00   -1.00000000e-01    1.77654647e-05
756      1.04000000e+00   -1.00000000e-01    1.78604617e-05
757      1.05000000e+00   -1.00000000e-01    1.79529438e-05
758      1.06000000e+00   -1.00000000e-01    1.80429469e-05
759      1.07000000e+00   -1.00000000e-01    1.81305068e-05
760      1.08000000e+00   -1.00000000e-01    1.82156591e-05
761      1.09000000e+00   -1.00000000e-01    1.82984397e-05
762      1.10000000e+00   -1.00000000e-01    1.83788843e-05
763      1.11000000e+00   -1.00000000e-01    1.84570285e-05
764      1.12000000e+00   -1.00000000e-01    1.85329080e-05
765      1.13000000e+00   -1.00000000e-01    1.86065582e-05
766      1.14000000e+00   -1.00000000e-01    1.86780144e-05
767      1.15000000e+00   -1.00000000e-01    1.87473118e-05
768      1.16000000e+00   -1.00000000e-01    1.88144854e-05
769      1.17000000e+00   -1.00000000e-01    1.88795699e-05
770      1.18000000e+00   -1.00000000e-01    1.89426000e-05
771      1.19000000e+00   -1.00000000e-01    1.90036099e-05
772      1.20000000e+00   -1.00000000e-01    1.90626339e-05
773      1.21000000e+00   -1.00000000e-01    1.91197056e-05
774      1.22000000e+00   -1.00000000e-01    1.91748587e-05
775      1.23000000e+00   -1.00000000e-01    1.92281263e-05
776      1.24000000e+00   -1.00000000e-01    1.92795416e-05
777      1.25000000e+00   -1.00000000e-01    1.93291371e-05
778      1.26000000e+00   -1.00000000e-01    1.93769452e-05
779      1.27000000e+00   -1.00000000e-01    1.94229978e-05
780      1.28000000e+00   -1.00000000e-01    1.94673267e-05
781      1.29000000e+00   -1.00000000e-01    1.95099633e-05
782      1.30000000e+00   -1.00000000e-01    1.95509384e-05
783     -1.30000000e+00    5.55111512e-17    1.32960880e-08
784     -1.29000000e+00    5.55111512e-17    1.29595528e-08
785     -1.28000000e+00    5.55111512e-17    1.26300933e-08
786     -1.27000000e+00    5.55111512e-17    1.23075941e-08
787     -1.26000000e+00    5.55111512e-17    1.19919412e-08
788     -1.25000000e+00    5.55111512e-17    1.16830217e-08
789     -1.24000000e+00    5.55111512e-17    1.13807241e-08
790     -1.23000000e+00    5.55111512e-17    1.10849380e-08
791     -1.22000000e+00    5.55111512e-17    1.07955542e-08
792     -1.21000000e+00    5.55111512e-17    1.05124649e-08
793     -1.20000000e+00    5.55111512e-17    1.02355633e-08
794     -1.19000000e+00    5.55111512e-17    9.96474406e-09
795     -1.18000000e+00    5.55111512e-17    9.69990277e-09
796     -1.17000000e+00    5.55111512e-17    9.44093638e-09
797     -1.16000000e+00    5.55111512e-17    9.18774302e-09
798     -1.15000000e+00    5.55111512e-17    8.94022201e-09
799     -1.14000000e+00    5.55111512e-17    8.69827383e-09
800     -1.13000000e+00    5.55111512e-17    8.46180018e-09
801     -1.12000000e+00    5.55111512e-17    8.23070391e-09
802     -1.11000000e+00    5.55111512e-17    8.00488905e-09
803     -1.10000000e+00    5.55111512e-17    7.78426081e-09
804     -1.09000000e+00    5.55111512e-17    7.56872555e-09
805     -1.08000000e+00    5.55111512e-17    7.35819079e-09
806     -1.07000000e+00    5.55111512e-17    7.15256518e-09
807     -1.06000000e+00    5.55111512e-17    6.95175856e-09
808     -1.05000000e+00    5.55111512e-17    6.75568187e-09
809     -1.04000000e+00    5.55111512e-17    6.56424720e-09
810     -1.03000000e+00    5.55111512e-17    6.37736777e-09
811     -1.02000000e+00    5.55111512e-17    6.19495792e-09
812     -1.01000000e+00    5.55111512e-17    6.01693310e-09
813     -1.00000000e+00    5.55111512e-17    5.84320988e-09
814     -9.90000000e-01    5.55111512e-17    5.67370593e-09
815     -9.80000000e-01    5.55111512e-17    5.50834001e-09
816     -9.70000000e-01    5.55111512e-17    5.34703199e-09
817     -9.60000000e-01    5.55111512e-17    5.18970282e-09
818     -9.50000000e-01    5.55111512e-17    5.03627450e-09
819     -9.40000000e-01    5.55111512e-17    4.88667015e-09
820     -9.30000000e-01    5.55111512e-17    4.74081392e-09
821     -9.20000000e-01    5.55111512e-17    4.59863103e-09
822     -9.10000000e-01    5.55111512e-17    4.46004777e-09
823     -9.00000000e-01    5.55111512e-17    4.32499143e-09
824     -8.90000000e-01    5.55111512e-17    4.19339040e-09
825     -8.80000000e-01    5.55111512e-17    4.06517405e-09
826     -8.70000000e-01    5.55111512e-17    3.94027280e-09
827     -8.60000000e-01    5.55111512e-17    3.81861809e-09
828     -8.50000000e-01    5.55111512e-17    3.70014235e-09
829     -8.40000000e-01    5.55111512e-17    3.58477904e-09
830     -8.30000000e-01    5.55111512e-17    3.47246260e-09
831     -8.20000000e-01    5.55111512e-17    3.36312846e-09
832     -8.10000000e-01    5.55111512e-17    3.25671305e-09
833     -8.00000000e-01    5.55111512e-17    3.15315373e-09
834     -7.90000000e-01    5.55111512e-17    3.05238889e-09
835     -7.80000000e-01    5.55111512e-17    2.95435782e-09
836     -7.70000000e-01    5.55111512e-17    2.85900080e-09
837     -7.60000000e-01    5.55111512e-17    2.76625904e-09
838     -7.50000000e-01    5.55111512e-17    2.67607468e-09
839     -7.40000000e-01    5.55111512e-17    2.58839081e-09
840     -7.30000000e-01    5.55111512e-17    2.50315142e-09
841     -7.20000000e-01    5.55111512e-17    2.42030143e-09
842     -7.10000000e-01    5.55111512e-17    2.33978665e-09
843     -7.00000000e-01    5.55111512e-17    2.26155380e-09
844     -6.90000000e-01    5.55111512e-17    2.18555048e-09
845     -6.80000000e-01    5.55111512e-17    2.11172518e-09
846     -6.70000000e-01    5.55111512e-17    2.04002725e-09
847     -6.60000000e-01    5.55111512e-17    1.97040693e-09
848     -6.50000000e-01    5.55111512e-17    1.90281528e-09
849     -6.40000000e-01    5.55111512e-17    1.83720426e-09
850     -6.30000000e-01    5.55111512e-17    1.77352663e-09
851     -6.20000000e-01    5.55111512e-17    1.71173599e-09
852     -6.10000000e-01    5.55111512e-17    1.65178678e-09
853     -6.00000000e-01    5.55111512e-17    1.59363424e-09
854     -5.90000000e-01    5.55111512e-17    1.53723444e-09
855     -5.80000000e-01    5.55111512e-17    1.48254423e-09
856     -5.70000000e-01    5.55111512e-17    1.42952126e-09
857     -5.60000000e-01    5.55111512e-17    1.37812396e-09
858     -5.50000000e-01    5.55111512e-17    1.32831155e-09
859     -5.40000000e-01    5.55111512e-17    1.28004400e-09
860     -5.30000000e-01    5.55111512e-17    1.23328206e-09
861     -5.20000000e-01    5.55111512e-17    1.18798721e-09
862     -5.10000000e-01    5.55111512e-17    1.14412169e-09
863     -5.00000000e-01    5.55111512e-17    1.10164850e-09
864     -4.90000000e-01    5.55111512e-17    1.06053133e-09
865     -4.80000000e-01    5.55111512e-17    1.02073462e-09
866     -4.70000000e-01    5.55111512e-17    9.82223556e-10
867     -4.60000000e-01    5.55111512e-17    9.44964010e-10
868     -4.50000000e-01    5.55111512e-17    9.08922593e-10
869     -4.40000000e-01    5.55111512e-17    8.74066639e-10
870     -4.30000000e-01    5.55111512e-17    8.40364210e-10
871     -4.20000000e-01    5.55111512e-17    8.07784111e-10
872     -4.10000000e-01    5.55111512e-17    7.76295908e-10
873     -4.00000000e-01    5.55111512e-17    7.45869956e-10
874     -3.90000000e-01    5.55111512e-17    7.16477442e-10
875     -3.80000000e-01    5.55111512e-17    6.88090442e-10
876     -3.70000000e-01    5.55111512e-17    6.60682008e-10
877     -3.60000000e-01    5.55111512e-17    6.34226284e-10
878     -3.50000000e-01    5.55111512e-17    6.08698668e-10
879     -3.40000000e-01    5.55111512e-17    5.84076036e-10
880     -3.30000000e-01    5.55111512e-17    5.60337047e-10
881     -3.20000000e-01    5.55111512e-17    5.37462562e-10
882     -3.10000000e-01    5.55111512e-17    5.15436223e-10
883     -3.00000000e-01    5.55111512e-17    4.94245231e-10
884     -2.90000000e-01    5.55111512e-17    4.73881416e-10
885     -2.80000000e-01    5.55111512e-17    4.54342697e-10
886     -2.70000000e-01    5.55111512e-17    4.35635070e-10
887     -2.60000000e-01    5.55111512e-17    4.17775317e-10
888     -2.50000000e-01    5.55111512e-17    4.00794703e-10
889     -2.40000000e-01    5.55111512e-17    3.84744014e-10
890     -2.30000000e-01    5.55111512e-17    3.69700426e-10
891     -2.20000000e-01    5.55111512e-17    3.55776873e-10
892     -2.10000000e-01    5.55111512e-17    3.43134828e-10
893     -2.00000000e-01    5.55111512e-17    3.32001727e-10
894     -1.90000000e-01    5.55111512e-17    3.22694757e-10
895     -1.80000000e-01    5.55111512e-17    3.15653309e-10
896     -1.70000000e-01    5.55111512e-17    3.11483271e-10
897     -1.60000000e-01    5.55111512e-17    3.11017503e-10
898     -1.50000000e-01    5.55111512e-17    3.15398396e-10
899     -1.40000000e-01    5.55111512e-17    3.26190608e-10
900     -1.30000000e-01    5.55111512e-17    3.45535015e-10
901     -1.20000000e-01    5.55111512e-17    3.76358958e-10
902     -1.10000000e-01    5.55111512e-17    4.22663345e-10
903     -1.00000000e-01    5.55111512e-17    4.89914669e-10
904     -9.00000000e-02    5.55111512e-17    5.85580134e-10
905     -8.00000000e-02    5.55111512e-17    7.19857801e-10
906     -7.00000000e-02    5.55111512e-17    9.06672170e-10
907     -6.00000000e-02    5.55111512e-17    1.16503033e-09
908     -5.00000000e-02    5.55111512e-17    1.52086654e-09
909     -4.00000000e-02    5.55111512e-17    2.00954611e-09
910     -3.00000000e-02    5.55111512e-17    2.67925420e-09
911     -2.00000000e-02    5.55111512e-17    3.59556388e-09
912     -1.00000000e-02    5.55111512e-17    4.84755909e-09
913      0.00000000e+00    5.55111512e-17    6.55597755e-09
914      1.00000000e-02    5.55111512e-17    8.88392237e-09
915      2.00000000e-02    5.55111512e-17    1.20507393e-08
916      3.00000000e-02    5.55111512e-17    1.63496140e-08
