Index       TIME              I(L1)      
6302     6.28760955e-03    1.18338594e-01
6303     6.28805668e-03    1.18318190e-01
6304     6.28816847e-03    1.18313089e-01
6305     6.28839203e-03    1.18302885e-01
6306     6.28883916e-03    1.18282476e-01
6307     6.28895095e-03    1.18277373e-01
6308     6.28917451e-03    1.18267166e-01
6309     6.28962165e-03    1.18246751e-01
6310     6.28973343e-03    1.18241646e-01
6311     6.28995700e-03    1.18231437e-01
6312     6.29040413e-03    1.18211016e-01
6313     6.29051591e-03    1.18205910e-01
6314     6.29073948e-03    1.18195698e-01
6315     6.29118661e-03    1.18175271e-01
6316     6.29129839e-03    1.18170164e-01
6317     6.29152196e-03    1.18159949e-01
6318     6.29196909e-03    1.18139516e-01
6319     6.29208088e-03    1.18134407e-01
6320     6.29230444e-03    1.18124189e-01
6321     6.29275158e-03    1.18103751e-01
6322     6.29286336e-03    1.18098641e-01
6323     6.29308693e-03    1.18088420e-01
6324     6.29353406e-03    1.18067976e-01
6325     6.29364584e-03    1.18062864e-01
6326     6.29386941e-03    1.18052641e-01
6327     6.29431654e-03    1.18032191e-01
6328     6.29442832e-03    1.18027078e-01
6329     6.29465189e-03    1.18016851e-01
6330     6.29509902e-03    1.17996396e-01
6331     6.29521081e-03    1.17991281e-01
6332     6.29543437e-03    1.17981052e-01
6333     6.29588151e-03    1.17960591e-01
6334     6.29599329e-03    1.17955475e-01
6335     6.29621686e-03    1.17945242e-01
6336     6.29666399e-03    1.17924775e-01
6337     6.29677577e-03    1.17919658e-01
6338     6.29699934e-03    1.17909423e-01
6339     6.29744647e-03    1.17888950e-01
6340     6.29755825e-03    1.17883831e-01
6341     6.29778182e-03    1.17873593e-01
6342     6.29822895e-03    1.17853115e-01
6343     6.29834074e-03    1.17847994e-01
6344     6.29856430e-03    1.17837754e-01
6345     6.29901144e-03    1.17817269e-01
6346     6.29912322e-03    1.17812148e-01
6347     6.29934679e-03    1.17801904e-01
6348     6.29979392e-03    1.17781414e-01
6349     6.29990570e-03    1.17776291e-01
6350     6.30012927e-03    1.17766044e-01
6351     6.30057640e-03    1.17745548e-01
6352     6.30068818e-03    1.17740424e-01
6353     6.30091175e-03    1.17730174e-01
6354     6.30135888e-03    1.17709673e-01
6355     6.30147067e-03    1.17704547e-01
6356     6.30169423e-03    1.17694295e-01
6357     6.30214136e-03    1.17673787e-01
6358     6.30225315e-03    1.17668660e-01
6359     6.30247671e-03    1.17658405e-01
6360     6.30292385e-03    1.17637892e-01
6361     6.30303563e-03    1.17632763e-01
6362     6.30325920e-03    1.17622505e-01
6363     6.30370633e-03    1.17601986e-01
6364     6.30381811e-03    1.17596856e-01
6365     6.30404168e-03    1.17586595e-01
6366     6.30448881e-03    1.17566070e-01
6367     6.30460060e-03    1.17560939e-01
6368     6.30482416e-03    1.17550675e-01
6369     6.30527129e-03    1.17530145e-01
6370     6.30538308e-03    1.17525012e-01
6371     6.30560664e-03    1.17514745e-01
6372     6.30605378e-03    1.17494209e-01
6373     6.30616556e-03    1.17489074e-01
6374     6.30638913e-03    1.17478805e-01
6375     6.30683626e-03    1.17458263e-01
6376     6.30694804e-03    1.17453127e-01
6377     6.30717161e-03    1.17442855e-01
6378     6.30761874e-03    1.17422307e-01
6379     6.30773052e-03    1.17417170e-01
6380     6.30795409e-03    1.17406895e-01
6381     6.30840122e-03    1.17386342e-01
6382     6.30851301e-03    1.17381203e-01
6383     6.30873657e-03    1.17370924e-01
6384     6.30918371e-03    1.17350366e-01
6385     6.30929549e-03    1.17345225e-01
6386     6.30951906e-03    1.17334944e-01
6387     6.30996619e-03    1.17314380e-01
6388     6.31007797e-03    1.17309238e-01
6389     6.31030154e-03    1.17298954e-01
6390     6.31074867e-03    1.17278384e-01
6391     6.31086045e-03    1.17273241e-01
6392     6.31108402e-03    1.17262954e-01
6393     6.31153115e-03    1.17242378e-01
6394     6.31164294e-03    1.17237233e-01
6395     6.31186650e-03    1.17226944e-01
6396     6.31231364e-03    1.17206362e-01
6397     6.31242542e-03    1.17201216e-01
6398     6.31264899e-03    1.17190924e-01
6399     6.31309612e-03    1.17170336e-01
6400     6.31320790e-03    1.17165189e-01
6401     6.31343147e-03    1.17154893e-01
6402     6.31387860e-03    1.17134300e-01
6403     6.31399038e-03    1.17129151e-01
6404     6.31421395e-03    1.17118853e-01
6405     6.31466108e-03    1.17098254e-01
6406     6.31477287e-03    1.17093104e-01
6407     6.31499643e-03    1.17082803e-01
6408     6.31544357e-03    1.17062198e-01
6409     6.31555535e-03    1.17057046e-01
6410     6.31577892e-03    1.17046742e-01
6411     6.31622605e-03    1.17026132e-01
6412     6.31633783e-03    1.17020979e-01
6413     6.31656140e-03    1.17010672e-01
6414     6.31700853e-03    1.16990056e-01
6415     6.31712031e-03    1.16984901e-01
6416     6.31734388e-03    1.16974592e-01
6417     6.31779101e-03    1.16953970e-01
6418     6.31790280e-03    1.16948814e-01
6419     6.31812636e-03    1.16938501e-01
6420     6.31857350e-03    1.16917874e-01
6421     6.31868528e-03    1.16912717e-01
6422     6.31890884e-03    1.16902401e-01
6423     6.31935598e-03    1.16881768e-01
6424     6.31946776e-03    1.16876609e-01
6425     6.31969133e-03    1.16866291e-01
6426     6.32013846e-03    1.16845652e-01
6427     6.32025024e-03    1.16840492e-01
6428     6.32047381e-03    1.16830170e-01
6429     6.32092094e-03    1.16809526e-01
6430     6.32103273e-03    1.16804364e-01
6431     6.32125629e-03    1.16794040e-01
6432     6.32170342e-03    1.16773390e-01
6433     6.32181521e-03    1.16768227e-01
6434     6.32203877e-03    1.16757900e-01
6435     6.32248591e-03    1.16737244e-01
6436     6.32259769e-03    1.16732079e-01
6437     6.32282126e-03    1.16721749e-01
6438     6.32326839e-03    1.16701088e-01
6439     6.32338017e-03    1.16695922e-01
6440     6.32360374e-03    1.16685589e-01
6441     6.32405087e-03    1.16664922e-01
6442     6.32416266e-03    1.16659754e-01
6443     6.32438622e-03    1.16649419e-01
6444     6.32483335e-03    1.16628745e-01
6445     6.32494514e-03    1.16623577e-01
6446     6.32516870e-03    1.16613238e-01
6447     6.32561584e-03    1.16592559e-01
6448     6.32572762e-03    1.16587389e-01
6449     6.32595119e-03    1.16577048e-01
6450     6.32639832e-03    1.16556363e-01
6451     6.32651010e-03    1.16551192e-01
6452     6.32673367e-03    1.16540848e-01
6453     6.32718080e-03    1.16520157e-01
6454     6.32729258e-03    1.16514984e-01
6455     6.32751615e-03    1.16504637e-01
6456     6.32796328e-03    1.16483941e-01
6457     6.32807507e-03    1.16478767e-01
6458     6.32829863e-03    1.16468417e-01
6459     6.32874577e-03    1.16447715e-01
6460     6.32885755e-03    1.16442539e-01
6461     6.32908112e-03    1.16432187e-01
6462     6.32952825e-03    1.16411479e-01
6463     6.32964003e-03    1.16406302e-01
6464     6.32986360e-03    1.16395947e-01
6465     6.33031073e-03    1.16375233e-01
6466     6.33042251e-03    1.16370055e-01
6467     6.33064608e-03    1.16359696e-01
6468     6.33109321e-03    1.16338977e-01
6469     6.33120500e-03    1.16333797e-01
6470     6.33142856e-03    1.16323436e-01
6471     6.33187570e-03    1.16302712e-01
6472     6.33198748e-03    1.16297530e-01
6473     6.33221105e-03    1.16287166e-01
6474     6.33265818e-03    1.16266436e-01
6475     6.33276996e-03    1.16261252e-01
6476     6.33299353e-03    1.16250886e-01
6477     6.33344066e-03    1.16230150e-01
6478     6.33355244e-03    1.16224965e-01
6479     6.33377601e-03    1.16214596e-01
6480     6.33422314e-03    1.16193854e-01
6481     6.33433493e-03    1.16188668e-01
6482     6.33455849e-03    1.16178295e-01
6483     6.33500563e-03    1.16157548e-01
6484     6.33511741e-03    1.16152361e-01
6485     6.33534098e-03    1.16141985e-01
6486     6.33578811e-03    1.16121232e-01
6487     6.33589989e-03    1.16116043e-01
6488     6.33612346e-03    1.16105665e-01
6489     6.33657059e-03    1.16084907e-01
6490     6.33668237e-03    1.16079716e-01
6491     6.33690594e-03    1.16069335e-01
6492     6.33735307e-03    1.16048571e-01
6493     6.33746486e-03    1.16043379e-01
6494     6.33768842e-03    1.16032995e-01
6495     6.33813556e-03    1.16012225e-01
6496     6.33824734e-03    1.16007032e-01
6497     6.33847090e-03    1.15996645e-01
6498     6.33891804e-03    1.15975869e-01
6499     6.33902982e-03    1.15970675e-01
6500     6.33925339e-03    1.15960285e-01
6501     6.33970052e-03    1.15939504e-01
6502     6.33981230e-03    1.15934308e-01
6503     6.34003587e-03    1.15923915e-01
6504     6.34048300e-03    1.15903128e-01
6505     6.34059479e-03    1.15897931e-01
6506     6.34081835e-03    1.15887536e-01
6507     6.34126548e-03    1.15866743e-01
6508     6.34137727e-03    1.15861544e-01
6509     6.34160083e-03    1.15851146e-01
6510     6.34204797e-03    1.15830347e-01
6511     6.34215975e-03    1.15825147e-01
6512     6.34238332e-03    1.15814746e-01
6513     6.34283045e-03    1.15793942e-01
6514     6.34294223e-03    1.15788740e-01
6515     6.34316580e-03    1.15778336e-01
6516     6.34361293e-03    1.15757526e-01
6517     6.34372472e-03    1.15752323e-01
6518     6.34394828e-03    1.15741917e-01
6519     6.34439541e-03    1.15721101e-01
6520     6.34450720e-03    1.15715897e-01
6521     6.34473076e-03    1.15705487e-01
6522     6.34517790e-03    1.15684666e-01
6523     6.34528968e-03    1.15679460e-01
6524     6.34551325e-03    1.15669048e-01
6525     6.34596038e-03    1.15648221e-01
6526     6.34607216e-03    1.15643013e-01
6527     6.34629573e-03    1.15632598e-01
6528     6.34674286e-03    1.15611765e-01
6529     6.34685464e-03    1.15606557e-01
6530     6.34707821e-03    1.15596139e-01
6531     6.34752534e-03    1.15575300e-01
6532     6.34763713e-03    1.15570090e-01
6533     6.34786069e-03    1.15559669e-01
6534     6.34830783e-03    1.15538825e-01
6535     6.34841961e-03    1.15533614e-01
6536     6.34864318e-03    1.15523190e-01
6537     6.34909031e-03    1.15502340e-01
6538     6.34920209e-03    1.15497127e-01
6539     6.34942566e-03    1.15486701e-01
6540     6.34987279e-03    1.15465845e-01
6541     6.34998457e-03    1.15460631e-01
6542     6.35020814e-03    1.15450202e-01
6543     6.35065527e-03    1.15429340e-01
6544     6.35076706e-03    1.15424125e-01
6545     6.35099062e-03    1.15413692e-01
6546     6.35143776e-03    1.15392826e-01
6547     6.35154954e-03    1.15387608e-01
6548     6.35177311e-03    1.15377173e-01
6549     6.35222024e-03    1.15356301e-01
6550     6.35233202e-03    1.15351082e-01
6551     6.35255559e-03    1.15340644e-01
6552     6.35300272e-03    1.15319766e-01
6553     6.35311450e-03    1.15314546e-01
6554     6.35333807e-03    1.15304106e-01
6555     6.35378520e-03    1.15283222e-01
6556     6.35389699e-03    1.15278000e-01
6557     6.35412055e-03    1.15267557e-01
6558     6.35456769e-03    1.15246667e-01
6559     6.35467947e-03    1.15241444e-01
6560     6.35490303e-03    1.15230998e-01
6561     6.35535017e-03    1.15210103e-01
6562     6.35546195e-03    1.15204878e-01
6563     6.35568552e-03    1.15194429e-01
6564     6.35613265e-03    1.15173529e-01
6565     6.35624443e-03    1.15168303e-01
6566     6.35646800e-03    1.15157851e-01
6567     6.35691513e-03    1.15136944e-01
6568     6.35702692e-03    1.15131717e-01
6569     6.35725048e-03    1.15121262e-01
6570     6.35769761e-03    1.15100350e-01
6571     6.35780940e-03    1.15095122e-01
6572     6.35803296e-03    1.15084664e-01
6573     6.35848010e-03    1.15063746e-01
6574     6.35859188e-03    1.15058516e-01
6575     6.35881545e-03    1.15048056e-01
6576     6.35926258e-03    1.15027132e-01
6577     6.35937436e-03    1.15021901e-01
6578     6.35959793e-03    1.15011437e-01
6579     6.36004506e-03    1.14990508e-01
6580     6.36015685e-03    1.14985275e-01
6581     6.36038041e-03    1.14974809e-01
6582     6.36082754e-03    1.14953874e-01
6583     6.36093933e-03    1.14948640e-01
6584     6.36116289e-03    1.14938171e-01
6585     6.36161003e-03    1.14917231e-01
6586     6.36172181e-03    1.14911995e-01
6587     6.36194538e-03    1.14901523e-01
6588     6.36239251e-03    1.14880577e-01
6589     6.36250429e-03    1.14875340e-01
6590     6.36272786e-03    1.14864865e-01
6591     6.36317499e-03    1.14843914e-01
6592     6.36328677e-03    1.14838675e-01
6593     6.36351034e-03    1.14828198e-01
6594     6.36395747e-03    1.14807240e-01
6595     6.36406926e-03    1.14802000e-01
6596     6.36429282e-03    1.14791520e-01
6597     6.36473996e-03    1.14770557e-01
6598     6.36485174e-03    1.14765316e-01
6599     6.36507531e-03    1.14754833e-01
6600     6.36552244e-03    1.14733864e-01
6601     6.36563422e-03    1.14728621e-01
6602     6.36585779e-03    1.14718135e-01
6603     6.36630492e-03    1.14697161e-01
6604     6.36641670e-03    1.14691917e-01
6605     6.36664027e-03    1.14681428e-01
6606     6.36708740e-03    1.14660448e-01
6607     6.36719919e-03    1.14655202e-01
6608     6.36742275e-03    1.14644711e-01
6609     6.36786989e-03    1.14623725e-01
6610     6.36798167e-03    1.14618478e-01
6611     6.36820524e-03    1.14607984e-01
6612     6.36865237e-03    1.14586992e-01
6613     6.36876415e-03    1.14581744e-01
6614     6.36898772e-03    1.14571247e-01
6615     6.36943485e-03    1.14550250e-01
6616     6.36954663e-03    1.14545000e-01
6617     6.36977020e-03    1.14534500e-01
6618     6.37021733e-03    1.14513497e-01
6619     6.37032912e-03    1.14508246e-01
6620     6.37055268e-03    1.14497743e-01
6621     6.37099982e-03    1.14476735e-01
6622     6.37111160e-03    1.14471482e-01
6623     6.37133517e-03    1.14460977e-01
6624     6.37178230e-03    1.14439963e-01
6625     6.37189408e-03    1.14434709e-01
6626     6.37211765e-03    1.14424200e-01
6627     6.37256478e-03    1.14403181e-01
6628     6.37267656e-03    1.14397925e-01
6629     6.37290013e-03    1.14387414e-01
6630     6.37334726e-03    1.14366389e-01
6631     6.37345905e-03    1.14361132e-01
6632     6.37368261e-03    1.14350618e-01
6633     6.37412975e-03    1.14329587e-01
6634     6.37424153e-03    1.14324329e-01
6635     6.37446509e-03    1.14313812e-01
6636     6.37491223e-03    1.14292775e-01
6637     6.37580649e-03    1.14250693e-01
6638     6.37603006e-03    1.14240170e-01
6639     6.37647719e-03    1.14219122e-01
6640     6.37658898e-03    1.14213860e-01
6641     6.37681254e-03    1.14203334e-01
6642     6.37725967e-03    1.14182281e-01
6643     6.37815394e-03    1.14140165e-01
6644     6.37837751e-03    1.14129633e-01
6645     6.37882464e-03    1.14108569e-01
6646     6.37893642e-03    1.14103302e-01
6647     6.37915999e-03    1.14092768e-01
6648     6.37960712e-03    1.14071698e-01
6649     6.38050139e-03    1.14029548e-01
6650     6.38072495e-03    1.14019008e-01
6651     6.38117209e-03    1.13997927e-01
6652     6.38128387e-03    1.13992656e-01
6653     6.38150744e-03    1.13982114e-01
6654     6.38195457e-03    1.13961027e-01
6655     6.38284883e-03    1.13918843e-01
6656     6.38307240e-03    1.13908295e-01
6657     6.38351953e-03    1.13887196e-01
6658     6.38363132e-03    1.13881921e-01
6659     6.38385488e-03    1.13871370e-01
6660     6.38430202e-03    1.13850267e-01
6661     6.38519628e-03    1.13808049e-01
6662     6.38541985e-03    1.13797492e-01
6663     6.38586698e-03    1.13776377e-01
6664     6.38597876e-03    1.13771098e-01
6665     6.38620233e-03    1.13760539e-01
6666     6.38664946e-03    1.13739418e-01
6667     6.38754373e-03    1.13697167e-01
6668     6.38776730e-03    1.13686602e-01
6669     6.38821443e-03    1.13665470e-01
6670     6.38832621e-03    1.13660186e-01
6671     6.38854978e-03    1.13649619e-01
6672     6.38899691e-03    1.13628481e-01
6673     6.38989118e-03    1.13586196e-01
6674     6.39011474e-03    1.13575623e-01
6675     6.39056188e-03    1.13554474e-01
6676     6.39145614e-03    1.13512167e-01
6677     6.39167971e-03    1.13501588e-01
6678     6.39212684e-03    1.13480428e-01
6679     6.39302111e-03    1.13438098e-01
6680     6.39324467e-03    1.13427514e-01
6681     6.39369181e-03    1.13406342e-01
6682     6.39458607e-03    1.13363990e-01
6683     6.39480964e-03    1.13353400e-01
6684     6.39525677e-03    1.13332218e-01
6685     6.39615104e-03    1.13289843e-01
6686     6.39637460e-03    1.13279248e-01
6687     6.39682173e-03    1.13258054e-01
6688     6.39771600e-03    1.13215657e-01
6689     6.39793957e-03    1.13205056e-01
6690     6.39838670e-03    1.13183851e-01
6691     6.39928097e-03    1.13141432e-01
6692     6.39950453e-03    1.13130825e-01
6693     6.39995166e-03    1.13109609e-01
6694     6.40084593e-03    1.13067168e-01
6695     6.40106950e-03    1.13056555e-01
6696     6.40151663e-03    1.13035328e-01
6697     6.40241089e-03    1.12992864e-01
6698     6.40263446e-03    1.12982246e-01
6699     6.40308159e-03    1.12961007e-01
6700     6.40397586e-03    1.12918521e-01
6701     6.40419943e-03    1.12907898e-01
6702     6.40464656e-03    1.12886648e-01
6703     6.40554082e-03    1.12844140e-01
6704     6.40576439e-03    1.12833510e-01
6705     6.40621152e-03    1.12812250e-01
6706     6.40710579e-03    1.12769719e-01
6707     6.40732936e-03    1.12759084e-01
6708     6.40777649e-03    1.12737812e-01
6709     6.40867075e-03    1.12695259e-01
6710     6.40889432e-03    1.12684619e-01
6711     6.40934145e-03    1.12663336e-01
6712     6.41023572e-03    1.12620761e-01
6713     6.41045928e-03    1.12610115e-01
6714     6.41090642e-03    1.12588821e-01
6715     6.41180068e-03    1.12546223e-01
6716     6.41202425e-03    1.12535571e-01
6717     6.41247138e-03    1.12514266e-01
6718     6.41336565e-03    1.12471646e-01
6719     6.41358921e-03    1.12460989e-01
6720     6.41403635e-03    1.12439673e-01
6721     6.41493061e-03    1.12397031e-01
6722     6.41515418e-03    1.12386368e-01
6723     6.41560131e-03    1.12365041e-01
6724     6.41649558e-03    1.12322377e-01
6725     6.41671914e-03    1.12311708e-01
6726     6.41716628e-03    1.12290370e-01
6727     6.41806054e-03    1.12247683e-01
6728     6.41828411e-03    1.12237009e-01
6729     6.41873124e-03    1.12215660e-01
6730     6.41962551e-03    1.12172951e-01
6731     6.41984907e-03    1.12162272e-01
6732     6.42029621e-03    1.12140911e-01
6733     6.42119047e-03    1.12098180e-01
6734     6.42141404e-03    1.12087495e-01
6735     6.42186117e-03    1.12066124e-01
6736     6.42275544e-03    1.12023371e-01
6737     6.42297900e-03    1.12012680e-01
6738     6.42342614e-03    1.11991297e-01
6739     6.42432040e-03    1.11948522e-01
6740     6.42454397e-03    1.11937826e-01
6741     6.42499110e-03    1.11916432e-01
6742     6.42588537e-03    1.11873635e-01
6743     6.42610893e-03    1.11862933e-01
6744     6.42655607e-03    1.11841528e-01
6745     6.42745033e-03    1.11798709e-01
6746     6.42767390e-03    1.11788002e-01
6747     6.42812103e-03    1.11766586e-01
6748     6.42901530e-03    1.11723744e-01
6749     6.42923886e-03    1.11713032e-01
6750     6.42968600e-03    1.11691605e-01
6751     6.43058026e-03    1.11648741e-01
6752     6.43080383e-03    1.11638023e-01
6753     6.43125096e-03    1.11616585e-01
6754     6.43214523e-03    1.11573699e-01
6755     6.43236879e-03    1.11562975e-01
6756     6.43281592e-03    1.11541526e-01
6757     6.43371019e-03    1.11498619e-01
6758     6.43393376e-03    1.11487889e-01
6759     6.43438089e-03    1.11466429e-01
6760     6.43527516e-03    1.11423499e-01
6761     6.43549872e-03    1.11412765e-01
6762     6.43594585e-03    1.11391293e-01
6763     6.43684012e-03    1.11348342e-01
6764     6.43706369e-03    1.11337601e-01
6765     6.43751082e-03    1.11316119e-01
6766     6.43840508e-03    1.11273145e-01
6767     6.43862865e-03    1.11262399e-01
6768     6.43907578e-03    1.11240906e-01
6769     6.43997005e-03    1.11197910e-01
6770     6.44019362e-03    1.11187159e-01
6771     6.44064075e-03    1.11165655e-01
6772     6.44153501e-03    1.11122637e-01
6773     6.44175858e-03    1.11111880e-01
6774     6.44220571e-03    1.11090365e-01
6775     6.44309998e-03    1.11047325e-01
6776     6.44488851e-03    1.10961208e-01
6777     6.44533564e-03    1.10939669e-01
6778     6.44622991e-03    1.10896586e-01
6779     6.44645348e-03    1.10885812e-01
6780     6.44690061e-03    1.10864264e-01
6781     6.44779487e-03    1.10821159e-01
6782     6.44958340e-03    1.10734910e-01
6783     6.45003054e-03    1.10713338e-01
6784     6.45092480e-03    1.10670189e-01
6785     6.45114837e-03    1.10659399e-01
6786     6.45159550e-03    1.10637818e-01
6787     6.45248977e-03    1.10594647e-01
6788     6.45427830e-03    1.10508267e-01
6789     6.45472543e-03    1.10486663e-01
6790     6.45561970e-03    1.10443448e-01
6791     6.45584326e-03    1.10432642e-01
6792     6.45629040e-03    1.10411028e-01
6793     6.45718466e-03    1.10367791e-01
6794     6.45897319e-03    1.10281279e-01
6795     6.45942033e-03    1.10259642e-01
6796     6.46031459e-03    1.10216362e-01
6797     6.46053816e-03    1.10205539e-01
6798     6.46098529e-03    1.10183893e-01
6799     6.46187956e-03    1.10140590e-01
6800     6.46366809e-03    1.10053948e-01
6801     6.46411522e-03    1.10032279e-01
6802     6.46500949e-03    1.09988933e-01
6803     6.46679802e-03    1.09902203e-01
6804     6.46724515e-03    1.09880512e-01
6805     6.46813942e-03    1.09837122e-01
6806     6.46992795e-03    1.09750306e-01
6807     6.47037508e-03    1.09728593e-01
6808     6.47126935e-03    1.09685160e-01
6809     6.47305788e-03    1.09598257e-01
6810     6.47350501e-03    1.09576522e-01
6811     6.47439927e-03    1.09533046e-01
6812     6.47618781e-03    1.09446056e-01
6813     6.47663494e-03    1.09424300e-01
6814     6.47752920e-03    1.09380780e-01
6815     6.47931774e-03    1.09293704e-01
6816     6.47976487e-03    1.09271926e-01
6817     6.48065913e-03    1.09228363e-01
6818     6.48244767e-03    1.09141200e-01
6819     6.48289480e-03    1.09119400e-01
6820     6.48378906e-03    1.09075794e-01
6821     6.48557759e-03    1.08988544e-01
6822     6.48602473e-03    1.08966723e-01
6823     6.48691899e-03    1.08923074e-01
6824     6.48870752e-03    1.08835738e-01
6825     6.48915466e-03    1.08813896e-01
6826     6.49004892e-03    1.08770203e-01
6827     6.49183745e-03    1.08682781e-01
6828     6.49228459e-03    1.08660917e-01
6829     6.49317885e-03    1.08617182e-01
6830     6.49496738e-03    1.08529674e-01
6831     6.49541452e-03    1.08507788e-01
6832     6.49630878e-03    1.08464010e-01
6833     6.49809731e-03    1.08376416e-01
6834     6.49854445e-03    1.08354509e-01
6835     6.49943871e-03    1.08310688e-01
6836     6.50122724e-03    1.08223008e-01
6837     6.50167438e-03    1.08201080e-01
6838     6.50256864e-03    1.08157216e-01
6839     6.50435717e-03    1.08069451e-01
6840     6.50480431e-03    1.08047501e-01
6841     6.50569857e-03    1.08003594e-01
6842     6.50748710e-03    1.07915743e-01
6843     6.50793423e-03    1.07893772e-01
6844     6.50882850e-03    1.07849822e-01
6845     6.51061703e-03    1.07761886e-01
6846     6.51419409e-03    1.07585868e-01
6847     6.51508836e-03    1.07541829e-01
6848     6.51687689e-03    1.07453723e-01
6849     6.51732402e-03    1.07431688e-01
6850     6.51821829e-03    1.07387611e-01
6851     6.52000682e-03    1.07299420e-01
6852     6.52358388e-03    1.07122892e-01
6853     6.52447815e-03    1.07078726e-01
6854     6.52626668e-03    1.06990366e-01
6855     6.52984374e-03    1.06813499e-01
6856     6.53073801e-03    1.06769249e-01
6857     6.53252654e-03    1.06680720e-01
6858     6.53610360e-03    1.06503516e-01
6859     6.53699787e-03    1.06459180e-01
6860     6.53878640e-03    1.06370483e-01
6861     6.54236346e-03    1.06192942e-01
6862     6.54325773e-03    1.06148523e-01
6863     6.54504626e-03    1.06059657e-01
6864     6.54862332e-03    1.05881781e-01
6865     6.54951758e-03    1.05837278e-01
6866     6.55130612e-03    1.05748245e-01
6867     6.55488318e-03    1.05570034e-01
6868     6.56203730e-03    1.05213036e-01
6869     6.56382583e-03    1.05123656e-01
6870     6.56740290e-03    1.04944785e-01
6871     6.57455702e-03    1.04586462e-01
6872     6.57634555e-03    1.04496749e-01
6873     6.57992261e-03    1.04317216e-01
6874     6.58707674e-03    1.03957573e-01
6875     6.60138499e-03    1.03236029e-01
6876     6.63000149e-03    1.01784023e-01
6877     6.68723449e-03    9.88449557e-02
6878     6.80170048e-03    9.28317019e-02
6879     6.91616648e-03    8.66481714e-02
6880     7.03063247e-03    8.03068383e-02
6881     7.14509847e-03    7.38203832e-02
6882     7.25956447e-03    6.72022661e-02
6883     7.37403046e-03    6.04663012e-02
6884     7.48849646e-03    5.36271818e-02
6885     7.60296245e-03    4.67002479e-02
6886     7.71742845e-03    3.97020225e-02
6887     7.83189445e-03    3.26503052e-02
6888     7.94636044e-03    2.55649101e-02
6889     8.06082644e-03    1.84683700e-02
6890     8.16384583e-03    1.20938840e-02
6891     8.25656329e-03    6.38714270e-03
6892     8.34000900e-03    1.29360659e-03
6893     8.41219701e-03   -3.11632587e-03
6894     8.47646107e-03   -7.12608450e-03
6895     8.54072512e-03   -1.12173510e-02
6896     8.60498918e-03   -1.53397216e-02
6897     8.66925324e-03   -1.94787823e-02
6898     8.67596703e-03   -1.99118283e-02
6899     8.68268081e-03   -2.03448834e-02
6900     8.68939460e-03   -2.07779798e-02
6901     8.70282218e-03   -2.16442546e-02
6902     8.71624975e-03   -2.25105817e-02
6903     8.72967733e-03   -2.33768863e-02
6904     8.74310490e-03   -2.42430946e-02
6905     8.75653248e-03   -2.51091346e-02
6906     8.76996005e-03   -2.59749362e-02
6907     8.78338763e-03   -2.68404313e-02
6908     8.81024278e-03   -2.85702175e-02
6909     8.83709793e-03   -3.02980246e-02
6910     8.86395308e-03   -3.20233761e-02
6911     8.89080823e-03   -3.37458317e-02
6912     8.91766338e-03   -3.54649836e-02
6913     8.94451853e-03   -3.71804538e-02
6914     8.97137368e-03   -3.88918919e-02
6915     8.99822883e-03   -4.05989722e-02
6916     9.02508398e-03   -4.23013915e-02
6917     9.07879429e-03   -4.56910890e-02
6918     9.13250459e-03   -4.90590518e-02
6919     9.18621489e-03   -5.24033859e-02
6920     9.23992519e-03   -5.57224516e-02
6921     9.29363549e-03   -5.90147554e-02
6922     9.34734579e-03   -6.22789136e-02
6923     9.40105609e-03   -6.55136265e-02
6924     9.45476639e-03   -6.87176583e-02
6925     9.50847669e-03   -7.18898219e-02
6926     9.56218699e-03   -7.50289669e-02
6927     9.61589730e-03   -7.81339717e-02
6928     9.66960760e-03   -8.12037366e-02
6929     9.77702820e-03   -8.72332443e-02
6930     9.88444880e-03   -9.31091273e-02
6931     9.99186940e-03   -9.88227713e-02
6932     1.00992900e-02   -1.04366173e-01
6933     1.02067106e-02   -1.09731227e-01
6934     1.03141312e-02   -1.14910140e-01
6935     1.04215518e-02   -1.19895218e-01
6936     1.05289724e-02   -1.24679029e-01
6937     1.07438136e-02   -1.33614234e-01
6938     1.09586548e-02   -1.41661491e-01
6939     1.09855100e-02   -1.42601206e-01
6940     1.10392203e-02   -1.44440458e-01
6941     1.10526478e-02   -1.44889559e-01
6942     1.10795030e-02   -1.45778771e-01
6943     1.10862168e-02   -1.45998406e-01
6944     1.10996444e-02   -1.46435450e-01
6945     1.11264995e-02   -1.47297895e-01
6946     1.11332133e-02   -1.47510953e-01
6947     1.11466409e-02   -1.47934767e-01
6948     1.11499978e-02   -1.48040012e-01
6949     1.11567116e-02   -1.48249956e-01
6950     1.11701391e-02   -1.48666910e-01
6951     1.11734960e-02   -1.48770483e-01
6952     1.11802098e-02   -1.48977078e-01
6953     1.11936374e-02   -1.49387315e-01
6954     1.11969943e-02   -1.49489206e-01
6955     1.12037081e-02   -1.49692433e-01
6956     1.12053865e-02   -1.49743063e-01
6957     1.12087434e-02   -1.49844187e-01
6958     1.12154572e-02   -1.50045694e-01
6959     1.12171356e-02   -1.50095898e-01
6960     1.12204925e-02   -1.50196172e-01
6961     1.12272063e-02   -1.50395981e-01
6962     1.12288848e-02   -1.50445762e-01
6963     1.12322417e-02   -1.50545187e-01
