V(g) I(d) I(g) I(s) I(b)
0.83 -6.05615e-08 6.81298e-10 -6.059259e-10 6.04861e-08
0.82 -6.05591e-08 6.627637e-10 -5.89738e-10 6.04861e-08
0.81 -6.05569e-08 6.445501e-10 -5.737543e-10 6.04861e-08
0.8 -6.05548e-08 6.266625e-10 -5.5797e-10 6.04861e-08
0.79 -6.05528e-08 6.091055e-10 -5.423781e-10 6.04861e-08
0.78 -6.0551e-08 5.918823e-10 -5.269693e-10 6.04861e-08
0.77 -6.05494e-08 5.749953e-10 -5.117312e-10 6.04861e-08
0.76 -6.05479e-08 5.584458e-10 -4.966488e-10 6.04861e-08
0.75 -6.05466e-08 5.422345e-10 -4.817029e-10 6.04861e-08
0.74 -6.05456e-08 5.263611e-10 -4.668705e-10 6.04861e-08
0.73 -6.05448e-08 5.10825e-10 -4.521237e-10 6.04861e-08
0.72 -6.05443e-08 4.956246e-10 -4.374289e-10 6.04861e-08
0.71 -6.05441e-08 4.807581e-10 -4.22746e-10 6.04861e-08
0.7 -6.05443e-08 4.662232e-10 -4.080267e-10 6.04861e-08
0.69 -6.05449e-08 4.52017e-10 -3.932139e-10 6.04861e-08
0.68 -6.0546e-08 4.381364e-10 -3.782389e-10 6.04861e-08
0.67 -6.05477e-08 4.245781e-10 -3.630203e-10 6.04861e-08
0.66 -6.055e-08 4.113384e-10 -3.474607e-10 6.04861e-08
0.65 -6.05531e-08 3.984133e-10 -3.314441e-10 6.04861e-08
0.64 -6.05571e-08 3.857988e-10 -3.14832e-10 6.04861e-08
0.63 -6.05621e-08 3.734906e-10 -2.974591e-10 6.04861e-08
0.62 -6.05685e-08 3.614844e-10 -2.791279e-10 6.04861e-08
0.61 -6.05763e-08 3.497755e-10 -2.596025e-10 6.04861e-08
0.6 -6.05859e-08 3.383595e-10 -2.386003e-10 6.04861e-08
0.59 -6.05976e-08 3.272315e-10 -2.157836e-10 6.04861e-08
0.58 -6.06118e-08 3.163867e-10 -1.907475e-10 6.04861e-08
0.57 -6.06289e-08 3.058204e-10 -1.63007e-10 6.04861e-08
0.56 -6.06497e-08 2.955276e-10 -1.319805e-10 6.04861e-08
0.55 -6.06747e-08 2.855032e-10 -9.69701e-11 6.04861e-08
0.54 -6.07047e-08 2.757422e-10 -5.71382e-11 6.04861e-08
0.53 -6.07409e-08 2.662394e-10 -1.14785e-11 6.04861e-08
0.52 -6.07844e-08 2.569897e-10 4.12181e-11 6.04862e-08
0.51 -6.08366e-08 2.479876e-10 1.024054e-10 6.04862e-08
0.5 -6.08992e-08 2.392278e-10 1.738323e-10 6.04862e-08
0.49 -6.09745e-08 2.307046e-10 2.576034e-10 6.04862e-08
0.48 -6.10649e-08 2.224122e-10 3.562527e-10 6.04862e-08
0.47 -6.11734e-08 2.143448e-10 4.728322e-10 6.04862e-08
0.46 -6.13038e-08 2.06496e-10 6.110201e-10 6.04863e-08
0.45 -6.14604e-08 1.988593e-10 7.752499e-10 6.04863e-08
0.44 -6.16486e-08 1.91428e-10 9.708688e-10 6.04863e-08
0.43 -6.18749e-08 1.841945e-10 1.2043e-09 6.04864e-08
0.42 -6.2147e-08 1.771512e-10 1.4834e-09 6.04865e-08
0.41 -6.24743e-08 1.702896e-10 1.8175e-09 6.04865e-08
0.4 -6.28682e-08 1.636009e-10 2.218e-09 6.04866e-08
0.39 -6.33424e-08 1.570753e-10 2.6986e-09 6.04867e-08
0.38 -6.39134e-08 1.507026e-10 3.2758e-09 6.04868e-08
0.37 -6.46013e-08 1.444718e-10 3.9698e-09 6.0487e-08
0.36 -6.54302e-08 1.383717e-10 4.8047e-09 6.04872e-08
0.35 -6.64296e-08 1.323908e-10 5.8098e-09 6.04874e-08
0.34 -6.76349e-08 1.265178e-10 7.0207e-09 6.04877e-08
0.33 -6.9089e-08 1.207423e-10 8.4803e-09 6.0488e-08
0.32 -7.08439e-08 1.150554e-10 1.02405e-08 6.04884e-08
0.31 -7.29626e-08 1.094507e-10 1.23643e-08 6.04888e-08
0.3 -7.55214e-08 1.039248e-10 1.49281e-08 6.04894e-08
0.29 -7.86127e-08 9.84785e-11 1.80242e-08 6.04901e-08
0.28 -8.23487e-08 9.31166e-11 2.17647e-08 6.04909e-08
0.27 -8.68652e-08 8.78478e-11 2.62855e-08 6.04919e-08
0.26 -9.23271e-08 8.26845e-11 3.17513e-08 6.04931e-08
0.25 -9.89343e-08 7.76414e-11 3.83621e-08 6.04945e-08
0.24 -1.069294e-07 7.27344e-11 4.63604e-08 6.04963e-08
0.23 -1.166069e-07 6.79788e-11 5.60405e-08 6.04984e-08
0.22 -1.283241e-07 6.33889e-11 6.77597e-08 6.0501e-08
0.21 -1.42515e-07 5.89766e-11 8.19519e-08 6.05041e-08
0.2 -1.597066e-07 5.47507e-11 9.91439e-08 6.05079e-08
0.19 -1.805387e-07 5.07174e-11 1.199755e-07 6.05125e-08
0.18 -2.057886e-07 4.68797e-11 1.452237e-07 6.0518e-08
0.17 -2.364005e-07 4.32379e-11 1.758325e-07 6.05248e-08
0.16 -2.735214e-07 3.979e-11 2.129487e-07 6.05329e-08
0.15 -3.185447e-07 3.65318e-11 2.579654e-07 6.05428e-08
0.14 -3.731631e-07 3.34576e-11 3.125748e-07 6.05548e-08
0.13 -4.394325e-07 3.056e-11 3.788327e-07 6.05693e-08
0.12 -5.198502e-07 2.78307e-11 4.592355e-07 6.05869e-08
0.11 -6.17448e-07 2.52604e-11 5.568144e-07 6.06083e-08
0.1 -7.359058e-07 2.28387e-11 6.752488e-07 6.06342e-08
0.09 -8.796883e-07 2.05544e-11 8.190021e-07 6.06657e-08
0.08 -1.0542e-06 1.83954e-11 9.934862e-07 6.07038e-08
0.07 -1.266e-06 1.63487e-11 1.2053e-06 6.07499e-08
0.06 -1.5231e-06 1.44e-11 1.4622e-06 6.08059e-08
0.05 -1.8349e-06 1.25339e-11 1.7741e-06 6.08736e-08
0.04 -2.2132e-06 1.07331e-11 2.1522e-06 6.09555e-08
0.03 -2.6718e-06 8.9787e-12 2.6108e-06 6.10544e-08
0.02 -3.2275e-06 7.2494e-12 3.1663e-06 6.11739e-08
0.01 -3.9004e-06 5.5216e-12 3.839e-06 6.13179e-08
0. -4.7143e-06 3.7684e-12 4.6528e-06 6.1491e-08
-0.01 -5.6978e-06 1.8817e-12 5.6361e-06 6.16988e-08
-0.02 -6.8844e-06 -2.479982e-13 6.8224e-06 6.19475e-08
-0.03 -8.3137e-06 -2.6552e-12 8.2514e-06 6.22442e-08
-0.04 -1.00316e-05 -5.3773e-12 9.969e-06 6.25968e-08
-0.05 -1.20913e-05 -8.4551e-12 1.20283e-05 6.30139e-08
-0.06 -1.45536e-05 -1.19316e-11 1.44902e-05 6.35047e-08
-0.07 -1.74872e-05 -1.58521e-11 1.74232e-05 6.4079e-08
-0.08 -2.09686e-05 -2.02631e-11 2.09039e-05 6.47462e-08
-0.09 -2.50817e-05 -2.52116e-11 2.50162e-05 6.55157e-08
-0.1 -2.99173e-05 -3.07446e-11 2.98509e-05 6.63958e-08
-0.11 -3.55715e-05 -3.69081e-11 3.55041e-05 6.73932e-08
-0.12 -4.21443e-05 -4.37469e-11 4.20758e-05 6.85127e-08
-0.13 -4.97376e-05 -5.13043e-11 4.96679e-05 6.97562e-08
-0.14 -5.84534e-05 -5.96216e-11 5.83823e-05 7.11228e-08
-0.15 -6.83912e-05 -6.87384e-11 6.83187e-05 7.26079e-08
-0.16 -7.96467e-05 -7.86924e-11 7.95726e-05 7.42035e-08
-0.17 -9.23095e-05 -8.95195e-11 9.22337e-05 7.58982e-08
-0.18 -0.0001064623 -1.012539e-10 0.0001063847 7.76774e-08
-0.19 -0.0001221797 -1.139279e-10 0.0001221002 7.95235e-08
-0.2 -0.0001395276 -1.275727e-10 0.0001394463 8.1417e-08
-0.21 -0.0001585632 -1.422182e-10 0.00015848 8.33366e-08
-0.22 -0.0001793349 -1.578934e-10 0.0001792498 8.526e-08
-0.23 -0.0002018827 -1.746265e-10 0.0002017957 8.71648e-08
-0.24 -0.0002262383 -1.924456e-10 0.0002261495 8.90287e-08
-0.25 -0.0002524261 -2.113785e-10 0.0002523355 9.08303e-08
-0.26 -0.0002804633 -2.314531e-10 0.000280371 9.25495e-08
-0.27 -0.0003103608 -2.526979e-10 0.0003102668 9.41678e-08
-0.28 -0.0003421235 -2.751415e-10 0.0003420281 9.56687e-08
-0.29 -0.0003757512 -2.988135e-10 0.0003756545 9.70378e-08
-0.3 -0.0004112389 -3.237441e-10 0.000411141 9.82633e-08
-0.31 -0.0004485772 -3.499642e-10 0.0004484782 9.93354e-08
-0.32 -0.0004877529 -3.77506e-10 0.000487653 1.002469e-07
-0.33 -0.0005287493 -4.064021e-10 0.0005286488 1.00993e-07
-0.34 -0.000571547 -4.366865e-10 0.0005714459 1.01571e-07
-0.35 -0.0006161235 -4.68394e-10 0.000616022 1.019804e-07
-0.36 -0.0006624542 -5.015604e-10 0.0006623525 1.022228e-07
-0.37 -0.0007105123 -5.362225e-10 0.0007104106 1.023014e-07
-0.38 -0.0007602693 -5.724179e-10 0.0007601677 1.022212e-07
-0.39 -0.000811695 -6.101853e-10 0.0008115936 1.019886e-07
-0.4 -0.000864758 -6.495643e-10 0.0008646571 1.016111e-07
-0.41 -0.0009194258 -6.905951e-10 0.0009193254 1.010974e-07
-0.42 -0.0009756647 -7.333189e-10 0.000975565 1.004569e-07
-0.43 -0.0010334 -7.777777e-10 0.0010333 9.96998e-08
-0.44 -0.0010927 -8.240139e-10 0.0010926 9.88367e-08
-0.45 -0.0011535 -8.720709e-10 0.0011534 9.78784e-08
-0.46 -0.0012156 -9.219926e-10 0.0012155 9.6836e-08
-0.47 -0.0012792 -9.738232e-10 0.0012791 9.57206e-08
-0.48 -0.0013441 -1.0276e-09 0.001344 9.4543e-08
-0.49 -0.0014104 -1.0834e-09 0.0014103 9.33139e-08
-0.5 -0.0014779 -1.1412e-09 0.0014778 9.20437e-08
-0.51 -0.0015467 -1.2011e-09 0.0015466 9.07424e-08
-0.52 -0.0016167 -1.2632e-09 0.0016166 8.94193e-08
-0.53 -0.0016879 -1.3274e-09 0.0016878 8.80835e-08
-0.54 -0.0017602 -1.3939e-09 0.0017602 8.67431e-08
-0.55 -0.0018337 -1.4626e-09 0.0018336 8.54059e-08
-0.56 -0.0019082 -1.5337e-09 0.0019081 8.40791e-08
-0.57 -0.0019838 -1.6071e-09 0.0019837 8.27689e-08
-0.58 -0.0020603 -1.683e-09 0.0020602 8.14811e-08
-0.59 -0.0021379 -1.7613e-09 0.0021378 8.0221e-08
-0.6 -0.0022163 -1.8421e-09 0.0022163 7.89929e-08
-0.61 -0.0022957 -1.9255e-09 0.0022957 7.78008e-08
-0.62 -0.002376 -2.0114e-09 0.0023759 7.66479e-08
-0.63 -0.0024571 -2.1001e-09 0.0024571 7.55369e-08
-0.64 -0.0025391 -2.1913e-09 0.002539 7.447e-08
-0.65 -0.0026218 -2.2854e-09 0.0026217 7.34489e-08
-0.66 -0.0027053 -2.3821e-09 0.0027052 7.24748e-08
-0.67 -0.0027895 -2.4817e-09 0.0027895 7.15485e-08
-0.68 -0.0028745 -2.5842e-09 0.0028744 7.06702e-08
-0.69 -0.0029601 -2.6896e-09 0.00296 6.98402e-08
-0.7 -0.0030463 -2.7978e-09 0.0030463 6.90579e-08
-0.71 -0.0031332 -2.9091e-09 0.0031331 6.83228e-08
-0.72 -0.0032207 -3.0234e-09 0.0032206 6.76341e-08
-0.73 -0.0033087 -3.1407e-09 0.0033086 6.69906e-08
-0.74 -0.0033973 -3.2611e-09 0.0033972 6.63911e-08
-0.75 -0.0034864 -3.3846e-09 0.0034863 6.58341e-08
-0.76 -0.003576 -3.5113e-09 0.003576 6.5318e-08
-0.77 -0.0036661 -3.6411e-09 0.003666 6.48412e-08
-0.78 -0.0037566 -3.7742e-09 0.0037566 6.44018e-08
-0.79 -0.0038476 -3.9105e-09 0.0038476 6.39981e-08
-0.8 -0.003939 -4.0501e-09 0.0039389 6.36282e-08
-0.81 -0.0040308 -4.1929e-09 0.0040307 6.32901e-08
-0.82 -0.0041229 -4.3391e-09 0.0041228 6.29821e-08
-0.83 -0.0042154 -4.4886e-09 0.0042153 6.27021e-08
-0.84 -0.0043082 -4.6415e-09 0.0043081 6.24484e-08
-0.85 -0.0044013 -4.7977e-09 0.0044012 6.22192e-08
-0.86 -0.0044946 -4.9573e-09 0.0044946 6.20126e-08
-0.87 -0.0045883 -5.1204e-09 0.0045882 6.1827e-08
-0.88 -0.0046822 -5.2868e-09 0.0046821 6.16607e-08
-0.89 -0.0047763 -5.4567e-09 0.0047763 6.15121e-08
-0.9 -0.0048707 -5.63e-09 0.0048706 6.13798e-08
-0.91 -0.0049652 -5.8068e-09 0.0049651 6.12623e-08
-0.92 -0.0050599 -5.987e-09 0.0050599 6.11583e-08
-0.93 -0.0051548 -6.1706e-09 0.0051547 6.10665e-08
-0.94 -0.0052498 -6.3577e-09 0.0052497 6.09857e-08
-0.95 -0.0053449 -6.5482e-09 0.0053449 6.09148e-08
-0.96 -0.0054402 -6.7422e-09 0.0054401 6.08528e-08
-0.97 -0.0055355 -6.9395e-09 0.0055354 6.07988e-08
-0.98 -0.0056309 -7.1403e-09 0.0056308 6.07519e-08
-0.99 -0.0057264 -7.3444e-09 0.0057263 6.07113e-08
-1.00000 -0.0058219 -7.552e-09 0.0058218 6.06762e-08
-1.01000 -0.0059174 -7.7629e-09 0.0059174 6.06461e-08
-1.02000 -0.006013 -7.9771e-09 0.0060129 6.06203e-08
-1.03000 -0.0061086 -8.1946e-09 0.0061085 6.05982e-08
-1.04000 -0.0062041 -8.4153e-09 0.0062041 6.05795e-08
-1.05000 -0.0062996 -8.6393e-09 0.0062996 6.05636e-08
-1.06000 -0.0063951 -8.8666e-09 0.0063951 6.05501e-08
-1.07000 -0.0064905 -9.0969e-09 0.0064905 6.05388e-08
-1.08000 -0.0065859 -9.3304e-09 0.0065859 6.05293e-08
-1.09000 -0.0066812 -9.567e-09 0.0066811 6.05214e-08
-1.10000 -0.0067764 -9.8066e-09 0.0067763 6.05148e-08
-1.11000 -0.0068714 -1.00491e-08 0.0068714 6.05094e-08
-1.12000 -0.0069664 -1.02946e-08 0.0069663 6.05049e-08
-1.13000 -0.0070612 -1.0543e-08 0.0070611 6.05012e-08
-1.14000 -0.0071559 -1.07941e-08 0.0071558 6.04982e-08
-1.15000 -0.0072504 -1.1048e-08 0.0072503 6.04957e-08
-1.16000 -0.0073447 -1.13046e-08 0.0073446 6.04937e-08
-1.17000 -0.0074388 -1.15638e-08 0.0074388 6.04921e-08
-1.18000 -0.0075328 -1.18255e-08 0.0075327 6.04908e-08
-1.19000 -0.0076265 -1.20897e-08 0.0076265 6.04898e-08
-1.20000 -0.0077201 -1.23562e-08 0.00772 6.0489e-08
