Index       TIME              V(A)        N(YNEURON!NEURON1_V0) N(YNEURON!NEURON1_V36)       V(B)       
272      1.36000000e-02    1.09978388e-02    9.27724483e-03   -4.66931106e-02   -4.66931106e-02
273      1.36500000e-02    1.11168515e-02    9.39625754e-03   -4.65880500e-02   -4.65880500e-02
274      1.37000000e-02    1.12358642e-02    9.51527025e-03   -4.64829895e-02   -4.64829895e-02
275      1.37500000e-02    1.13548769e-02    9.63428297e-03   -4.63779289e-02   -4.63779289e-02
276      1.38000000e-02    1.14738897e-02    9.75329568e-03   -4.62728683e-02   -4.62728683e-02
277      1.38500000e-02    1.15929024e-02    9.87230839e-03   -4.61678078e-02   -4.61678078e-02
278      1.39000000e-02    1.17119151e-02    9.99132110e-03   -4.60627472e-02   -4.60627472e-02
279      1.39500000e-02    1.18309278e-02    1.01103338e-02   -4.59576866e-02   -4.59576866e-02
280      1.40000000e-02    1.19499405e-02    1.02293465e-02   -4.58526260e-02   -4.58526260e-02
281      1.40500000e-02    1.20689532e-02    1.03483592e-02   -4.57475655e-02   -4.57475655e-02
282      1.41000000e-02    1.21879659e-02    1.04673720e-02   -4.56425049e-02   -4.56425049e-02
283      1.41500000e-02    1.23069786e-02    1.05863847e-02   -4.55374443e-02   -4.55374443e-02
284      1.42000000e-02    1.24259914e-02    1.07053974e-02   -4.54323838e-02   -4.54323838e-02
285      1.42500000e-02    1.25450041e-02    1.08244101e-02   -4.53273232e-02   -4.53273232e-02
286      1.43000000e-02    1.26640168e-02    1.09434228e-02   -4.52222626e-02   -4.52222626e-02
287      1.43500000e-02    1.27830295e-02    1.10624355e-02   -4.51172021e-02   -4.51172021e-02
288      1.44000000e-02    1.29020422e-02    1.11814482e-02   -4.50121415e-02   -4.50121415e-02
289      1.44500000e-02    1.30210549e-02    1.13004609e-02   -4.49070809e-02   -4.49070809e-02
290      1.45000000e-02    1.31400676e-02    1.14194736e-02   -4.48020203e-02   -4.48020203e-02
291      1.45500000e-02    1.32564346e-02    1.15358407e-02   -4.46976081e-02   -4.46976081e-02
292      1.46000000e-02    1.33712312e-02    1.16506372e-02   -4.45935807e-02   -4.45935807e-02
293      1.46500000e-02    1.34860278e-02    1.17654338e-02   -4.44895533e-02   -4.44895533e-02
294      1.47000000e-02    1.36008243e-02    1.18802303e-02   -4.43855259e-02   -4.43855259e-02
295      1.47500000e-02    1.37156209e-02    1.19950269e-02   -4.42814985e-02   -4.42814985e-02
296      1.48000000e-02    1.38304174e-02    1.21098235e-02   -4.41774711e-02   -4.41774711e-02
297      1.48500000e-02    1.39452140e-02    1.22246200e-02   -4.40734437e-02   -4.40734437e-02
298      1.49000000e-02    1.40600106e-02    1.23394166e-02   -4.39694163e-02   -4.39694163e-02
299      1.49500000e-02    1.41748071e-02    1.24542132e-02   -4.38653889e-02   -4.38653889e-02
300      1.50000000e-02    1.42896037e-02    1.25690097e-02   -4.37613615e-02   -4.37613615e-02
301      1.50500000e-02    1.44044003e-02    1.26838063e-02   -4.36573341e-02   -4.36573341e-02
302      1.51000000e-02    1.45191968e-02    1.27986028e-02   -4.35533067e-02   -4.35533067e-02
303      1.51500000e-02    1.46339934e-02    1.29133994e-02   -4.34492793e-02   -4.34492793e-02
304      1.52000000e-02    1.47487899e-02    1.30281960e-02   -4.33452519e-02   -4.33452519e-02
305      1.52500000e-02    1.48635865e-02    1.31429925e-02   -4.32412245e-02   -4.32412245e-02
306      1.53000000e-02    1.49783831e-02    1.32577891e-02   -4.31371971e-02   -4.31371971e-02
307      1.53500000e-02    1.50931796e-02    1.33725857e-02   -4.30331697e-02   -4.30331697e-02
308      1.54000000e-02    1.52079762e-02    1.34873822e-02   -4.29291423e-02   -4.29291423e-02
309      1.54500000e-02    1.53227728e-02    1.36021788e-02   -4.28251149e-02   -4.28251149e-02
310      1.55000000e-02    1.54350501e-02    1.37144562e-02   -4.27219743e-02   -4.27219743e-02
311      1.55500000e-02    1.55460551e-02    1.38254611e-02   -4.26192816e-02   -4.26192816e-02
312      1.56000000e-02    1.56570601e-02    1.39364661e-02   -4.25165889e-02   -4.25165889e-02
313      1.56500000e-02    1.57680651e-02    1.40474711e-02   -4.24138962e-02   -4.24138962e-02
314      1.57000000e-02    1.58790701e-02    1.41584761e-02   -4.23112035e-02   -4.23112035e-02
315      1.57500000e-02    1.59900750e-02    1.42694811e-02   -4.22085108e-02   -4.22085108e-02
316      1.58000000e-02    1.61010800e-02    1.43804860e-02   -4.21058181e-02   -4.21058181e-02
317      1.58500000e-02    1.62120850e-02    1.44914910e-02   -4.20031255e-02   -4.20031255e-02
318      1.59000000e-02    1.63230900e-02    1.46024960e-02   -4.19004328e-02   -4.19004328e-02
319      1.59500000e-02    1.64340950e-02    1.47135010e-02   -4.17977401e-02   -4.17977401e-02
320      1.60000000e-02    1.65450999e-02    1.48245060e-02   -4.16950474e-02   -4.16950474e-02
321      1.60500000e-02    1.66561049e-02    1.49355109e-02   -4.15923547e-02   -4.15923547e-02
322      1.61000000e-02    1.67671099e-02    1.50465159e-02   -4.14896620e-02   -4.14896620e-02
323      1.61500000e-02    1.68781149e-02    1.51575209e-02   -4.13869693e-02   -4.13869693e-02
324      1.62000000e-02    1.69891199e-02    1.52685259e-02   -4.12842766e-02   -4.12842766e-02
325      1.62500000e-02    1.71001248e-02    1.53795309e-02   -4.11815839e-02   -4.11815839e-02
326      1.63000000e-02    1.72111298e-02    1.54905358e-02   -4.10788913e-02   -4.10788913e-02
327      1.63500000e-02    1.73221348e-02    1.56015408e-02   -4.09761986e-02   -4.09761986e-02
328      1.64000000e-02    1.74331398e-02    1.57125458e-02   -4.08735059e-02   -4.08735059e-02
329      1.64500000e-02    1.75417244e-02    1.58211304e-02   -4.07719037e-02   -4.07719037e-02
330      1.65000000e-02    1.76492781e-02    1.59286841e-02   -4.06707659e-02   -4.06707659e-02
331      1.65500000e-02    1.77568319e-02    1.60362379e-02   -4.05696281e-02   -4.05696281e-02
332      1.66000000e-02    1.78643856e-02    1.61437917e-02   -4.04684903e-02   -4.04684903e-02
333      1.66500000e-02    1.79719394e-02    1.62513454e-02   -4.03673525e-02   -4.03673525e-02
334      1.67000000e-02    1.80794931e-02    1.63588992e-02   -4.02662147e-02   -4.02662147e-02
335      1.67500000e-02    1.81870469e-02    1.64664529e-02   -4.01650769e-02   -4.01650769e-02
336      1.68000000e-02    1.82946007e-02    1.65740067e-02   -4.00639392e-02   -4.00639392e-02
337      1.68500000e-02    1.84021544e-02    1.66815604e-02   -3.99628014e-02   -3.99628014e-02
338      1.69000000e-02    1.85097082e-02    1.67891142e-02   -3.98616636e-02   -3.98616636e-02
339      1.69500000e-02    1.86172619e-02    1.68966679e-02   -3.97605258e-02   -3.97605258e-02
340      1.70000000e-02    1.87248157e-02    1.70042217e-02   -3.96593880e-02   -3.96593880e-02
341      1.70500000e-02    1.88323694e-02    1.71117755e-02   -3.95582502e-02   -3.95582502e-02
342      1.71000000e-02    1.89399232e-02    1.72193292e-02   -3.94571124e-02   -3.94571124e-02
343      1.71500000e-02    1.90474769e-02    1.73268830e-02   -3.93559747e-02   -3.93559747e-02
344      1.72000000e-02    1.91550307e-02    1.74344367e-02   -3.92548369e-02   -3.92548369e-02
345      1.72500000e-02    1.92625845e-02    1.75419905e-02   -3.91536991e-02   -3.91536991e-02
346      1.73000000e-02    1.93701382e-02    1.76495442e-02   -3.90525613e-02   -3.90525613e-02
347      1.73500000e-02    1.94776920e-02    1.77570980e-02   -3.89514235e-02   -3.89514235e-02
348      1.74000000e-02    1.95829009e-02    1.78623069e-02   -3.88515500e-02   -3.88515500e-02
349      1.74500000e-02    1.96872784e-02    1.79666844e-02   -3.87521248e-02   -3.87521248e-02
350      1.75000000e-02    1.97916558e-02    1.80710618e-02   -3.86526995e-02   -3.86526995e-02
351      1.75500000e-02    1.98960332e-02    1.81754393e-02   -3.85532743e-02   -3.85532743e-02
352      1.76000000e-02    2.00004107e-02    1.82798167e-02   -3.84538491e-02   -3.84538491e-02
353      1.76500000e-02    2.01047881e-02    1.83841942e-02   -3.83544239e-02   -3.83544239e-02
354      1.77000000e-02    2.02091656e-02    1.84885716e-02   -3.82549987e-02   -3.82549987e-02
355      1.77500000e-02    2.03135430e-02    1.85929490e-02   -3.81555735e-02   -3.81555735e-02
356      1.78000000e-02    2.04179205e-02    1.86973265e-02   -3.80561482e-02   -3.80561482e-02
357      1.78500000e-02    2.05222979e-02    1.88017039e-02   -3.79567230e-02   -3.79567230e-02
358      1.79000000e-02    2.06266753e-02    1.89060814e-02   -3.78572978e-02   -3.78572978e-02
359      1.79500000e-02    2.07310528e-02    1.90104588e-02   -3.77578726e-02   -3.77578726e-02
360      1.80000000e-02    2.08354302e-02    1.91148363e-02   -3.76584474e-02   -3.76584474e-02
361      1.80500000e-02    2.09398077e-02    1.92192137e-02   -3.75590222e-02   -3.75590222e-02
362      1.81000000e-02    2.10441851e-02    1.93235911e-02   -3.74595970e-02   -3.74595970e-02
363      1.81500000e-02    2.11485626e-02    1.94279686e-02   -3.73601717e-02   -3.73601717e-02
364      1.82000000e-02    2.12529400e-02    1.95323460e-02   -3.72607465e-02   -3.72607465e-02
365      1.82500000e-02    2.13573174e-02    1.96367235e-02   -3.71613213e-02   -3.71613213e-02
366      1.83000000e-02    2.14616949e-02    1.97411009e-02   -3.70618961e-02   -3.70618961e-02
367      1.83500000e-02    2.15637842e-02    1.98431902e-02   -3.69638833e-02   -3.69638833e-02
368      1.84000000e-02    2.16652096e-02    1.99446156e-02   -3.68662804e-02   -3.68662804e-02
369      1.84500000e-02    2.17666350e-02    2.00460410e-02   -3.67686775e-02   -3.67686775e-02
370      1.85000000e-02    2.18680604e-02    2.01474664e-02   -3.66710745e-02   -3.66710745e-02
371      1.85500000e-02    2.19694858e-02    2.02488918e-02   -3.65734716e-02   -3.65734716e-02
372      1.86000000e-02    2.20709112e-02    2.03503172e-02   -3.64758686e-02   -3.64758686e-02
373      1.86500000e-02    2.21723366e-02    2.04517426e-02   -3.63782657e-02   -3.63782657e-02
374      1.87000000e-02    2.22737620e-02    2.05531680e-02   -3.62806627e-02   -3.62806627e-02
375      1.87500000e-02    2.23751874e-02    2.06545934e-02   -3.61830598e-02   -3.61830598e-02
376      1.88000000e-02    2.24766128e-02    2.07560188e-02   -3.60854568e-02   -3.60854568e-02
377      1.88500000e-02    2.25780382e-02    2.08574442e-02   -3.59878539e-02   -3.59878539e-02
378      1.89000000e-02    2.26794636e-02    2.09588696e-02   -3.58902510e-02   -3.58902510e-02
379      1.89500000e-02    2.27808890e-02    2.10602950e-02   -3.57926480e-02   -3.57926480e-02
380      1.90000000e-02    2.28823144e-02    2.11617204e-02   -3.56950451e-02   -3.56950451e-02
381      1.90500000e-02    2.29837398e-02    2.12631458e-02   -3.55974421e-02   -3.55974421e-02
382      1.91000000e-02    2.30851652e-02    2.13645712e-02   -3.54998392e-02   -3.54998392e-02
383      1.91500000e-02    2.31865906e-02    2.14659966e-02   -3.54022362e-02   -3.54022362e-02
384      1.92000000e-02    2.32880160e-02    2.15674221e-02   -3.53046333e-02   -3.53046333e-02
385      1.92500000e-02    2.33894414e-02    2.16688475e-02   -3.52070303e-02   -3.52070303e-02
386      1.93000000e-02    2.34886198e-02    2.17680258e-02   -3.51109663e-02   -3.51109663e-02
387      1.93500000e-02    2.35872779e-02    2.18666839e-02   -3.50152586e-02   -3.50152586e-02
388      1.94000000e-02    2.36859360e-02    2.19653420e-02   -3.49195509e-02   -3.49195509e-02
389      1.94500000e-02    2.37845941e-02    2.20640001e-02   -3.48238432e-02   -3.48238432e-02
390      1.95000000e-02    2.38832522e-02    2.21626583e-02   -3.47281354e-02   -3.47281354e-02
391      1.95500000e-02    2.39819104e-02    2.22613164e-02   -3.46324277e-02   -3.46324277e-02
392      1.96000000e-02    2.40805685e-02    2.23599745e-02   -3.45367200e-02   -3.45367200e-02
393      1.96500000e-02    2.41792266e-02    2.24586326e-02   -3.44410123e-02   -3.44410123e-02
394      1.97000000e-02    2.42778847e-02    2.25572907e-02   -3.43453045e-02   -3.43453045e-02
395      1.97500000e-02    2.43765428e-02    2.26559489e-02   -3.42495968e-02   -3.42495968e-02
396      1.98000000e-02    2.44752010e-02    2.27546070e-02   -3.41538891e-02   -3.41538891e-02
397      1.98500000e-02    2.45738591e-02    2.28532651e-02   -3.40581814e-02   -3.40581814e-02
398      1.99000000e-02    2.46725172e-02    2.29519232e-02   -3.39624736e-02   -3.39624736e-02
399      1.99500000e-02    2.47711753e-02    2.30505813e-02   -3.38667659e-02   -3.38667659e-02
400      2.00000000e-02    2.48698334e-02    2.31492395e-02   -3.37710582e-02   -3.37710582e-02
401      2.00500000e-02    2.49684916e-02    2.32478976e-02   -3.36753505e-02   -3.36753505e-02
402      2.01000000e-02    2.50671497e-02    2.33465557e-02   -3.35796427e-02   -3.35796427e-02
403      2.01500000e-02    2.51658078e-02    2.34452138e-02   -3.34839350e-02   -3.34839350e-02
404      2.02000000e-02    2.52644659e-02    2.35438719e-02   -3.33882273e-02   -3.33882273e-02
405      2.02500000e-02    2.53609057e-02    2.36403117e-02   -3.32941665e-02   -3.32941665e-02
406      2.03000000e-02    2.54569507e-02    2.37363567e-02   -3.32003989e-02   -3.32003989e-02
407      2.03500000e-02    2.55529956e-02    2.38324016e-02   -3.31066312e-02   -3.31066312e-02
408      2.04000000e-02    2.56490406e-02    2.39284466e-02   -3.30128636e-02   -3.30128636e-02
409      2.04500000e-02    2.57450855e-02    2.40244916e-02   -3.29190960e-02   -3.29190960e-02
410      2.05000000e-02    2.58411305e-02    2.41205365e-02   -3.28253283e-02   -3.28253283e-02
411      2.05500000e-02    2.59371755e-02    2.42165815e-02   -3.27315607e-02   -3.27315607e-02
412      2.06000000e-02    2.60332204e-02    2.43126264e-02   -3.26377930e-02   -3.26377930e-02
413      2.06500000e-02    2.61292654e-02    2.44086714e-02   -3.25440254e-02   -3.25440254e-02
414      2.07000000e-02    2.62253103e-02    2.45047164e-02   -3.24502577e-02   -3.24502577e-02
415      2.07500000e-02    2.63213553e-02    2.46007613e-02   -3.23564901e-02   -3.23564901e-02
416      2.08000000e-02    2.64174003e-02    2.46968063e-02   -3.22627225e-02   -3.22627225e-02
417      2.08500000e-02    2.65134452e-02    2.47928512e-02   -3.21689548e-02   -3.21689548e-02
418      2.09000000e-02    2.66094902e-02    2.48888962e-02   -3.20751872e-02   -3.20751872e-02
419      2.09500000e-02    2.67055351e-02    2.49849412e-02   -3.19814195e-02   -3.19814195e-02
420      2.10000000e-02    2.68015801e-02    2.50809861e-02   -3.18876519e-02   -3.18876519e-02
421      2.10500000e-02    2.68976251e-02    2.51770311e-02   -3.17938842e-02   -3.17938842e-02
422      2.11000000e-02    2.69936700e-02    2.52730760e-02   -3.17001166e-02   -3.17001166e-02
423      2.11500000e-02    2.70897150e-02    2.53691210e-02   -3.16063490e-02   -3.16063490e-02
424      2.12000000e-02    2.71835604e-02    2.54629664e-02   -3.15143206e-02   -3.15143206e-02
425      2.12500000e-02    2.72771223e-02    2.55565283e-02   -3.14225165e-02   -3.14225165e-02
426      2.13000000e-02    2.73706842e-02    2.56500902e-02   -3.13307124e-02   -3.13307124e-02
427      2.13500000e-02    2.74642460e-02    2.57436520e-02   -3.12389083e-02   -3.12389083e-02
428      2.14000000e-02    2.75578079e-02    2.58372139e-02   -3.11471042e-02   -3.11471042e-02
429      2.14500000e-02    2.76513698e-02    2.59307758e-02   -3.10553000e-02   -3.10553000e-02
430      2.15000000e-02    2.77449317e-02    2.60243377e-02   -3.09634959e-02   -3.09634959e-02
431      2.15500000e-02    2.78384935e-02    2.61178996e-02   -3.08716918e-02   -3.08716918e-02
432      2.16000000e-02    2.79320554e-02    2.62114614e-02   -3.07798877e-02   -3.07798877e-02
433      2.16500000e-02    2.80256173e-02    2.63050233e-02   -3.06880836e-02   -3.06880836e-02
434      2.17000000e-02    2.81191792e-02    2.63985852e-02   -3.05962795e-02   -3.05962795e-02
435      2.17500000e-02    2.82127410e-02    2.64921471e-02   -3.05044754e-02   -3.05044754e-02
436      2.18000000e-02    2.83063029e-02    2.65857089e-02   -3.04126712e-02   -3.04126712e-02
437      2.18500000e-02    2.83998648e-02    2.66792708e-02   -3.03208671e-02   -3.03208671e-02
438      2.19000000e-02    2.84934267e-02    2.67728327e-02   -3.02290630e-02   -3.02290630e-02
439      2.19500000e-02    2.85869885e-02    2.68663946e-02   -3.01372589e-02   -3.01372589e-02
440      2.20000000e-02    2.86805504e-02    2.69599564e-02   -3.00454548e-02   -3.00454548e-02
441      2.20500000e-02    2.87741123e-02    2.70535183e-02   -2.99536507e-02   -2.99536507e-02
442      2.21000000e-02    2.88676742e-02    2.71470802e-02   -2.98618465e-02   -2.98618465e-02
443      2.21500000e-02    2.89590476e-02    2.72384537e-02   -2.97718608e-02   -2.97718608e-02
444      2.22000000e-02    2.90502378e-02    2.73296438e-02   -2.96820274e-02   -2.96820274e-02
445      2.22500000e-02    2.91414280e-02    2.74208340e-02   -2.95921940e-02   -2.95921940e-02
446      2.23000000e-02    2.92326182e-02    2.75120242e-02   -2.95023606e-02   -2.95023606e-02
447      2.23500000e-02    2.93238083e-02    2.76032144e-02   -2.94125272e-02   -2.94125272e-02
448      2.24000000e-02    2.94149985e-02    2.76944045e-02   -2.93226938e-02   -2.93226938e-02
449      2.24500000e-02    2.95061887e-02    2.77855947e-02   -2.92328604e-02   -2.92328604e-02
450      2.25000000e-02    2.95973789e-02    2.78767849e-02   -2.91430270e-02   -2.91430270e-02
451      2.25500000e-02    2.96885690e-02    2.79679751e-02   -2.90531935e-02   -2.90531935e-02
452      2.26000000e-02    2.97797592e-02    2.80591652e-02   -2.89633601e-02   -2.89633601e-02
453      2.26500000e-02    2.98709494e-02    2.81503554e-02   -2.88735267e-02   -2.88735267e-02
454      2.27000000e-02    2.99621396e-02    2.82415456e-02   -2.87836933e-02   -2.87836933e-02
455      2.27500000e-02    3.00533297e-02    2.83327358e-02   -2.86938599e-02   -2.86938599e-02
456      2.28000000e-02    3.01445199e-02    2.84239259e-02   -2.86040265e-02   -2.86040265e-02
457      2.28500000e-02    3.02357101e-02    2.85151161e-02   -2.85141931e-02   -2.85141931e-02
458      2.29000000e-02    3.03269003e-02    2.86063063e-02   -2.84243597e-02   -2.84243597e-02
459      2.29500000e-02    3.04180904e-02    2.86974965e-02   -2.83345263e-02   -2.83345263e-02
460      2.30000000e-02    3.05092806e-02    2.87886866e-02   -2.82446929e-02   -2.82446929e-02
461      2.30500000e-02    3.06004708e-02    2.88798768e-02   -2.81548595e-02   -2.81548595e-02
462      2.31000000e-02    3.06894777e-02    2.89688837e-02   -2.80669122e-02   -2.80669122e-02
463      2.31500000e-02    3.07783928e-02    2.90577988e-02   -2.79790444e-02   -2.79790444e-02
464      2.32000000e-02    3.08673078e-02    2.91467138e-02   -2.78911766e-02   -2.78911766e-02
465      2.32500000e-02    3.09562228e-02    2.92356289e-02   -2.78033088e-02   -2.78033088e-02
466      2.33000000e-02    3.10451379e-02    2.93245439e-02   -2.77154410e-02   -2.77154410e-02
467      2.33500000e-02    3.11340529e-02    2.94134590e-02   -2.76275731e-02   -2.76275731e-02
