Index        TIME         {V(VOUT)+1.0}     {V(IN)+1.0}         V(1)
357     3.00738828e-06   5.88383961e+00   2.46921362e+00   2.38827524e+00   
358     3.00740256e-06   5.88398873e+00   2.48301321e+00   2.40255595e+00   
359     3.00741684e-06   5.88408315e+00   2.49676690e+00   2.41683666e+00   
360     3.00743112e-06   5.88412670e+00   2.51047797e+00   2.43111737e+00   
361     3.00745968e-06   5.88405052e+00   2.53777942e+00   2.45967879e+00   
362     3.00748181e-06   5.88389335e+00   2.55884256e+00   2.48181264e+00   
363     3.00750395e-06   5.88364631e+00   2.57982213e+00   2.50394649e+00   
364     3.00752608e-06   5.88331839e+00   2.60072624e+00   2.52608034e+00   
365     3.00757035e-06   5.88242783e+00   2.64234281e+00   2.57034804e+00   
366     3.00760486e-06   5.88158351e+00   2.67462456e+00   2.60486042e+00   
367     3.00763937e-06   5.88059200e+00   2.70681678e+00   2.63937281e+00   
368     3.00766926e-06   5.87957798e+00   2.73468493e+00   2.66925591e+00   
369     3.00769914e-06   5.87837649e+00   2.76256619e+00   2.69913901e+00   
370     3.00772902e-06   5.87694500e+00   2.79044863e+00   2.72902211e+00   
371     3.00778879e-06   5.87298004e+00   2.84613092e+00   2.78878830e+00   
372     3.00784855e-06   5.86755058e+00   2.90162443e+00   2.84855450e+00   
373     3.00790832e-06   5.86036391e+00   2.95683953e+00   2.90832070e+00   
374     3.00796809e-06   5.85115720e+00   3.01170079e+00   2.96808689e+00   
375     3.00802785e-06   5.83968244e+00   3.06614371e+00   3.02785309e+00   
376     3.00808762e-06   5.82569551e+00   3.12011185e+00   3.08761929e+00   
377     3.00814739e-06   5.80894573e+00   3.17355451e+00   3.14738548e+00   
378     3.00820715e-06   5.78916464e+00   3.22642509e+00   3.20715168e+00   
379     3.00826692e-06   5.76605239e+00   3.27868012e+00   3.26691788e+00   
380     3.00832668e-06   5.73925988e+00   3.33027918e+00   3.32668407e+00   
381     3.00844622e-06   5.66982326e+00   3.43102844e+00   3.44621647e+00   
382     3.00856575e-06   5.57795143e+00   3.52904381e+00   3.56574886e+00   
383     3.00864239e-06   5.50424404e+00   3.59093742e+00   3.64238801e+00   
384     3.00871903e-06   5.40758618e+00   3.65315174e+00   3.71902717e+00   
385     3.00874471e-06   5.36873620e+00   3.67496182e+00   3.74471107e+00   
386     3.00876702e-06   5.32819461e+00   3.69511290e+00   3.76702359e+00   
387     3.00877840e-06   5.30407259e+00   3.70639236e+00   3.77839530e+00   
388     3.00878606e-06   5.28524978e+00   3.71485647e+00   3.78605604e+00   
389     3.00879114e-06   5.27080611e+00   3.72132880e+00   3.79114098e+00   
390     3.00879623e-06   5.25368573e+00   3.72876007e+00   3.79622592e+00   
391     3.00880015e-06   5.23896697e+00   3.73473613e+00   3.80015449e+00   
392     3.00880408e-06   5.22337098e+00   3.74048599e+00   3.80408306e+00   
393     3.00880801e-06   5.20721583e+00   3.74619188e+00   3.80801163e+00   
394     3.00881143e-06   5.19287282e+00   3.75113844e+00   3.81142573e+00   
395     3.00881484e-06   5.17829488e+00   3.75607675e+00   3.81483982e+00   
396     3.00881825e-06   5.16352153e+00   3.76100758e+00   3.81825391e+00   
397     3.00882508e-06   5.13333135e+00   3.77084036e+00   3.82508210e+00   
398     3.00883191e-06   5.10254584e+00   3.78064460e+00   3.83191028e+00   
399     3.00884557e-06   5.03874937e+00   3.80014145e+00   3.84556666e+00   
400     3.00887288e-06   4.90259214e+00   3.83870470e+00   3.87287940e+00   
401     3.00892750e-06   4.59750829e+00   3.91423001e+00   3.92750490e+00   
402     3.00898213e-06   4.26028898e+00   3.98826529e+00   3.98213039e+00   
403     3.00903676e-06   3.89325591e+00   4.06091587e+00   4.03675588e+00   
404     3.00909138e-06   3.49939994e+00   4.13228018e+00   4.09138137e+00   
405     3.00914601e-06   3.08231875e+00   4.20245056e+00   4.14600687e+00   
406     3.00920063e-06   2.64633059e+00   4.27151396e+00   4.20063236e+00   
407     3.00921812e-06   2.51615212e+00   4.29057878e+00   4.21811516e+00   
408     3.00922257e-06   2.48558497e+00   4.29447003e+00   4.22256726e+00   
409     3.00922459e-06   2.47209231e+00   4.29617488e+00   4.22458788e+00   
410     3.00922661e-06   2.45882415e+00   4.29786974e+00   4.22660851e+00   
411     3.00922863e-06   2.44574225e+00   4.29953383e+00   4.22862914e+00   
412     3.00923267e-06   2.42011055e+00   4.30277735e+00   4.23267039e+00   
413     3.00923671e-06   2.39510733e+00   4.30587045e+00   4.23671164e+00   
414     3.00924075e-06   2.37069922e+00   4.30884495e+00   4.24075290e+00   
415     3.00924884e-06   2.32361110e+00   4.31454930e+00   4.24883541e+00   
416     3.00925486e-06   2.28971717e+00   4.31856662e+00   4.25486287e+00   
417     3.00926089e-06   2.25683227e+00   4.32245917e+00   4.26089034e+00   
418     3.00926692e-06   2.22487488e+00   4.32624747e+00   4.26691781e+00   
419     3.00927295e-06   2.19378744e+00   4.32995327e+00   4.27294528e+00   
420     3.00927897e-06   2.16352305e+00   4.33359589e+00   4.27897275e+00   
421     3.00929103e-06   2.10565367e+00   4.34083033e+00   4.29102768e+00   
422     3.00930175e-06   2.05652265e+00   4.34716938e+00   4.30175081e+00   
423     3.00931687e-06   1.99121044e+00   4.35618192e+00   4.31686702e+00   
424     3.00933198e-06   1.92982380e+00   4.36530340e+00   4.33198322e+00   
425     3.00934710e-06   1.87212044e+00   4.37462854e+00   4.34709942e+00   
426     3.00936222e-06   1.81788809e+00   4.38422118e+00   4.36221563e+00   
427     3.00937733e-06   1.76694073e+00   4.39412641e+00   4.37733183e+00   
428     3.00940756e-06   1.67629267e+00   4.41544703e+00   4.40756424e+00   
429     3.00943780e-06   1.59649551e+00   4.43833750e+00   4.43779664e+00   
430     3.00946803e-06   1.52647890e+00   4.46291698e+00   4.46802905e+00   
431     3.00949826e-06   1.46523446e+00   4.48919385e+00   4.49826146e+00   
432     3.00952849e-06   1.41182892e+00   4.51712943e+00   4.52849387e+00   
433     3.00955873e-06   1.36540206e+00   4.54666381e+00   4.55872627e+00   
434     3.00958896e-06   1.32516396e+00   4.57772597e+00   4.58895868e+00   
435     3.00961919e-06   1.29039305e+00   4.61024054e+00   4.61919109e+00   
436     3.00964942e-06   1.26043394e+00   4.64413230e+00   4.64942350e+00   
437     3.00967966e-06   1.23469469e+00   4.67932926e+00   4.67965590e+00   
438     3.00970989e-06   1.21264358e+00   4.71576460e+00   4.70988831e+00   
439     3.00974012e-06   1.19340375e+00   4.75219468e+00   4.74012072e+00   
440     3.00977035e-06   1.17614054e+00   4.78716310e+00   4.77035312e+00   
441     3.00980059e-06   1.16061179e+00   4.82059756e+00   4.80058553e+00   
442     3.00983082e-06   1.14671717e+00   4.85274673e+00   4.83081794e+00   
443     3.00986105e-06   1.13433421e+00   4.88379029e+00   4.86105035e+00   
444     3.00989128e-06   1.12333118e+00   4.91386753e+00   4.89128275e+00   
445     3.00992152e-06   1.11357554e+00   4.94308960e+00   4.92151516e+00   
446     3.00995175e-06   1.10493903e+00   4.97154725e+00   4.95174757e+00   
447     3.00998198e-06   1.09730065e+00   4.99931604e+00   4.98197998e+00   
448     3.01000000e-06   1.09304353e+00   5.01553001e+00   5.00000000e+00   
449     3.01003023e-06   1.08649783e+00   5.04146461e+00   5.00000000e+00   
450     3.01007044e-06   1.07885949e+00   5.07427682e+00   5.00000000e+00   
451     3.01011065e-06   1.07228898e+00   5.10594764e+00   5.00000000e+00   
452     3.01015086e-06   1.06664917e+00   5.13663940e+00   5.00000000e+00   
453     3.01019107e-06   1.06177202e+00   5.16636059e+00   5.00000000e+00   
454     3.01023127e-06   1.05752082e+00   5.19512549e+00   5.00000000e+00   
455     3.01027148e-06   1.05378506e+00   5.22295174e+00   5.00000000e+00   
456     3.01031169e-06   1.05047552e+00   5.24985943e+00   5.00000000e+00   
457     3.01035190e-06   1.04752020e+00   5.27587042e+00   5.00000000e+00   
458     3.01039211e-06   1.04486104e+00   5.30100784e+00   5.00000000e+00   
459     3.01043232e-06   1.04245117e+00   5.32529563e+00   5.00000000e+00   
460     3.01047253e-06   1.04025269e+00   5.34875819e+00   5.00000000e+00   
461     3.01051273e-06   1.03823491e+00   5.37142012e+00   5.00000000e+00   
462     3.01055294e-06   1.03637289e+00   5.39330598e+00   5.00000000e+00   
463     3.01063336e-06   1.03312484e+00   5.43416411e+00   5.00000000e+00   
464     3.01071378e-06   1.03026277e+00   5.47229419e+00   5.00000000e+00   
465     3.01079419e-06   1.02771837e+00   5.50787237e+00   5.00000000e+00   
466     3.01087461e-06   1.02544035e+00   5.54106520e+00   5.00000000e+00   
467     3.01095503e-06   1.02338930e+00   5.57202957e+00   5.00000000e+00   
468     3.01103544e-06   1.02153424e+00   5.60091286e+00   5.00000000e+00   
469     3.01111586e-06   1.01985033e+00   5.62785330e+00   5.00000000e+00   
470     3.01119628e-06   1.01831719e+00   5.65298034e+00   5.00000000e+00   
471     3.01127669e-06   1.01691785e+00   5.67641507e+00   5.00000000e+00   
472     3.01135711e-06   1.01563797e+00   5.69827072e+00   5.00000000e+00   
473     3.01143753e-06   1.01446524e+00   5.71865310e+00   5.00000000e+00   
474     3.01151795e-06   1.01338902e+00   5.73766104e+00   5.00000000e+00   
475     3.01159836e-06   1.01240002e+00   5.75538682e+00   5.00000000e+00   
476     3.01167878e-06   1.01149008e+00   5.77191663e+00   5.00000000e+00   
477     3.01175920e-06   1.01065197e+00   5.78733088e+00   5.00000000e+00   
478     3.01183961e-06   1.00987927e+00   5.80170464e+00   5.00000000e+00   
479     3.01192003e-06   1.00916625e+00   5.81510796e+00   5.00000000e+00   
480     3.01200045e-06   1.00850778e+00   5.82760621e+00   5.00000000e+00   
481     3.01208086e-06   1.00789924e+00   5.83926036e+00   5.00000000e+00   
482     3.01216128e-06   1.00733648e+00   5.85012733e+00   5.00000000e+00   
483     3.01224170e-06   1.00681572e+00   5.86026018e+00   5.00000000e+00   
484     3.01232211e-06   1.00633358e+00   5.86970842e+00   5.00000000e+00   
485     3.01240253e-06   1.00588695e+00   5.87851825e+00   5.00000000e+00   
486     3.01248295e-06   1.00547302e+00   5.88673275e+00   5.00000000e+00   
487     3.01256337e-06   1.00508924e+00   5.89439209e+00   5.00000000e+00   
488     3.01264378e-06   1.00473327e+00   5.90153375e+00   5.00000000e+00   
489     3.01272420e-06   1.00440296e+00   5.90819269e+00   5.00000000e+00   
490     3.01280462e-06   1.00409637e+00   5.91440150e+00   5.00000000e+00   
491     3.01288503e-06   1.00381169e+00   5.92019058e+00   5.00000000e+00   
492     3.01296545e-06   1.00354729e+00   5.92558828e+00   5.00000000e+00   
493     3.01304587e-06   1.00330166e+00   5.93062105e+00   5.00000000e+00   
494     3.01312628e-06   1.00307340e+00   5.93531354e+00   5.00000000e+00   
495     3.01320670e-06   1.00286124e+00   5.93968875e+00   5.00000000e+00   
496     3.01328712e-06   1.00266400e+00   5.94376810e+00   5.00000000e+00   
497     3.01336753e-06   1.00248060e+00   5.94757161e+00   5.00000000e+00   
498     3.01344795e-06   1.00231002e+00   5.95111791e+00   5.00000000e+00   
499     3.01352837e-06   1.00215135e+00   5.95442438e+00   5.00000000e+00   
500     3.01360879e-06   1.00200374e+00   5.95750724e+00   5.00000000e+00   
501     3.01368920e-06   1.00186638e+00   5.96038161e+00   5.00000000e+00   
502     3.01376962e-06   1.00173856e+00   5.96306158e+00   5.00000000e+00   
503     3.01385004e-06   1.00161959e+00   5.96556030e+00   5.00000000e+00   
504     3.01393045e-06   1.00150884e+00   5.96789001e+00   5.00000000e+00   
505     3.01401087e-06   1.00140575e+00   5.97006215e+00   5.00000000e+00   
506     3.01409129e-06   1.00130976e+00   5.97208736e+00   5.00000000e+00   
507     3.01417170e-06   1.00122038e+00   5.97397560e+00   5.00000000e+00   
508     3.01425212e-06   1.00113715e+00   5.97573611e+00   5.00000000e+00   
509     3.01433254e-06   1.00105964e+00   5.97737754e+00   5.00000000e+00   
510     3.01441295e-06   1.00098745e+00   5.97890794e+00   5.00000000e+00   
511     3.01449337e-06   1.00092021e+00   5.98033482e+00   5.00000000e+00   
512     3.01457379e-06   1.00085758e+00   5.98166518e+00   5.00000000e+00   
513     3.01465421e-06   1.00079923e+00   5.98290554e+00   5.00000000e+00   
514     3.01473462e-06   1.00074487e+00   5.98406200e+00   5.00000000e+00   
515     3.01481504e-06   1.00069423e+00   5.98514023e+00   5.00000000e+00   
516     3.01489546e-06   1.00064705e+00   5.98614552e+00   5.00000000e+00   
517     3.01505629e-06   1.00056473e+00   5.98790131e+00   5.00000000e+00   
518     3.01521712e-06   1.00049291e+00   5.98943460e+00   5.00000000e+00   
519     3.01537796e-06   1.00043025e+00   5.99077358e+00   5.00000000e+00   
520     3.01553879e-06   1.00037558e+00   5.99194287e+00   5.00000000e+00   
521     3.01569963e-06   1.00032787e+00   5.99296398e+00   5.00000000e+00   
522     3.01586046e-06   1.00028623e+00   5.99385568e+00   5.00000000e+00   
523     3.01602129e-06   1.00024989e+00   5.99463438e+00   5.00000000e+00   
524     3.01618213e-06   1.00021817e+00   5.99531439e+00   5.00000000e+00   
525     3.01634296e-06   1.00019048e+00   5.99590822e+00   5.00000000e+00   
526     3.01650379e-06   1.00016631e+00   5.99642679e+00   5.00000000e+00   
527     3.01666463e-06   1.00014521e+00   5.99687965e+00   5.00000000e+00   
528     3.01682546e-06   1.00012679e+00   5.99727511e+00   5.00000000e+00   
529     3.01698630e-06   1.00011071e+00   5.99762045e+00   5.00000000e+00   
530     3.01714713e-06   1.00009667e+00   5.99792203e+00   5.00000000e+00   
531     3.01730796e-06   1.00008441e+00   5.99818538e+00   5.00000000e+00   
532     3.01746880e-06   1.00007371e+00   5.99841536e+00   5.00000000e+00   
533     3.01762963e-06   1.00006436e+00   5.99861619e+00   5.00000000e+00   
534     3.01779047e-06   1.00005620e+00   5.99879157e+00   5.00000000e+00   
535     3.01795130e-06   1.00004908e+00   5.99894472e+00   5.00000000e+00   
536     3.01811213e-06   1.00004286e+00   5.99907847e+00   5.00000000e+00   
537     3.01827297e-06   1.00003742e+00   5.99919526e+00   5.00000000e+00   
538     3.01843380e-06   1.00003268e+00   5.99929725e+00   5.00000000e+00   
539     3.01859463e-06   1.00002854e+00   5.99938631e+00   5.00000000e+00   
540     3.01891630e-06   1.00002212e+00   5.99952437e+00   5.00000000e+00   
541     3.01923797e-06   1.00001714e+00   5.99963137e+00   5.00000000e+00   
542     3.01955964e-06   1.00001329e+00   5.99971430e+00   5.00000000e+00   
543     3.01988131e-06   1.00001030e+00   5.99977857e+00   5.00000000e+00   
544     3.02020297e-06   1.00000798e+00   5.99982838e+00   5.00000000e+00   
545     3.02052464e-06   1.00000619e+00   5.99986699e+00   5.00000000e+00   
546     3.02084631e-06   1.00000479e+00   5.99989691e+00   5.00000000e+00   
547     3.02148964e-06   1.00000303e+00   5.99993478e+00   5.00000000e+00   
548     3.02213298e-06   1.00000192e+00   5.99995873e+00   5.00000000e+00   
549     3.02277631e-06   1.00000122e+00   5.99997389e+00   5.00000000e+00   
550     3.02406298e-06   1.00000056e+00   5.99998792e+00   5.00000000e+00   
551     3.02534966e-06   1.00000026e+00   5.99999441e+00   5.00000000e+00   
552     3.02792300e-06   1.00000008e+00   5.99999832e+00   5.00000000e+00   
553     3.03049634e-06   1.00000003e+00   5.99999949e+00   5.00000000e+00   
554     3.03564302e-06   1.00000001e+00   5.99999991e+00   5.00000000e+00   
555     3.04593639e-06   1.00000000e+00   5.99999999e+00   5.00000000e+00   
556     3.06652312e-06   1.00000000e+00   6.00000000e+00   5.00000000e+00   
557     3.10769658e-06   1.00000000e+00   6.00000000e+00   5.00000000e+00   
558     3.19004351e-06   1.00000000e+00   6.00000000e+00   5.00000000e+00   
559     3.35473736e-06   1.00000000e+00   6.00000000e+00   5.00000000e+00   
560     3.65473736e-06   1.00000000e+00   6.00000000e+00   5.00000000e+00   
561     3.95473736e-06   1.00000000e+00   6.00000000e+00   5.00000000e+00   
562     4.25473736e-06   1.00000000e+00   6.00000000e+00   5.00000000e+00   
563     4.50000000e-06   1.00000000e+00   6.00000000e+00   5.00000000e+00   
564     4.50002500e-06   9.99800220e-01   5.99940528e+00   4.97500000e+00   
565     4.50003030e-06   9.99749210e-01   5.99925305e+00   4.96970410e+00   
566     4.50003559e-06   9.99689989e-01   5.99907488e+00   4.96440820e+00   
567     4.50004022e-06   9.99632269e-01   5.99889946e+00   4.95977918e+00   
568     4.50004485e-06   9.99568892e-01   5.99870450e+00   4.95515015e+00   
569     4.50004948e-06   9.99500140e-01   5.99849012e+00   4.95052112e+00   
570     4.50005411e-06   9.99426285e-01   5.99825646e+00   4.94589209e+00   
571     4.50005874e-06   9.99347584e-01   5.99800364e+00   4.94126307e+00   
572     4.50006337e-06   9.99264284e-01   5.99773176e+00   4.93663404e+00   
573     4.50006799e-06   9.99176620e-01   5.99744096e+00   4.93200501e+00   
574     4.50007262e-06   9.99084816e-01   5.99713134e+00   4.92737598e+00   
575     4.50007725e-06   9.98989087e-01   5.99680301e+00   4.92274696e+00   
576     4.50008651e-06   9.98783497e-01   5.99607240e+00   4.91348890e+00   
577     4.50009577e-06   9.98565207e-01   5.99526867e+00   4.90423085e+00   
578     4.50010503e-06   9.98335526e-01   5.99439264e+00   4.89497279e+00   
579     4.50011429e-06   9.98095649e-01   5.99344510e+00   4.88571474e+00   
580     4.50012354e-06   9.97846666e-01   5.99242680e+00   4.87645668e+00   
581     4.50013280e-06   9.97589573e-01   5.99133849e+00   4.86719863e+00   
582     4.50015132e-06   9.97049640e-01   5.98888751e+00   4.84868252e+00   
583     4.50016983e-06   9.96489554e-01   5.98616756e+00   4.83016641e+00   
584     4.50018835e-06   9.95913987e-01   5.98318380e+00   4.81165030e+00   
585     4.50022538e-06   9.94727906e-01   5.97619948e+00   4.77461808e+00   
586     4.50026241e-06   9.93525771e-01   5.96823433e+00   4.73758586e+00   
587     4.50033648e-06   9.91140259e-01   5.94864022e+00   4.66352143e+00   
588     4.50041054e-06   9.88812854e-01   5.92561916e+00   4.58945699e+00   
589     4.50048461e-06   9.86560577e-01   5.89938981e+00   4.51539255e+00   
590     4.50055867e-06   9.84388177e-01   5.87015522e+00   4.44132811e+00   
591     4.50063274e-06   9.82293830e-01   5.83810468e+00   4.36726367e+00   
592     4.50070680e-06   9.80272350e-01   5.80341506e+00   4.29319924e+00   
593     4.50078087e-06   9.78316953e-01   5.76625183e+00   4.21913480e+00   
594     4.50085493e-06   9.76420225e-01   5.72676992e+00   4.14507036e+00   
595     4.50092899e-06   9.74574629e-01   5.68511449e+00   4.07100592e+00   
596     4.50107712e-06   9.71060993e-01   5.59413734e+00   3.92287705e+00   
597     4.50122525e-06   9.67657565e-01   5.49639448e+00   3.77474817e+00   
598     4.50137338e-06   9.64310218e-01   5.39268129e+00   3.62661930e+00   
599     4.50152151e-06   9.60969987e-01   5.28369948e+00   3.47849042e+00   
600     4.50166964e-06   9.57589891e-01   5.17006778e+00   3.33036155e+00   
601     4.50181777e-06   9.54122706e-01   5.05233143e+00   3.18223267e+00   
602     4.50190418e-06   9.51323840e-01   4.97969678e+00   3.09581842e+00   
603     4.50196161e-06   9.48476304e-01   4.92739722e+00   3.03839403e+00   
604     4.50201228e-06   9.45321432e-01   4.87806255e+00   2.98772187e+00   
605     4.50206295e-06   9.41551298e-01   4.82529150e+00   2.93704971e+00   
606     4.50211362e-06   9.37059694e-01   4.76848692e+00   2.88637756e+00   
607     4.50216429e-06   9.32037113e-01   4.70796436e+00   2.83570540e+00   
608     4.50221497e-06   9.27722426e-01   4.64742444e+00   2.78503325e+00   
609     4.50225467e-06   9.25285255e-01   4.60176692e+00   2.74532564e+00   
610     4.50229438e-06   9.23491341e-01   4.55750042e+00   2.70561803e+00   
611     4.50233409e-06   9.22151251e-01   4.51443039e+00   2.66591042e+00   
612     4.50237380e-06   9.21129585e-01   4.47240716e+00   2.62620281e+00   
613     4.50245321e-06   9.19530424e-01   4.39100444e+00   2.54678759e+00   
614     4.50253263e-06   9.18425969e-01   4.31120782e+00   2.46737238e+00   
615     4.50261204e-06   9.18179640e-01   4.23171874e+00   2.38795716e+00   
616     4.50269146e-06   9.19463075e-01   4.15249646e+00   2.30854194e+00   
617     4.50277087e-06   9.22862369e-01   4.07362464e+00   2.22912672e+00   
618     4.50283276e-06   9.27122032e-01   4.01241841e+00   2.16723947e+00   
619     4.50289465e-06   9.33214483e-01   3.95149538e+00   2.10535222e+00   
620     4.50294447e-06   9.39466934e-01   3.90265390e+00   2.05553230e+00   
621     4.50299429e-06   9.47184979e-01   3.85402596e+00   2.00571237e+00   
622     4.50303471e-06   9.54508999e-01   3.81471786e+00   1.96528597e+00   
623     4.50307514e-06   9.62965326e-01   3.77556716e+00   1.92485957e+00   
624     4.50310601e-06   9.70138731e-01   3.74577287e+00   1.89399331e+00   
625     4.50313273e-06   9.76916262e-01   3.72005584e+00   1.86727171e+00   
626     4.50314249e-06   9.79475469e-01   3.71067188e+00   1.85750973e+00   
627     4.50314812e-06   9.80980087e-01   3.70526059e+00   1.85187657e+00   
628     4.50315376e-06   9.82512310e-01   3.69985305e+00   1.84624341e+00   
629     4.50315939e-06   9.84072341e-01   3.69444925e+00   1.84061025e+00   
630     4.50317066e-06   9.87302684e-01   3.68365649e+00   1.82934393e+00   
631     4.50318192e-06   9.90646809e-01   3.67287873e+00   1.81807761e+00   
632     4.50319319e-06   9.94107117e-01   3.66211614e+00   1.80681129e+00   
633     4.50320446e-06   9.97686047e-01   3.65136891e+00   1.79554497e+00   
634     4.50321572e-06   1.00138614e+00   3.64063721e+00   1.78427864e+00   
635     4.50322422e-06   1.00424687e+00   3.63255549e+00   1.77578485e+00   
636     4.50323053e-06   1.00641505e+00   3.62654866e+00   1.76946644e+00   
637     4.50323685e-06   1.00862339e+00   3.62054691e+00   1.76314803e+00   
638     4.50324317e-06   1.01087229e+00   3.61455025e+00   1.75682961e+00   
639     4.50324949e-06   1.01316222e+00   3.60855871e+00   1.75051120e+00   
640     4.50326213e-06   1.01790428e+00   3.59659577e+00   1.73787437e+00   
641     4.50327476e-06   1.02281559e+00   3.58465333e+00   1.72523755e+00   
642     4.50328740e-06   1.02790068e+00   3.57273164e+00   1.71260072e+00   
643     4.50330004e-06   1.03316412e+00   3.56083099e+00   1.69996390e+00   
644     4.50331267e-06   1.03861075e+00   3.54895164e+00   1.68732707e+00   
645     4.50332531e-06   1.04424565e+00   3.53709389e+00   1.67469024e+00   
646     4.50335058e-06   1.05626666e+00   3.51346309e+00   1.64941659e+00   
647     4.50337586e-06   1.06910701e+00   3.48991991e+00   1.62414294e+00   
648     4.50340113e-06   1.08282203e+00   3.46646695e+00   1.59886928e+00   
649     4.50342640e-06   1.09747369e+00   3.44310647e+00   1.57359563e+00   
650     4.50345168e-06   1.11313275e+00   3.41984032e+00   1.54832198e+00   
651     4.50347695e-06   1.12988096e+00   3.39666964e+00   1.52304833e+00   
652     4.50350223e-06   1.14781410e+00   3.37359443e+00   1.49777467e+00   
653     4.50352750e-06   1.16704625e+00   3.35061283e+00   1.47250102e+00   
654     4.50355277e-06   1.18771610e+00   3.32772005e+00   1.44722737e+00   
655     4.50357805e-06   1.20999657e+00   3.30490650e+00   1.42195371e+00   
656     4.50360332e-06   1.23411037e+00   3.28215462e+00   1.39668006e+00   
657     4.50362859e-06   1.26035643e+00   3.25943303e+00   1.37140641e+00   
658     4.50365119e-06   1.28589337e+00   3.23909186e+00   1.34881018e+00   
659     4.50367001e-06   1.30892766e+00   3.22207654e+00   1.32999128e+00   
660     4.50368647e-06   1.33071079e+00   3.20708054e+00   1.31352879e+00   
661     4.50370293e-06   1.35446917e+00   3.19190167e+00   1.29706630e+00   
662     4.50371769e-06   1.37788563e+00   3.17801970e+00   1.28231448e+00   
663     4.50372933e-06   1.39825019e+00   3.16673245e+00   1.27066511e+00   
664     4.50373885e-06   1.41660614e+00   3.15715982e+00   1.26114828e+00   
665     4.50374723e-06   1.43462037e+00   3.14830250e+00   1.25277311e+00   
666     4.50375431e-06   1.45191754e+00   3.14025425e+00   1.24568679e+00   
667     4.50375963e-06   1.46652818e+00   3.13374689e+00   1.24037085e+00   
668     4.50376495e-06   1.48207420e+00   3.12715107e+00   1.23505491e+00   
669     4.50376919e-06   1.49467379e+00   3.12196415e+00   1.23080797e+00   
670     4.50377344e-06   1.50742795e+00   3.11679438e+00   1.22656102e+00   
671     4.50378193e-06   1.53357144e+00   3.10648105e+00   1.21806713e+00   
672     4.50379043e-06   1.56038381e+00   3.09619004e+00   1.20957324e+00   
673     4.50380741e-06   1.61660053e+00   3.07569343e+00   1.19258546e+00   
674     4.50382440e-06   1.67547615e+00   3.05528026e+00   1.17559768e+00   
675     4.50385838e-06   1.80330316e+00   3.01477187e+00   1.14162212e+00   
676     4.50389235e-06   1.94134278e+00   2.97456795e+00   1.10764656e+00   
677     4.50392633e-06   2.08931251e+00   2.93465486e+00   1.07367100e+00   
678     4.50396030e-06   2.24688538e+00   2.89501945e+00   1.03969544e+00   
679     4.50399428e-06   2.41368871e+00   2.85564910e+00   1.00571988e+00   
680     4.50402826e-06   2.58930498e+00   2.81653172e+00   9.71744324e-01   
681     4.50406223e-06   2.77327325e+00   2.77765567e+00   9.37768765e-01   
682     4.50409621e-06   2.96509026e+00   2.73900980e+00   9.03793205e-01   
683     4.50413018e-06   3.16421105e+00   2.70058341e+00   8.69817645e-01   
684     4.50416416e-06   3.37007398e+00   2.66232518e+00   8.35842085e-01   
685     4.50419813e-06   3.58232275e+00   2.62408159e+00   8.01866525e-01   
686     4.50422438e-06   3.74995919e+00   2.59444274e+00   7.75617486e-01   
687     4.50425063e-06   3.92105509e+00   2.56470906e+00   7.49368447e-01   
688     4.50427076e-06   4.05042051e+00   2.54315351e+00   7.29239456e-01   
689     4.50427670e-06   4.08685361e+00   2.53778852e+00   7.23300824e-01   
690     4.50428264e-06   4.12103836e+00   2.53314834e+00   7.17362192e-01   
691     4.50428858e-06   4.15314005e+00   2.52899889e+00   7.11423560e-01   
692     4.50429356e-06   4.17872054e+00   2.52583009e+00   7.06442340e-01   
693     4.50429854e-06   4.20313823e+00   2.52289340e+00   7.01461121e-01   
694     4.50430352e-06   4.22654287e+00   2.52015784e+00   6.96479901e-01   
695     4.50430850e-06   4.24905674e+00   2.51759380e+00   6.91498682e-01   
696     4.50431348e-06   4.27078001e+00   2.51517578e+00   6.86517463e-01   
697     4.50431846e-06   4.29179523e+00   2.51288216e+00   6.81536243e-01   
698     4.50432344e-06   4.31217100e+00   2.51069456e+00   6.76555024e-01   
699     4.50432843e-06   4.33196468e+00   2.50859723e+00   6.71573804e-01   
700     4.50433341e-06   4.35122469e+00   2.50657657e+00   6.66592585e-01   
701     4.50434337e-06   4.38805062e+00   2.50269423e+00   6.56630146e-01   
702     4.50435133e-06   4.41639362e+00   2.49973298e+00   6.48672033e-01   
703     4.50436125e-06   4.45027133e+00   2.49614233e+00   6.38752685e-01   
704     4.50437117e-06   4.48280997e+00   2.49263219e+00   6.28833338e-01   
705     4.50438109e-06   4.51411527e+00   2.48916381e+00   6.18913990e-01   
706     4.50439101e-06   4.54428136e+00   2.48570603e+00   6.08994642e-01   
707     4.50440092e-06   4.57338966e+00   2.48223298e+00   5.99075294e-01   
708     4.50442076e-06   4.62814823e+00   2.47500407e+00   5.79236599e-01   
709     4.50443752e-06   4.67192403e+00   2.46872389e+00   5.62482458e-01   
710     4.50445427e-06   4.71342954e+00   2.46218935e+00   5.45728317e-01   
711     4.50448778e-06   4.78909436e+00   2.44776623e+00   5.12220035e-01   
712     4.50452129e-06   4.85780136e+00   2.43198741e+00   4.78711754e-01   
713     4.50454791e-06   4.90823534e+00   2.41854872e+00   4.52089631e-01   
714     4.50457453e-06   4.95495785e+00   2.40415480e+00   4.25467509e-01   
