Index        TIME          {V(4)+1.0}          V(5)          {V(1)+1.0}
357     3.00048844e-04   5.99996603e+00   6.36586234e-01   1.94901180e+00   
358     3.00058071e-04   5.99996982e+00   6.37038198e-01   2.32325513e+00   
359     3.00067299e-04   5.99997636e+00   6.37491041e-01   2.74085834e+00   
360     3.00076527e-04   5.99998381e+00   6.37943835e-01   3.19200647e+00   
361     3.00085755e-04   5.99999249e+00   6.38395889e-01   3.66753239e+00   
362     3.00100000e-04   6.00000631e+00   6.39091235e-01   4.43097633e+00   
363     3.00100951e-04   6.00000788e+00   6.39137347e-01   4.48094341e+00   
364     3.00101765e-04   6.00000972e+00   6.39176728e-01   4.52264653e+00   
365     3.00103393e-04   6.00001435e+00   6.39255259e-01   4.60402464e+00   
366     3.00106650e-04   6.00002729e+00   6.39411026e-01   4.75435375e+00   
367     3.00109907e-04   6.00004174e+00   6.39565213e-01   4.88912761e+00   
368     3.00113164e-04   6.00005524e+00   6.39717991e-01   5.00963689e+00   
369     3.00116421e-04   6.00006710e+00   6.39869514e-01   5.11715796e+00   
370     3.00122935e-04   6.00008421e+00   6.40169415e-01   5.29895323e+00   
371     3.00129449e-04   6.00009260e+00   6.40465835e-01   5.44302519e+00   
372     3.00135963e-04   6.00009445e+00   6.40759555e-01   5.55723889e+00   
373     3.00142477e-04   6.00009248e+00   6.41051175e-01   5.64785796e+00   
374     3.00148991e-04   6.00008859e+00   6.41341152e-01   5.71981743e+00   
375     3.00162019e-04   6.00007919e+00   6.41917597e-01   5.82362079e+00   
376     3.00175047e-04   6.00007017e+00   6.42490692e-01   5.88888804e+00   
377     3.00188075e-04   6.00006298e+00   6.43061681e-01   5.93004591e+00   
378     3.00214130e-04   6.00005351e+00   6.44200223e-01   5.97397933e+00   
379     3.00240186e-04   6.00004849e+00   6.45336194e-01   5.99059567e+00   
380     3.00266242e-04   6.00004617e+00   6.46470994e-01   5.99668516e+00   
381     3.00292298e-04   6.00004476e+00   6.47605157e-01   5.99865429e+00   
382     3.00318354e-04   6.00004332e+00   6.48738911e-01   5.99926065e+00   
383     3.00370465e-04   6.00004116e+00   6.51005469e-01   5.99970521e+00   
384     3.00422577e-04   6.00003978e+00   6.53270825e-01   5.99989474e+00   
385     3.00526800e-04   6.00003774e+00   6.57797983e-01   6.00009043e+00   
386     3.00735246e-04   6.00003410e+00   6.66838135e-01   6.00019474e+00   
387     3.01152139e-04   6.00002733e+00   6.84862017e-01   6.00023103e+00   
388     3.01985925e-04   6.00001704e+00   7.20685323e-01   6.00025416e+00   
389     3.02819711e-04   6.00001030e+00   7.56211222e-01   6.00028081e+00   
390     3.03653496e-04   6.00000587e+00   7.91442182e-01   6.00029877e+00   
391     3.04487282e-04   6.00000299e+00   8.26380652e-01   6.00031354e+00   
392     3.06154853e-04   5.99999980e+00   8.95391007e-01   6.00032710e+00   
393     3.09489996e-04   5.99999789e+00   1.03001643e+00   6.00033128e+00   
394     3.12825139e-04   5.99999792e+00   1.16022617e+00   6.00032276e+00   
395     3.19495424e-04   5.99999813e+00   1.40803979e+00   6.00030800e+00   
396     3.26165710e-04   5.99999844e+00   1.63985919e+00   6.00029197e+00   
397     3.32835995e-04   5.99999846e+00   1.85671662e+00   6.00027853e+00   
398     3.42835995e-04   5.99999873e+00   2.15602167e+00   6.00025734e+00   
399     3.52835995e-04   5.99999876e+00   2.42682519e+00   6.00023909e+00   
400     3.62835995e-04   5.99999891e+00   2.67184116e+00   6.00022051e+00   
401     3.72835995e-04   5.99999892e+00   2.89352384e+00   6.00020466e+00   
402     3.80100000e-04   5.99999902e+00   3.04113810e+00   6.00019242e+00   
403     3.80102950e-04   6.00000312e+00   3.04119434e+00   5.98500456e+00   
404     3.80105470e-04   6.00000819e+00   3.04124140e+00   5.96239086e+00   
405     3.80107991e-04   6.00001358e+00   3.04128798e+00   5.93525246e+00   
406     3.80113032e-04   6.00002299e+00   3.04137857e+00   5.85642762e+00   
407     3.80118073e-04   6.00002789e+00   3.04146613e+00   5.74978605e+00   
408     3.80123114e-04   6.00002885e+00   3.04155114e+00   5.62084218e+00   
409     3.80133196e-04   6.00002543e+00   3.04171489e+00   5.31417009e+00   
410     3.80143278e-04   6.00001941e+00   3.04187141e+00   4.96153267e+00   
411     3.80153360e-04   6.00001400e+00   3.04202143e+00   4.58189989e+00   
412     3.80173523e-04   6.00000616e+00   3.04229929e+00   3.79795425e+00   
413     3.80182117e-04   6.00000083e+00   3.04232778e+00   3.48231173e+00   
414     3.80183285e-04   5.99999471e+00   3.04231434e+00   3.45803339e+00   
415     3.80184453e-04   5.99998543e+00   3.04228964e+00   3.44071237e+00   
416     3.80186789e-04   5.99996118e+00   3.04216659e+00   3.41702889e+00   
417     3.80189125e-04   5.99994648e+00   3.04193077e+00   3.39999321e+00   
418     3.80193797e-04   5.99993720e+00   3.04106627e+00   3.37406531e+00   
419     3.80198469e-04   5.99993226e+00   3.03963199e+00   3.35234179e+00   
420     3.80200000e-04   5.99993003e+00   3.03903096e+00   3.34573617e+00   
421     3.80200467e-04   5.99992896e+00   3.03883116e+00   3.34378513e+00   
422     3.80201402e-04   5.99992661e+00   3.03840734e+00   3.34003105e+00   
423     3.80203271e-04   5.99992132e+00   3.03751198e+00   3.33282534e+00   
424     3.80207008e-04   5.99990743e+00   3.03544391e+00   3.31949706e+00   
425     3.80214484e-04   5.99986951e+00   3.03029183e+00   3.29591740e+00   
426     3.80229435e-04   5.99976756e+00   3.01665746e+00   3.25650536e+00   
427     3.80259336e-04   5.99953529e+00   2.98083015e+00   3.19448691e+00   
428     3.80289238e-04   5.99933211e+00   2.93895719e+00   3.14410872e+00   
429     3.80349042e-04   5.99909538e+00   2.85142123e+00   3.05468003e+00   
430     3.80408845e-04   5.99902342e+00   2.76430954e+00   2.97073616e+00   
431     3.80462668e-04   5.99901676e+00   2.68788814e+00   2.89731126e+00   
432     3.80516491e-04   5.99903561e+00   2.61342831e+00   2.82601809e+00   
433     3.80570314e-04   5.99906666e+00   2.54096406e+00   2.75669138e+00   
434     3.80677961e-04   5.99913742e+00   2.40190366e+00   2.62385961e+00   
435     3.80785607e-04   5.99920539e+00   2.27046198e+00   2.49847614e+00   
436     3.80882489e-04   5.99928009e+00   2.15847868e+00   2.39191352e+00   
437     3.80979370e-04   5.99935429e+00   2.05235944e+00   2.29120059e+00   
438     3.81076252e-04   5.99941887e+00   1.95197675e+00   2.19616616e+00   
439     3.81173134e-04   5.99948256e+00   1.85716493e+00   2.10662065e+00   
440     3.81270015e-04   5.99954394e+00   1.76774932e+00   2.02239836e+00   
441     3.81366897e-04   5.99960011e+00   1.68355009e+00   1.94330145e+00   
442     3.81463778e-04   5.99965658e+00   1.60437783e+00   1.86913958e+00   
443     3.81657542e-04   5.99975468e+00   1.46028790e+00   1.73482483e+00   
444     3.81851305e-04   5.99984630e+00   1.33418091e+00   1.61823247e+00   
445     3.82045068e-04   5.99992355e+00   1.22470270e+00   1.51798012e+00   
446     3.82238832e-04   5.99999463e+00   1.13041420e+00   1.43255458e+00   
447     3.82432595e-04   6.00005135e+00   1.04981547e+00   1.36042833e+00   
448     3.82626358e-04   6.00010226e+00   9.81416547e-01   1.30008962e+00   
449     3.82820122e-04   6.00013988e+00   9.23763548e-01   1.25006260e+00   
450     3.83207648e-04   6.00019558e+00   8.34662070e-01   1.17491446e+00   
451     3.83595175e-04   6.00021987e+00   7.73310310e-01   1.12560106e+00   
452     3.83982701e-04   6.00022580e+00   7.31487174e-01   1.09381161e+00   
453     3.84370228e-04   6.00021435e+00   7.02967427e-01   1.07342907e+00   
454     3.85145281e-04   6.00017860e+00   6.68863426e-01   1.05102984e+00   
455     3.85920334e-04   6.00013422e+00   6.52468689e-01   1.04131204e+00   
456     3.87470441e-04   6.00007045e+00   6.39006823e-01   1.03395569e+00   
457     3.89020547e-04   6.00003217e+00   6.35810400e-01   1.03231252e+00   
458     3.92120760e-04   6.00000536e+00   6.34605269e-01   1.03169408e+00   
459     3.95220972e-04   5.99999918e+00   6.34697679e-01   1.03174750e+00   
460     4.00000000e-04   6.00000014e+00   6.34689400e-01   1.03173660e+00   
461     4.00003143e-04   5.99999885e+00   6.34707765e-01   1.03541661e+00   
462     4.00005717e-04   5.99999749e+00   6.34741797e-01   1.04095998e+00   
463     4.00010865e-04   5.99999399e+00   6.34853634e-01   1.05983814e+00   
464     4.00021160e-04   5.99997925e+00   6.35251226e-01   1.17621791e+00   
465     4.00030388e-04   5.99996743e+00   6.35690416e-01   1.36851798e+00   
466     4.00039616e-04   5.99996580e+00   6.36136417e-01   1.62787949e+00   
467     4.00048844e-04   5.99996603e+00   6.36586234e-01   1.94901193e+00   
468     4.00058071e-04   5.99996982e+00   6.37038198e-01   2.32325529e+00   
469     4.00067299e-04   5.99997636e+00   6.37491041e-01   2.74085852e+00   
470     4.00076527e-04   5.99998381e+00   6.37943835e-01   3.19200668e+00   
471     4.00085755e-04   5.99999249e+00   6.38395889e-01   3.66753263e+00   
472     4.00100000e-04   6.00000631e+00   6.39091235e-01   4.43097635e+00   
473     4.00100951e-04   6.00000788e+00   6.39137347e-01   4.48094343e+00   
474     4.00101765e-04   6.00000972e+00   6.39176728e-01   4.52264656e+00   
475     4.00103393e-04   6.00001435e+00   6.39255259e-01   4.60402467e+00   
476     4.00106650e-04   6.00002729e+00   6.39411026e-01   4.75435380e+00   
477     4.00109907e-04   6.00004174e+00   6.39565213e-01   4.88912767e+00   
478     4.00113164e-04   6.00005524e+00   6.39717991e-01   5.00963697e+00   
479     4.00116421e-04   6.00006710e+00   6.39869514e-01   5.11715805e+00   
480     4.00122935e-04   6.00008421e+00   6.40169415e-01   5.29895333e+00   
481     4.00129449e-04   6.00009260e+00   6.40465835e-01   5.44302529e+00   
482     4.00135963e-04   6.00009445e+00   6.40759555e-01   5.55723898e+00   
483     4.00142477e-04   6.00009248e+00   6.41051175e-01   5.64785805e+00   
484     4.00148991e-04   6.00008859e+00   6.41341152e-01   5.71981751e+00   
485     4.00162019e-04   6.00007919e+00   6.41917598e-01   5.82362085e+00   
486     4.00175047e-04   6.00007017e+00   6.42490692e-01   5.88888809e+00   
487     4.00188075e-04   6.00006298e+00   6.43061681e-01   5.93004595e+00   
488     4.00214130e-04   6.00005351e+00   6.44200224e-01   5.97397936e+00   
489     4.00240186e-04   6.00004849e+00   6.45336194e-01   5.99059569e+00   
490     4.00266242e-04   6.00004617e+00   6.46470995e-01   5.99668519e+00   
491     4.00292298e-04   6.00004476e+00   6.47605157e-01   5.99865432e+00   
492     4.00318354e-04   6.00004332e+00   6.48738911e-01   5.99926067e+00   
493     4.00370465e-04   6.00004116e+00   6.51005470e-01   5.99970521e+00   
494     4.00422577e-04   6.00003978e+00   6.53270826e-01   5.99989474e+00   
495     4.00526800e-04   6.00003774e+00   6.57797984e-01   6.00009043e+00   
496     4.00735247e-04   6.00003410e+00   6.66838137e-01   6.00019474e+00   
497     4.01152139e-04   6.00002733e+00   6.84862021e-01   6.00023103e+00   
498     4.01985925e-04   6.00001704e+00   7.20685329e-01   6.00025416e+00   
499     4.02819711e-04   6.00001030e+00   7.56211231e-01   6.00028081e+00   
500     4.03653497e-04   6.00000587e+00   7.91442193e-01   6.00029877e+00   
501     4.04487282e-04   6.00000299e+00   8.26380667e-01   6.00031354e+00   
502     4.06154854e-04   5.99999980e+00   8.95391027e-01   6.00032710e+00   
503     4.09489997e-04   5.99999789e+00   1.03001646e+00   6.00033128e+00   
504     4.12825140e-04   5.99999792e+00   1.16022621e+00   6.00032276e+00   
505     4.19495426e-04   5.99999813e+00   1.40803985e+00   6.00030800e+00   
506     4.26165712e-04   5.99999844e+00   1.63985925e+00   6.00029197e+00   
507     4.32835999e-04   5.99999846e+00   1.85671670e+00   6.00027853e+00   
508     4.42835999e-04   5.99999873e+00   2.15602174e+00   6.00025734e+00   
509     4.52835999e-04   5.99999876e+00   2.42682525e+00   6.00023909e+00   
510     4.62835999e-04   5.99999891e+00   2.67184126e+00   6.00022051e+00   
511     4.72835999e-04   5.99999892e+00   2.89352451e+00   6.00020466e+00   
512     4.80100000e-04   5.99999902e+00   3.04114028e+00   6.00019243e+00   
513     4.80102950e-04   6.00000312e+00   3.04119652e+00   5.98500456e+00   
514     4.80105470e-04   6.00000819e+00   3.04124358e+00   5.96239084e+00   
515     4.80107991e-04   6.00001358e+00   3.04129017e+00   5.93525242e+00   
516     4.80113032e-04   6.00002299e+00   3.04138075e+00   5.85642754e+00   
517     4.80118073e-04   6.00002789e+00   3.04146832e+00   5.74978591e+00   
518     4.80123114e-04   6.00002885e+00   3.04155333e+00   5.62084196e+00   
519     4.80133196e-04   6.00002543e+00   3.04171708e+00   5.31416972e+00   
520     4.80143278e-04   6.00001941e+00   3.04187360e+00   4.96153214e+00   
521     4.80153360e-04   6.00001400e+00   3.04202362e+00   4.58189922e+00   
522     4.80173523e-04   6.00000616e+00   3.04230150e+00   3.79795344e+00   
523     4.80182117e-04   6.00000083e+00   3.04232998e+00   3.48231271e+00   
524     4.80183285e-04   5.99999471e+00   3.04231654e+00   3.45803475e+00   
525     4.80184453e-04   5.99998543e+00   3.04229184e+00   3.44071397e+00   
526     4.80186789e-04   5.99996118e+00   3.04216879e+00   3.41703073e+00   
527     4.80189125e-04   5.99994648e+00   3.04193297e+00   3.39999516e+00   
528     4.80193797e-04   5.99993720e+00   3.04106846e+00   3.37406735e+00   
529     4.80198469e-04   5.99993226e+00   3.03963419e+00   3.35234388e+00   
530     4.80200000e-04   5.99993003e+00   3.03903314e+00   3.34573817e+00   
531     4.80200467e-04   5.99992896e+00   3.03883334e+00   3.34378714e+00   
532     4.80201402e-04   5.99992661e+00   3.03840953e+00   3.34003306e+00   
533     4.80203270e-04   5.99992132e+00   3.03751416e+00   3.33282736e+00   
534     4.80207008e-04   5.99990743e+00   3.03544609e+00   3.31949910e+00   
535     4.80214484e-04   5.99986951e+00   3.03029402e+00   3.29591947e+00   
536     4.80229434e-04   5.99976756e+00   3.01665965e+00   3.25650746e+00   
537     4.80259336e-04   5.99953529e+00   2.98083237e+00   3.19448905e+00   
538     4.80289238e-04   5.99933211e+00   2.93895943e+00   3.14411087e+00   
539     4.80349041e-04   5.99909537e+00   2.85142349e+00   3.05468220e+00   
540     4.80408845e-04   5.99902341e+00   2.76431183e+00   2.97073835e+00   
541     4.80462668e-04   5.99901675e+00   2.68789044e+00   2.89731346e+00   
542     4.80516491e-04   5.99903561e+00   2.61343062e+00   2.82602030e+00   
543     4.80570314e-04   5.99906666e+00   2.54096637e+00   2.75669359e+00   
544     4.80677960e-04   5.99913741e+00   2.40190598e+00   2.62386183e+00   
545     4.80785606e-04   5.99920539e+00   2.27046431e+00   2.49847836e+00   
546     4.80882488e-04   5.99928009e+00   2.15848099e+00   2.39191572e+00   
547     4.80979369e-04   5.99935429e+00   2.05236172e+00   2.29120274e+00   
548     4.81076251e-04   5.99941887e+00   1.95197898e+00   2.19616826e+00   
549     4.81173132e-04   5.99948256e+00   1.85716709e+00   2.10662269e+00   
550     4.81270014e-04   5.99954394e+00   1.76775141e+00   2.02240032e+00   
551     4.81366895e-04   5.99960011e+00   1.68355209e+00   1.94330332e+00   
552     4.81463777e-04   5.99965658e+00   1.60437973e+00   1.86914136e+00   
553     4.81657540e-04   5.99975468e+00   1.46028957e+00   1.73482639e+00   
554     4.81851303e-04   5.99984630e+00   1.33418235e+00   1.61823380e+00   
555     4.82045066e-04   5.99992355e+00   1.22470392e+00   1.51798123e+00   
556     4.82238829e-04   5.99999463e+00   1.13041522e+00   1.43255549e+00   
557     4.82432592e-04   6.00005135e+00   1.04981631e+00   1.36042907e+00   
558     4.82626355e-04   6.00010226e+00   9.81417245e-01   1.30009023e+00   
559     4.82820118e-04   6.00013988e+00   9.23764128e-01   1.25006309e+00   
560     4.83207644e-04   6.00019558e+00   8.34662471e-01   1.17491479e+00   
561     4.83595170e-04   6.00021987e+00   7.73310593e-01   1.12560128e+00   
562     4.83982697e-04   6.00022580e+00   7.31487375e-01   1.09381175e+00   
563     4.84370223e-04   6.00021435e+00   7.02967571e-01   1.07342917e+00   
564     4.85145275e-04   6.00017860e+00   6.68863501e-01   1.05102988e+00   
565     4.85920327e-04   6.00013422e+00   6.52468730e-01   1.04131206e+00   
566     4.87470431e-04   6.00007045e+00   6.39006832e-01   1.03395570e+00   
567     4.89020536e-04   6.00003217e+00   6.35810400e-01   1.03231252e+00   
568     4.92120745e-04   6.00000536e+00   6.34605267e-01   1.03169408e+00   
569     4.95220953e-04   5.99999918e+00   6.34697678e-01   1.03174750e+00   
570     5.00000000e-04   6.00000014e+00   6.34689399e-01   1.03173660e+00   
571     5.00002500e-04   5.99999861e+00   6.34707597e-01   1.03624488e+00   
572     5.00004325e-04   5.99999703e+00   6.34734002e-01   1.04165994e+00   
573     5.00006149e-04   5.99999518e+00   6.34767269e-01   1.04864214e+00   
574     5.00009798e-04   5.99998985e+00   6.34876304e-01   1.07323274e+00   
575     5.00013447e-04   5.99998078e+00   6.35029587e-01   1.12136614e+00   
576     5.00017096e-04   5.99996802e+00   6.35202526e-01   1.19654830e+00   
577     5.00020746e-04   5.99995708e+00   6.35381010e-01   1.29431048e+00   
578     5.00024395e-04   5.99994951e+00   6.35561982e-01   1.41367766e+00   
579     5.00028044e-04   5.99994333e+00   6.35744718e-01   1.55348167e+00   
580     5.00031693e-04   5.99993933e+00   6.35928707e-01   1.71193741e+00   
581     5.00035342e-04   5.99993751e+00   6.36113508e-01   1.88683631e+00   
582     5.00042640e-04   5.99993963e+00   6.36484065e-01   2.27575704e+00   
583     5.00049938e-04   5.99994755e+00   6.36854550e-01   2.70411246e+00   
584     5.00057237e-04   5.99995879e+00   6.37223723e-01   3.15688822e+00   
585     5.00064535e-04   5.99997128e+00   6.37590951e-01   3.62281933e+00   
586     5.00079131e-04   5.99999519e+00   6.38318868e-01   4.56648603e+00   
587     5.00081306e-04   5.99999882e+00   6.38426498e-01   4.70611374e+00   
588     5.00085654e-04   6.00000615e+00   6.38641386e-01   4.98632895e+00   
589     5.00090003e-04   6.00001505e+00   6.38855564e-01   5.26497339e+00   
590     5.00094351e-04   6.00002677e+00   6.39069055e-01   5.54166817e+00   
591     5.00098700e-04   6.00003971e+00   6.39281916e-01   5.81650227e+00   
592     5.00100000e-04   6.00004348e+00   6.39345450e-01   5.89836410e+00   
593     5.00100870e-04   6.00004683e+00   6.39387608e-01   5.94909542e+00   
594     5.00101494e-04   6.00004994e+00   6.39417711e-01   5.98374944e+00   
595     5.00102742e-04   6.00005758e+00   6.39477623e-01   6.04975943e+00   
596     5.00105239e-04   6.00007809e+00   6.39595870e-01   6.16346029e+00   
597     5.00107736e-04   6.00009895e+00   6.39712331e-01   6.25618056e+00   
598     5.00110233e-04   6.00011475e+00   6.39827365e-01   6.33192781e+00   
599     5.00115227e-04   6.00013058e+00   6.40054302e-01   6.44583047e+00   
600     5.00125215e-04   6.00012641e+00   6.40500334e-01   6.57838584e+00   
601     5.00135202e-04   6.00010552e+00   6.40940500e-01   6.63900282e+00   
602     5.00145190e-04   6.00008723e+00   6.41378123e-01   6.66846623e+00   
603     5.00155178e-04   6.00007401e+00   6.41814549e-01   6.68351434e+00   
604     5.00175153e-04   6.00005836e+00   6.42685915e-01   6.69660482e+00   
605     5.00195128e-04   6.00005166e+00   6.43556344e-01   6.70010775e+00   
606     5.00215103e-04   6.00004850e+00   6.44426399e-01   6.70110705e+00   
607     5.00255054e-04   6.00004481e+00   6.46165869e-01   6.70160341e+00   
608     5.00295005e-04   6.00004274e+00   6.47904615e-01   6.70173243e+00   
609     5.00374906e-04   6.00004047e+00   6.51380015e-01   6.70188466e+00   
610     5.00534708e-04   6.00003751e+00   6.58322471e-01   6.70195425e+00   
611     5.00854313e-04   6.00003203e+00   6.72174150e-01   6.70199172e+00   
612     5.01493523e-04   6.00002252e+00   6.99745127e-01   6.70199681e+00   
613     5.02132733e-04   6.00001566e+00   7.27140456e-01   6.70201217e+00   
614     5.03411153e-04   6.00000683e+00   7.81409182e-01   6.70202396e+00   
615     5.05967992e-04   5.99999959e+00   8.87891853e-01   6.70204624e+00   
616     5.08524831e-04   5.99999811e+00   9.91686682e-01   6.70204265e+00   
617     5.11081670e-04   5.99999789e+00   1.09286151e+00   6.70204468e+00   
618     5.13638509e-04   5.99999794e+00   1.19148248e+00   6.70203715e+00   
619     5.18752188e-04   5.99999813e+00   1.38134928e+00   6.70203534e+00   
620     5.28752188e-04   5.99999844e+00   1.72592295e+00   6.70201940e+00   
621     5.38752188e-04   5.99999866e+00   2.03768437e+00   6.70201284e+00   
622     5.48752188e-04   5.99999871e+00   2.31975807e+00   6.70199848e+00   
623     5.58752188e-04   5.99999889e+00   2.57497110e+00   6.70199330e+00   
624     5.68752188e-04   5.99999888e+00   2.80588108e+00   6.70198030e+00   
625     5.78752188e-04   5.99999903e+00   3.01479959e+00   6.70197632e+00   
626     5.80100000e-04   5.99999896e+00   3.04137059e+00   6.70197108e+00   
627     5.80103499e-04   6.00000379e+00   3.04143723e+00   6.68189602e+00   
628     5.80106520e-04   6.00000903e+00   3.04149365e+00   6.65297711e+00   
629     5.80109541e-04   6.00001413e+00   3.04154958e+00   6.61897042e+00   
630     5.80115583e-04   6.00002034e+00   3.04165903e+00   6.52655422e+00   
631     5.80121625e-04   6.00002020e+00   3.04176619e+00   6.41158322e+00   
632     5.80133708e-04   6.00001300e+00   3.04197669e+00   6.14793660e+00   
633     5.80145792e-04   6.00000544e+00   3.04218405e+00   5.86210156e+00   
634     5.80157876e-04   6.00000061e+00   3.04238952e+00   5.56909871e+00   
635     5.80182043e-04   5.99999661e+00   3.04279564e+00   4.97969614e+00   
636     5.80200000e-04   5.99999623e+00   3.04309255e+00   4.54461569e+00   
637     5.80202417e-04   5.99999370e+00   3.04313322e+00   4.49496154e+00   
638     5.80204309e-04   5.99999067e+00   3.04316561e+00   4.46060384e+00   
639     5.80206202e-04   5.99998733e+00   3.04319826e+00   4.42841645e+00   
640     5.80209987e-04   5.99998075e+00   3.04326494e+00   4.37487653e+00   
641     5.80217557e-04   5.99997385e+00   3.04340242e+00   4.29938234e+00   
642     5.80225127e-04   5.99997374e+00   3.04354380e+00   4.25268487e+00   
643     5.80232698e-04   5.99997606e+00   3.04368760e+00   4.22326640e+00   
644     5.80247838e-04   5.99998162e+00   3.04397901e+00   4.19145797e+00   
645     5.80278119e-04   5.99999047e+00   3.04456815e+00   4.17191336e+00   
646     5.80308400e-04   5.99999655e+00   3.04515965e+00   4.16953033e+00   
647     5.80338681e-04   6.00000124e+00   3.04575103e+00   4.16763742e+00   
648     5.80368961e-04   6.00000330e+00   3.04634222e+00   4.16565822e+00   
649     5.80429523e-04   6.00000251e+00   3.04752435e+00   4.16356238e+00   
650     5.80490085e-04   6.00000148e+00   3.04870593e+00   4.16265988e+00   
651     5.80550646e-04   6.00000038e+00   3.04988685e+00   4.16209169e+00   
652     5.80671770e-04   5.99999901e+00   3.05224671e+00   4.16208383e+00   
653     5.80780781e-04   5.99999910e+00   3.05436814e+00   4.16211335e+00   
654     5.80998803e-04   5.99999899e+00   3.05860407e+00   4.16211886e+00   
655     5.81216825e-04   5.99999910e+00   3.06283076e+00   4.16212269e+00   
656     5.81652869e-04   5.99999898e+00   3.07125653e+00   4.16211865e+00   
657     5.82088913e-04   5.99999909e+00   3.07964560e+00   4.16211673e+00   
658     5.82961001e-04   5.99999897e+00   3.09631438e+00   4.16211359e+00   
659     5.83833089e-04   5.99999908e+00   3.11283826e+00   4.16211049e+00   
660     5.85577265e-04   5.99999897e+00   3.14545709e+00   4.16210966e+00   
661     5.87321442e-04   5.99999908e+00   3.17751230e+00   4.16210625e+00   
662     5.89065618e-04   5.99999898e+00   3.20901457e+00   4.16210889e+00   
663     5.90809794e-04   5.99999909e+00   3.23997264e+00   4.16210383e+00   
664     5.92553971e-04   5.99999900e+00   3.27039522e+00   4.16210951e+00   
665     5.94298147e-04   5.99999910e+00   3.30029128e+00   4.16210203e+00   
666     5.96042323e-04   5.99999901e+00   3.32966947e+00   4.16211035e+00   
667     5.97786499e-04   5.99999912e+00   3.35853868e+00   4.16210101e+00   
668     5.98690046e-04   5.99999925e+00   3.37323040e+00   4.16210616e+00   
669     5.99139980e-04   6.00000267e+00   3.38051366e+00   4.16211838e+00   
670     5.99301070e-04   6.00000824e+00   3.38311717e+00   4.16214053e+00   
671     5.99462161e-04   6.00001663e+00   3.38571865e+00   4.16216930e+00   
672     5.99502433e-04   6.00001884e+00   3.38636825e+00   4.16217145e+00   
673     5.99542706e-04   6.00002073e+00   3.38701772e+00   4.16217112e+00   
674     5.99623251e-04   6.00002380e+00   3.38831587e+00   4.16217335e+00   
675     5.99643387e-04   6.00002480e+00   3.38864021e+00   4.16217337e+00   
676     5.99683660e-04   6.00003042e+00   3.38928877e+00   4.16217125e+00   
677     5.99764205e-04   6.00053817e+00   3.39058509e+00   4.16216570e+00   
678     5.99766886e-04   6.00062442e+00   3.39062822e+00   4.16216426e+00   
679     5.99772248e-04   6.00092641e+00   3.39071449e+00   4.16216067e+00   
680     5.99782973e-04   6.00361896e+00   3.39088707e+00   4.16215395e+00   
681     5.99793697e-04   6.02565725e+00   3.39106030e+00   4.16215974e+00   
682     5.99803349e-04   6.06337830e+00   3.39121689e+00   4.16210585e+00   
683     5.99813001e-04   6.10217321e+00   3.39137364e+00   4.16203088e+00   
684     5.99822653e-04   6.07214103e+00   3.39153085e+00   4.16207939e+00   
685     5.99823516e-04   6.05811113e+00   3.39154499e+00   4.16209287e+00   
686     5.99825243e-04   6.01546382e+00   3.39157338e+00   4.16212330e+00   
687     5.99826970e-04   5.94215493e+00   3.39160195e+00   4.16216010e+00   
688     5.99828698e-04   5.83923960e+00   3.39163064e+00   4.16219583e+00   
689     5.99830425e-04   5.71333326e+00   3.39165938e+00   4.16222683e+00   
690     5.99832152e-04   5.57232905e+00   3.39168808e+00   4.16225343e+00   
691     5.99835606e-04   5.26756723e+00   3.39174205e+00   4.16229618e+00   
692     5.99839060e-04   4.88962089e+00   3.39175521e+00   4.16230859e+00   
693     5.99842514e-04   4.30446765e+00   3.39164630e+00   4.16225257e+00   
694     5.99845259e-04   3.69031230e+00   3.39144192e+00   4.16216445e+00   
695     5.99848005e-04   3.06168141e+00   3.39115407e+00   4.16206995e+00   
696     5.99850750e-04   2.50297016e+00   3.39081863e+00   4.16197831e+00   
697     5.99853220e-04   2.08951102e+00   3.39050316e+00   4.16190386e+00   
698     5.99855691e-04   1.75044673e+00   3.39019294e+00   4.16185024e+00   
699     5.99858162e-04   1.50224780e+00   3.38989843e+00   4.16180345e+00   
700     5.99860632e-04   1.33168367e+00   3.38962700e+00   4.16177680e+00   
701     5.99863103e-04   1.19719925e+00   3.38937699e+00   4.16175587e+00   
702     5.99865574e-04   1.09105934e+00   3.38913888e+00   4.16172647e+00   
703     5.99870515e-04   1.02096395e+00   3.38864098e+00   4.16166524e+00   
704     5.99874962e-04   1.01440771e+00   3.38811987e+00   4.16155743e+00   
705     5.99879409e-04   1.01060041e+00   3.38751191e+00   4.16143370e+00   
706     5.99883856e-04   1.01008782e+00   3.38683641e+00   4.16130754e+00   
707     5.99892751e-04   1.00877804e+00   3.38536377e+00   4.16106926e+00   
708     5.99910539e-04   1.00888892e+00   3.38220410e+00   4.16072706e+00   
709     5.99928328e-04   1.00842044e+00   3.37894960e+00   4.16053770e+00   
710     5.99963905e-04   1.00866617e+00   3.37238818e+00   4.16037709e+00   
711     5.99999482e-04   1.00833477e+00   3.36574773e+00   4.16032174e+00   
712     6.00000000e-04   1.00851248e+00   3.36565035e+00   4.16032181e+00   
713     6.00001036e-04   1.00850579e+00   3.36545571e+00   4.16191358e+00   
714     6.00002071e-04   1.00851185e+00   3.36526120e+00   4.16488438e+00   
