Index        TIME               V(VOUT)              V(IN)               V(1)           N(M:XINV1:N1_T)     N(M:XINV1:P1_T)  
893      2.8684914687e-05    1.7164260289e+00    1.0253334716e+00    1.0170626038e+00    2.2956579827e+01    4.4832305455e+00
894      2.8685667713e-05    1.7929054225e+00    8.7260559595e-01    8.6645743759e-01    2.2996512699e+01    4.4833933343e+00
895      2.8686420739e-05    1.7917029701e+00    7.2189368276e-01    7.1585227135e-01    2.3029561276e+01    4.4831993785e+00
896      2.8687173764e-05    1.7642780528e+00    5.7062375315e-01    5.6524710511e-01    2.3053099138e+01    4.4840413758e+00
897      2.8688679816e-05    1.6849304388e+00    2.6962798682e-01    2.6403677263e-01    2.3070868151e+01    4.4924386284e+00
898      2.8690000000e-05    1.8419755136e+00    9.5418978880e-03    3.5793590314e-13    2.3060977074e+01    4.4982209224e+00
899      2.8690150605e-05    1.8491652772e+00    2.1501365203e-03    0.0000000000e+00    2.3058826069e+01    4.4981246273e+00
900      2.8690451815e-05    1.8509891168e+00    2.7306174674e-04    0.0000000000e+00    2.3054502100e+01    4.4979041466e+00
901      2.8690753026e-05    1.8513984828e+00   -1.5006612738e-04    0.0000000000e+00    2.3050176213e+01    4.4976805832e+00
902      2.8691355446e-05    1.8511443949e+00    1.1200362323e-04    0.0000000000e+00    2.3041526786e+01    4.4972313135e+00
903      2.8692560288e-05    1.8513456715e+00   -9.6811142666e-05    0.0000000000e+00    2.3024246691e+01    4.4963352937e+00
904      2.8694969970e-05    1.8511630446e+00    9.0042435425e-05    0.0000000000e+00    2.2989754990e+01    4.4945457472e+00
905      2.8699789336e-05    1.8513308259e+00   -8.6809958166e-05    0.0000000000e+00    2.2921050003e+01    4.4909829388e+00
906      2.8709428066e-05    1.8511573808e+00    8.5266643967e-05    0.0000000000e+00    2.2784741315e+01    4.4839161953e+00
907      2.8728705528e-05    1.8513084384e+00   -8.4476165332e-05    0.0000000000e+00    2.2516475111e+01    4.4700203801e+00
908      2.8767260450e-05    1.8511195121e+00    8.4112414790e-05    0.0000000000e+00    2.1996884523e+01    4.4431477203e+00
909      2.8844370295e-05    1.8512354966e+00   -8.3903154589e-05    0.0000000000e+00    2.1021978291e+01    4.3928822841e+00
910      2.8921480141e-05    1.8510308301e+00    8.3730101378e-05    0.0000000000e+00    2.0127465909e+01    4.3469521980e+00
911      2.8998589986e-05    1.8511558691e+00   -8.3523607294e-05    0.0000000000e+00    1.9306713124e+01    4.3049806723e+00
912      2.9075699831e-05    1.8509599887e+00    8.3349339208e-05    0.0000000000e+00    1.8553632977e+01    4.2666230724e+00
913      2.9152809676e-05    1.8510919331e+00   -8.3145565759e-05    0.0000000000e+00    1.7862642598e+01    4.2315665242e+00
914      2.9229919521e-05    1.8509030623e+00    8.2970191862e-05    0.0000000000e+00    1.7228619084e+01    4.1995242339e+00
915      2.9384139211e-05    1.8510184178e+00   -8.2863630500e-05    0.0000000000e+00    1.6111165811e+01    4.1433590328e+00
916      2.9538358901e-05    1.8508190447e+00    8.2780002298e-05    0.0000000000e+00    1.5170647382e+01    4.0964416581e+00
917      2.9692578592e-05    1.8509499194e+00   -8.2676686922e-05    0.0000000000e+00    1.4379037144e+01    4.0572429175e+00
918      2.9846798282e-05    1.8507630480e+00    8.2590482960e-05    0.0000000000e+00    1.3712751306e+01    4.0244887616e+00
919      3.0000000000e-05    1.8509038889e+00   -8.2489135055e-05    0.0000000000e+00    1.3155354134e+01    3.9972830195e+00
End of Xyce(TM) Simulation
