Index         TIME            {V(VOUT)+1}         {V(IN)+1}          {V(1)+1}
785     7.5265960503e-06   1.0756835218e+00   1.4136506239e+00   1.0000000000e+00   
786     7.5266001097e-06   1.1082347105e+00   1.4124017150e+00   1.0000000000e+00   
787     7.5266041692e-06   1.1413451952e+00   1.4111512165e+00   1.0000000000e+00   
788     7.5266122880e-06   1.2098756926e+00   1.4086507974e+00   1.0000000000e+00   
789     7.5266204069e-06   1.2810111851e+00   1.4061550985e+00   1.0000000000e+00   
790     7.5266285258e-06   1.3547659270e+00   1.4036681761e+00   1.0000000000e+00   
791     7.5266366446e-06   1.4311069194e+00   1.4011957359e+00   1.0000000000e+00   
792     7.5266447635e-06   1.5099762247e+00   1.3987431038e+00   1.0000000000e+00   
793     7.5266528824e-06   1.5913057753e+00   1.3963135022e+00   1.0000000000e+00   
794     7.5266610012e-06   1.6750233711e+00   1.3939088733e+00   1.0000000000e+00   
795     7.5266772389e-06   1.8507895399e+00   1.3892029125e+00   1.0000000000e+00   
796     7.5266934767e-06   2.0350560628e+00   1.3846017693e+00   1.0000000000e+00   
797     7.5267097144e-06   2.2271754671e+00   1.3801033421e+00   1.0000000000e+00   
798     7.5267259521e-06   2.4264879115e+00   1.3757038846e+00   1.0000000000e+00   
799     7.5267421899e-06   2.6323484507e+00   1.3713970356e+00   1.0000000000e+00   
800     7.5267584276e-06   2.8441526214e+00   1.3671732087e+00   1.0000000000e+00   
801     7.5267746653e-06   3.0613184115e+00   1.3630241524e+00   1.0000000000e+00   
802     7.5267943965e-06   3.3244345473e+00   1.3581073989e+00   1.0000000000e+00   
803     7.5268141278e-06   3.5459421396e+00   1.3534265467e+00   1.0000000000e+00   
804     7.5268291664e-06   3.6871777368e+00   1.3500138705e+00   1.0000000000e+00   
805     7.5268442050e-06   3.8101259737e+00   1.3467309917e+00   1.0000000000e+00   
806     7.5268592436e-06   3.9202323980e+00   1.3435497101e+00   1.0000000000e+00   
807     7.5268742822e-06   4.0206983042e+00   1.3404456097e+00   1.0000000000e+00   
808     7.5269043594e-06   4.1968727918e+00   1.3344192522e+00   1.0000000000e+00   
809     7.5269344367e-06   4.3519887184e+00   1.3285080626e+00   1.0000000000e+00   
810     7.5269645139e-06   4.4896693085e+00   1.3226725285e+00   1.0000000000e+00   
811     7.5269945911e-06   4.6125879478e+00   1.3168906175e+00   1.0000000000e+00   
812     7.5270246683e-06   4.7227136251e+00   1.3111516121e+00   1.0000000000e+00   
813     7.5270547456e-06   4.8215108805e+00   1.3054521541e+00   1.0000000000e+00   
814     7.5271149000e-06   4.9842996722e+00   1.2942321417e+00   1.0000000000e+00   
815     7.5271750545e-06   5.1174815748e+00   1.2832234205e+00   1.0000000000e+00   
816     7.5272352089e-06   5.2265103837e+00   1.2724609835e+00   1.0000000000e+00   
817     7.5272953634e-06   5.3159689250e+00   1.2619755115e+00   1.0000000000e+00   
818     7.5273555178e-06   5.3895924336e+00   1.2517911679e+00   1.0000000000e+00   
819     7.5274156723e-06   5.4504080595e+00   1.2419248457e+00   1.0000000000e+00   
820     7.5274758268e-06   5.5008596727e+00   1.2323864871e+00   1.0000000000e+00   
821     7.5275359812e-06   5.5429128879e+00   1.2231799942e+00   1.0000000000e+00   
822     7.5275961357e-06   5.5781437949e+00   1.2143043714e+00   1.0000000000e+00   
823     7.5276562901e-06   5.6078136385e+00   1.2057548766e+00   1.0000000000e+00   
824     7.5277164446e-06   5.6329309995e+00   1.1975240641e+00   1.0000000000e+00   
825     7.5277765990e-06   5.6543029075e+00   1.1896026672e+00   1.0000000000e+00   
826     7.5278367535e-06   5.6725763449e+00   1.1819803085e+00   1.0000000000e+00   
827     7.5278969079e-06   5.6882715887e+00   1.1746460487e+00   1.0000000000e+00   
828     7.5279570624e-06   5.7018087577e+00   1.1675887916e+00   1.0000000000e+00   
829     7.5280172169e-06   5.7135288009e+00   1.1607975724e+00   1.0000000000e+00   
830     7.5280773713e-06   5.7237100040e+00   1.1542617500e+00   1.0000000000e+00   
831     7.5281375258e-06   5.7325809235e+00   1.1479711274e+00   1.0000000000e+00   
832     7.5281976802e-06   5.7403305007e+00   1.1419160155e+00   1.0000000000e+00   
833     7.5282578347e-06   5.7471159662e+00   1.1360872588e+00   1.0000000000e+00   
834     7.5283179891e-06   5.7530690221e+00   1.1304762324e+00   1.0000000000e+00   
835     7.5283781436e-06   5.7583006876e+00   1.1250748206e+00   1.0000000000e+00   
836     7.5284382980e-06   5.7629051097e+00   1.1198753848e+00   1.0000000000e+00   
837     7.5284984525e-06   5.7669625737e+00   1.1148707250e+00   1.0000000000e+00   
838     7.5286187614e-06   5.7733768138e+00   1.1055894191e+00   1.0000000000e+00   
839     7.5287390703e-06   5.7784568140e+00   1.0969880415e+00   1.0000000000e+00   
840     7.5288593792e-06   5.7824872971e+00   1.0890230643e+00   1.0000000000e+00   
841     7.5289796881e-06   5.7856898376e+00   1.0816539335e+00   1.0000000000e+00   
842     7.5290999970e-06   5.7882376821e+00   1.0748425824e+00   1.0000000000e+00   
843     7.5292203059e-06   5.7902668470e+00   1.0685530615e+00   1.0000000000e+00   
844     7.5293406149e-06   5.7918844680e+00   1.0627512811e+00   1.0000000000e+00   
845     7.5294609238e-06   5.7931751482e+00   1.0574048402e+00   1.0000000000e+00   
846     7.5297015416e-06   5.7948926320e+00   1.0482990661e+00   1.0000000000e+00   
847     7.5299421594e-06   5.7960378955e+00   1.0405682178e+00   1.0000000000e+00   
848     7.5301827772e-06   5.7968034666e+00   1.0340230717e+00   1.0000000000e+00   
849     7.5304233950e-06   5.7973165992e+00   1.0284957333e+00   1.0000000000e+00   
850     7.5306640129e-06   5.7976615499e+00   1.0238383940e+00   1.0000000000e+00   
851     7.5311452485e-06   5.7980136411e+00   1.0170938366e+00   1.0000000000e+00   
852     7.5316264841e-06   5.7981950395e+00   1.0122309487e+00   1.0000000000e+00   
853     7.5321077198e-06   5.7982895633e+00   1.0087366052e+00   1.0000000000e+00   
854     7.5325889554e-06   5.7983394892e+00   1.0062323252e+00   1.0000000000e+00   
855     7.5335514267e-06   5.7983764870e+00   1.0034478217e+00   1.0000000000e+00   
856     7.5345138980e-06   5.7983907534e+00   1.0019045110e+00   1.0000000000e+00   
857     7.5354763693e-06   5.7983965212e+00   1.0010509334e+00   1.0000000000e+00   
858     7.5374013118e-06   5.7983997030e+00   1.0003999707e+00   1.0000000000e+00   
859     7.5393262544e-06   5.7984006591e+00   1.0001521150e+00   1.0000000000e+00   
860     7.5431761395e-06   5.7984010334e+00   1.0000356967e+00   1.0000000000e+00   
861     7.5508759097e-06   5.7984011221e+00   1.0000047434e+00   1.0000000000e+00   
862     7.5662754501e-06   5.7984011339e+00   1.0000003375e+00   1.0000000000e+00   
863     7.5970745310e-06   5.7984011347e+00   1.0000000124e+00   1.0000000000e+00   
864     7.6586726927e-06   5.7984011348e+00   1.0000000002e+00   1.0000000000e+00   
865     7.7818690162e-06   5.7984011348e+00   1.0000000000e+00   1.0000000000e+00   
866     8.0282616631e-06   5.7984011348e+00   1.0000000000e+00   1.0000000000e+00   
867     8.3292616631e-06   5.7984011348e+00   1.0000000000e+00   1.0000000000e+00   
868     8.6302616631e-06   5.7984011348e+00   1.0000000000e+00   1.0000000000e+00   
869     8.9312616631e-06   5.7984011348e+00   1.0000000000e+00   1.0000000000e+00   
870     9.0250000000e-06   5.7984011348e+00   1.0000000000e+00   1.0000000000e+00   
871     9.0250250000e-06   5.7984045246e+00   1.0006940011e+00   1.0250000000e+00   
872     9.0250750000e-06   5.7984289850e+00   1.0043949283e+00   1.0750000000e+00   
873     9.0251250000e-06   5.7984653792e+00   1.0102257882e+00   1.1250000000e+00   
874     9.0251750000e-06   5.7985068083e+00   1.0180616862e+00   1.1750000000e+00   
875     9.0252250000e-06   5.7985478815e+00   1.0277982445e+00   1.2250000000e+00   
876     9.0252750000e-06   5.7985850372e+00   1.0393410169e+00   1.2750000000e+00   
877     9.0253250000e-06   5.7986162191e+00   1.0526021003e+00   1.3250000000e+00   
878     9.0253750000e-06   5.7986404667e+00   1.0674988821e+00   1.3750000000e+00   
879     9.0254250000e-06   5.7986575680e+00   1.0839534408e+00   1.4250000000e+00   
880     9.0254750000e-06   5.7986677957e+00   1.1018921606e+00   1.4750000000e+00   
881     9.0255750000e-06   5.7986658597e+00   1.1431738971e+00   1.5750000000e+00   
882     9.0256750000e-06   5.7986475626e+00   1.1893854370e+00   1.6750000000e+00   
883     9.0257750000e-06   5.7986184815e+00   1.2400975576e+00   1.7750000000e+00   
884     9.0258750000e-06   5.7985832560e+00   1.2949223091e+00   1.8750000000e+00   
885     9.0259750000e-06   5.7985454901e+00   1.3535084672e+00   1.9750000000e+00   
886     9.0260750000e-06   5.7985078269e+00   1.4155375505e+00   2.0750000000e+00   
887     9.0261750000e-06   5.7984720939e+00   1.4807203583e+00   2.1750000000e+00   
888     9.0263750000e-06   5.7984130715e+00   1.6217380167e+00   2.3750000000e+00   
889     9.0265750000e-06   5.7983693895e+00   1.7718087839e+00   2.5750000000e+00   
890     9.0267750000e-06   5.7983403911e+00   1.9295788414e+00   2.7750000000e+00   
891     9.0269750000e-06   5.7983325894e+00   2.0962874347e+00   2.9750000000e+00   
892     9.0271750000e-06   5.7983617802e+00   2.2779532370e+00   3.1750000000e+00   
893     9.0273750000e-06   5.7983933902e+00   2.4720774411e+00   3.3750000000e+00   
894     9.0275750000e-06   5.7983738511e+00   2.6658386566e+00   3.5750000000e+00   
895     9.0279750000e-06   5.7981555402e+00   3.0486316834e+00   3.9750000000e+00   
896     9.0283750000e-06   5.7976970496e+00   3.4251663125e+00   4.3750000000e+00   
897     9.0287750000e-06   5.7971010731e+00   3.7879339238e+00   4.7750000000e+00   
898     9.0290812244e-06   5.7963687755e+00   4.0531028025e+00   5.0812243673e+00   
899     9.0292214143e-06   5.7950601116e+00   4.1956117452e+00   5.2214142876e+00   
900     9.0293061022e-06   5.7931825542e+00   4.3122070966e+00   5.3061022251e+00   
901     9.0293907902e-06   5.7915693666e+00   4.4248937600e+00   5.3907901626e+00   
902     9.0294754781e-06   5.7902741166e+00   4.5381638074e+00   5.4754781001e+00   
903     9.0295601660e-06   5.7891152662e+00   4.6552845172e+00   5.5601660376e+00   
904     9.0296448540e-06   5.7877630014e+00   4.7706098817e+00   5.6448539752e+00   
905     9.0297295419e-06   5.7848391983e+00   4.8720957821e+00   5.7295419127e+00   
906     9.0297905581e-06   5.7815563596e+00   4.9360905712e+00   5.7905581152e+00   
907     9.0298515743e-06   5.7792687155e+00   4.9950210306e+00   5.8515743177e+00   
908     9.0299125905e-06   5.7783615547e+00   5.0501666570e+00   5.9125905203e+00   
909     9.0299736067e-06   5.7789512476e+00   5.1039589423e+00   5.9736067228e+00   
910     9.0300000000e-06   5.7795464023e+00   5.1273161646e+00   6.0000000000e+00   
911     9.0300610162e-06   5.7830661110e+00   5.1781205124e+00   6.0000000000e+00   
912     9.0300952875e-06   5.7859538469e+00   5.2040349838e+00   6.0000000000e+00   
913     9.0301295588e-06   5.7899578699e+00   5.2260231210e+00   6.0000000000e+00   
914     9.0301638302e-06   5.7950841289e+00   5.2448309482e+00   6.0000000000e+00   
915     9.0301981015e-06   5.8012742768e+00   5.2612666285e+00   6.0000000000e+00   
916     9.0302323728e-06   5.8084553581e+00   5.2759164336e+00   6.0000000000e+00   
917     9.0302666441e-06   5.8165264624e+00   5.2892192610e+00   6.0000000000e+00   
918     9.0303009154e-06   5.8252316794e+00   5.3014719695e+00   6.0000000000e+00   
919     9.0303351868e-06   5.8340521926e+00   5.3124822921e+00   6.0000000000e+00   
920     9.0303558054e-06   5.8399508312e+00   5.3184830688e+00   6.0000000000e+00   
921     9.0303702165e-06   5.8451294055e+00   5.3225311712e+00   6.0000000000e+00   
922     9.0303846276e-06   5.8517150387e+00   5.3264117497e+00   6.0000000000e+00   
923     9.0303990387e-06   5.8602567850e+00   5.3300524939e+00   6.0000000000e+00   
924     9.0304099164e-06   5.8678643816e+00   5.3326416412e+00   6.0000000000e+00   
925     9.0304207940e-06   5.8759458427e+00   5.3352335055e+00   6.0000000000e+00   
926     9.0304316716e-06   5.8841827846e+00   5.3378825466e+00   6.0000000000e+00   
927     9.0304534269e-06   5.9005455423e+00   5.3434183020e+00   6.0000000000e+00   
928     9.0304751822e-06   5.9166133560e+00   5.3491940047e+00   6.0000000000e+00   
929     9.0304969375e-06   5.9323503985e+00   5.3551814673e+00   6.0000000000e+00   
930     9.0305186928e-06   5.9477661393e+00   5.3613574793e+00   6.0000000000e+00   
931     9.0305404481e-06   5.9628846895e+00   5.3676875562e+00   6.0000000000e+00   
932     9.0305622034e-06   5.9777410220e+00   5.3740936599e+00   6.0000000000e+00   
933     9.0305839587e-06   5.9923793203e+00   5.3805259206e+00   6.0000000000e+00   
934     9.0306057139e-06   6.0068444119e+00   5.3869903204e+00   6.0000000000e+00   
935     9.0306492245e-06   6.0352258276e+00   5.4000968721e+00   6.0000000000e+00   
936     9.0306927351e-06   6.0633917411e+00   5.4133471717e+00   6.0000000000e+00   
937     9.0307362457e-06   6.0916054260e+00   5.4267396837e+00   6.0000000000e+00   
938     9.0307797562e-06   6.1205913407e+00   5.4402627273e+00   6.0000000000e+00   
939     9.0308232668e-06   6.1537139678e+00   5.4538965331e+00   6.0000000000e+00   
940     9.0308667774e-06   6.1941647414e+00   5.4676151337e+00   6.0000000000e+00   
941     9.0309102880e-06   6.2377060499e+00   5.4813867197e+00   6.0000000000e+00   
942     9.0309537985e-06   6.2770421587e+00   5.4957401771e+00   6.0000000000e+00   
943     9.0309973091e-06   6.3067036554e+00   5.5109552766e+00   6.0000000000e+00   
944     9.0310319751e-06   6.3231270019e+00   5.5234809968e+00   6.0000000000e+00   
945     9.0310666412e-06   6.3326310172e+00   5.5361375148e+00   6.0000000000e+00   
946     9.0311013072e-06   6.3353651208e+00   5.5487716152e+00   6.0000000000e+00   
947     9.0311359733e-06   6.3314029526e+00   5.5612772130e+00   6.0000000000e+00   
948     9.0311706393e-06   6.3207906657e+00   5.5735791756e+00   6.0000000000e+00   
949     9.0312053053e-06   6.3035622053e+00   5.5856242626e+00   6.0000000000e+00   
950     9.0312746374e-06   6.2444225176e+00   5.6084347601e+00   6.0000000000e+00   
951     9.0313439695e-06   6.1597395174e+00   5.6299419456e+00   6.0000000000e+00   
952     9.0314133016e-06   6.0484488846e+00   5.6501109384e+00   6.0000000000e+00   
953     9.0314826337e-06   5.9071992607e+00   5.6689417836e+00   6.0000000000e+00   
954     9.0315284690e-06   5.7314000106e+00   5.6810015787e+00   6.0000000000e+00   
955     9.0315485488e-06   5.5498142487e+00   5.6865307861e+00   6.0000000000e+00   
956     9.0315660928e-06   5.3637049219e+00   5.6913885149e+00   6.0000000000e+00   
957     9.0315836367e-06   5.1630538104e+00   5.6962174274e+00   6.0000000000e+00   
958     9.0316187246e-06   4.7225392417e+00   5.7056058677e+00   6.0000000000e+00   
959     9.0316538125e-06   4.2452071170e+00   5.7146830056e+00   6.0000000000e+00   
960     9.0316889003e-06   3.7384020142e+00   5.7233226288e+00   6.0000000000e+00   
961     9.0317239882e-06   3.2144604738e+00   5.7314401241e+00   6.0000000000e+00   
962     9.0317435902e-06   2.9583924405e+00   5.7357277821e+00   6.0000000000e+00   
963     9.0317631923e-06   2.7465776893e+00   5.7397544988e+00   6.0000000000e+00   
964     9.0317786696e-06   2.5977916367e+00   5.7428001091e+00   6.0000000000e+00   
965     9.0317941470e-06   2.4622063108e+00   5.7457466898e+00   6.0000000000e+00   
966     9.0318096243e-06   2.3380133566e+00   5.7486212882e+00   6.0000000000e+00   
967     9.0318251017e-06   2.2240212669e+00   5.7514434624e+00   6.0000000000e+00   
968     9.0318405790e-06   2.1193310303e+00   5.7542268591e+00   6.0000000000e+00   
969     9.0318560563e-06   2.0232075939e+00   5.7569807139e+00   6.0000000000e+00   
970     9.0318715337e-06   1.9350130947e+00   5.7597110573e+00   6.0000000000e+00   
971     9.0318870110e-06   1.8541712700e+00   5.7624216264e+00   6.0000000000e+00   
972     9.0319024884e-06   1.7801624525e+00   5.7651149846e+00   6.0000000000e+00   
973     9.0319179657e-06   1.7125141515e+00   5.7677933349e+00   6.0000000000e+00   
974     9.0319334431e-06   1.6507632555e+00   5.7704580705e+00   6.0000000000e+00   
975     9.0319489204e-06   1.5944535522e+00   5.7731094712e+00   6.0000000000e+00   
976     9.0319643977e-06   1.5431548892e+00   5.7757471201e+00   6.0000000000e+00   
977     9.0319798751e-06   1.4964626639e+00   5.7783701891e+00   6.0000000000e+00   
978     9.0319953524e-06   1.4539972024e+00   5.7809776208e+00   6.0000000000e+00   
979     9.0320108298e-06   1.4154032829e+00   5.7835682467e+00   6.0000000000e+00   
980     9.0320263071e-06   1.3803496205e+00   5.7861408659e+00   6.0000000000e+00   
981     9.0320417845e-06   1.3485282362e+00   5.7886942964e+00   6.0000000000e+00   
982     9.0320572618e-06   1.3196536888e+00   5.7912274089e+00   6.0000000000e+00   
983     9.0320727392e-06   1.2934621812e+00   5.7937391496e+00   6.0000000000e+00   
984     9.0320882165e-06   1.2697105626e+00   5.7962285522e+00   6.0000000000e+00   
985     9.0321036938e-06   1.2481752542e+00   5.7986947465e+00   6.0000000000e+00   
986     9.0321191712e-06   1.2286511277e+00   5.8011369604e+00   6.0000000000e+00   
987     9.0321346485e-06   1.2109503597e+00   5.8035545204e+00   6.0000000000e+00   
988     9.0321501259e-06   1.1949012855e+00   5.8059468493e+00   6.0000000000e+00   
989     9.0321656032e-06   1.1803472690e+00   5.8083134622e+00   6.0000000000e+00   
990     9.0321810806e-06   1.1671456032e+00   5.8106539619e+00   6.0000000000e+00   
991     9.0321965579e-06   1.1551664506e+00   5.8129680335e+00   6.0000000000e+00   
992     9.0322120352e-06   1.1442918321e+00   5.8152554385e+00   6.0000000000e+00   
993     9.0322429899e-06   1.1261487465e+00   5.8197227158e+00   6.0000000000e+00   
994     9.0322739446e-06   1.1109956545e+00   5.8240823568e+00   6.0000000000e+00   
995     9.0323048993e-06   1.0983008831e+00   5.8283351411e+00   6.0000000000e+00   
996     9.0323358540e-06   1.0876258363e+00   5.8324823546e+00   6.0000000000e+00   
997     9.0323668087e-06   1.0786099381e+00   5.8365256867e+00   6.0000000000e+00   
998     9.0323977634e-06   1.0709573939e+00   5.8404671427e+00   6.0000000000e+00   
999     9.0324287180e-06   1.0644260104e+00   5.8443089652e+00   6.0000000000e+00   
1000    9.0324596727e-06   1.0588178043e+00   5.8480535644e+00   6.0000000000e+00   
1001    9.0324906274e-06   1.0539711505e+00   5.8517034615e+00   6.0000000000e+00   
1002    9.0325525368e-06   1.0464225266e+00   5.8586452283e+00   6.0000000000e+00   
1003    9.0326144462e-06   1.0404196720e+00   5.8652490765e+00   6.0000000000e+00   
1004    9.0326763555e-06   1.0355426613e+00   5.8715346737e+00   6.0000000000e+00   
1005    9.0327382649e-06   1.0315002403e+00   5.8775204687e+00   6.0000000000e+00   
1006    9.0328001743e-06   1.0280891990e+00   5.8832236662e+00   6.0000000000e+00   
1007    9.0329239930e-06   1.0228897877e+00   5.8936183125e+00   6.0000000000e+00   
1008    9.0330478118e-06   1.0188117708e+00   5.9031025548e+00   6.0000000000e+00   
1009    9.0331716305e-06   1.0155476351e+00   5.9117641597e+00   6.0000000000e+00   
1010    9.0332954493e-06   1.0128989894e+00   5.9196790355e+00   6.0000000000e+00   
1011    9.0334192680e-06   1.0107300601e+00   5.9269135688e+00   6.0000000000e+00   
1012    9.0335430868e-06   1.0089430078e+00   5.9335264266e+00   6.0000000000e+00   
1013    9.0336669055e-06   1.0074643574e+00   5.9395699739e+00   6.0000000000e+00   
1014    9.0337907243e-06   1.0062372116e+00   5.9450913774e+00   6.0000000000e+00   
1015    9.0340383618e-06   1.0044855865e+00   5.9543615390e+00   6.0000000000e+00   
1016    9.0342859993e-06   1.0032316649e+00   5.9621278581e+00   6.0000000000e+00   
1017    9.0345336367e-06   1.0023317450e+00   5.9686204258e+00   6.0000000000e+00   
1018    9.0347812742e-06   1.0016845153e+00   5.9740365807e+00   6.0000000000e+00   
1019    9.0350289117e-06   1.0012182052e+00   5.9785455399e+00   6.0000000000e+00   
1020    9.0352765492e-06   1.0008817586e+00   5.9822920758e+00   6.0000000000e+00   
1021    9.0357718242e-06   1.0005009605e+00   5.9875920986e+00   6.0000000000e+00   
1022    9.0362670992e-06   1.0002850709e+00   5.9913259470e+00   6.0000000000e+00   
1023    9.0367623742e-06   1.0001624697e+00   5.9939477149e+00   6.0000000000e+00   
1024    9.0377529242e-06   1.0000649537e+00   5.9967679854e+00   6.0000000000e+00   
1025    9.0387434741e-06   1.0000260648e+00   5.9982783175e+00   6.0000000000e+00   
1026    9.0407245741e-06   1.0000065933e+00   5.9993768953e+00   6.0000000000e+00   
1027    9.0446867740e-06   1.0000009697e+00   5.9998627363e+00   6.0000000000e+00   
1028    9.0526111738e-06   1.0000000805e+00   5.9999830480e+00   6.0000000000e+00   
1029    9.0684599734e-06   1.0000000054e+00   5.9999988860e+00   6.0000000000e+00   
1030    9.1001575726e-06   1.0000000020e+00   5.9999999622e+00   6.0000000000e+00   
1031    9.1635527711e-06   1.0000000019e+00   5.9999999993e+00   6.0000000000e+00   
1032    9.2903431680e-06   1.0000000019e+00   6.0000000000e+00   6.0000000000e+00   
1033    9.5439239617e-06   1.0000000019e+00   6.0000000000e+00   6.0000000000e+00   
1034    9.8449239617e-06   1.0000000019e+00   6.0000000000e+00   6.0000000000e+00   
1035    1.0145923962e-05   1.0000000019e+00   6.0000000000e+00   6.0000000000e+00   
1036    1.0446923962e-05   1.0000000019e+00   6.0000000000e+00   6.0000000000e+00   
1037    1.0530000000e-05   1.0000000019e+00   6.0000000000e+00   6.0000000000e+00   
1038    1.0530025000e-05   9.9999760272e-01   5.9994227082e+00   5.9750000000e+00   
1039    1.0530075000e-05   9.9998331168e-01   5.9961092499e+00   5.9250000000e+00   
1040    1.0530175000e-05   9.9994528546e-01   5.9816160077e+00   5.8250000000e+00   
1041    1.0530275000e-05   9.9991328552e-01   5.9599399688e+00   5.7250000000e+00   
1042    1.0530475000e-05   9.9988934361e-01   5.8923936637e+00   5.5250000000e+00   
1043    1.0530675000e-05   9.9989270262e-01   5.8044377762e+00   5.3250000000e+00   
1044    1.0531075000e-05   9.9992897961e-01   5.5688083998e+00   4.9250000000e+00   
1045    1.0531475000e-05   9.9995918194e-01   5.2893885444e+00   4.5250000000e+00   
1046    1.0531875000e-05   9.9996648101e-01   4.9672195673e+00   4.1250000000e+00   
1047    1.0532275000e-05   9.9993404199e-01   4.5793430228e+00   3.7250000000e+00   
1048    1.0532601188e-05   9.9994781169e-01   4.2377702838e+00   3.3988122146e+00   
1049    1.0532728096e-05   1.0000365740e+00   4.1108520274e+00   3.2719044552e+00   
1050    1.0532855003e-05   1.0001717327e+00   3.9847710377e+00   3.1449966958e+00   
1051    1.0532981911e-05   1.0003416893e+00   3.8592623846e+00   3.0180889364e+00   
1052    1.0533089567e-05   1.0005111026e+00   3.7532800967e+00   2.9104330739e+00   
1053    1.0533197223e-05   1.0007034439e+00   3.6478463110e+00   2.8027772114e+00   
1054    1.0533284823e-05   1.0008777454e+00   3.5624608484e+00   2.7151770535e+00   
1055    1.0533372423e-05   1.0010701428e+00   3.4775156924e+00   2.6275768955e+00   
1056    1.0533445756e-05   1.0012469060e+00   3.4067369034e+00   2.5542440767e+00   
1057    1.0533519089e-05   1.0014407431e+00   3.3363025797e+00   2.4809112580e+00   
1058    1.0533592422e-05   1.0016544868e+00   3.2662135123e+00   2.4075784392e+00   
1059    1.0533665754e-05   1.0018933629e+00   3.1964433352e+00   2.3342456205e+00   
1060    1.0533739087e-05   1.0021667309e+00   3.1268918721e+00   2.2609128017e+00   
1061    1.0533804085e-05   1.0024527148e+00   3.0651591741e+00   2.1959149394e+00   
1062    1.0533869083e-05   1.0028137766e+00   3.0025673864e+00   2.1309170770e+00   
1063    1.0533927226e-05   1.0033069565e+00   2.9425482459e+00   2.0727743880e+00   
1064    1.0533974894e-05   1.0038999126e+00   2.8881686815e+00   2.0251058486e+00   
1065    1.0534017787e-05   1.0044933191e+00   2.8377760903e+00   1.9822133511e+00   
1066    1.0534060679e-05   1.0050499339e+00   2.7879357737e+00   1.9393208536e+00   
1067    1.0534103572e-05   1.0055506061e+00   2.7384890665e+00   1.8964283561e+00   
1068    1.0534146464e-05   1.0059996948e+00   2.6894118975e+00   1.8535358586e+00   
1069    1.0534189357e-05   1.0064082615e+00   2.6405308454e+00   1.8106433610e+00   
1070    1.0534232249e-05   1.0067910227e+00   2.5915641708e+00   1.7677508635e+00   
1071    1.0534275142e-05   1.0071616243e+00   2.5423871414e+00   1.7248583660e+00   
1072    1.0534318034e-05   1.0075312081e+00   2.4929893226e+00   1.6819658685e+00   
1073    1.0534360927e-05   1.0079085280e+00   2.4433749257e+00   1.6390733710e+00   
1074    1.0534403819e-05   1.0083004952e+00   2.3935484231e+00   1.5961808735e+00   
1075    1.0534446712e-05   1.0087120609e+00   2.3437613577e+00   1.5532883759e+00   
1076    1.0534489604e-05   1.0091462105e+00   2.2951954724e+00   1.5103958784e+00   
1077    1.0534575389e-05   1.0103610052e+00   2.2035597298e+00   1.4246108834e+00   
1078    1.0534639345e-05   1.0117710303e+00   2.1388748222e+00   1.3606551793e+00   
1079    1.0534703301e-05   1.0132689305e+00   2.0766418091e+00   1.2966994753e+00   
1080    1.0534767256e-05   1.0144784507e+00   2.0162189345e+00   1.2327437712e+00   
1081    1.0534831212e-05   1.0152445885e+00   1.9563269069e+00   1.1687880672e+00   
1082    1.0534895168e-05   1.0154097892e+00   1.8961285367e+00   1.1048323631e+00   
1083    1.0534959123e-05   1.0146355029e+00   1.8411181690e+00   1.0408766590e+00   
1084    1.0535000000e-05   1.0135385531e+00   1.8120991416e+00   1.0000000000e+00   
1085    1.0535063956e-05   1.0106214686e+00   1.7790389213e+00   1.0000000000e+00   
1086    1.0535127911e-05   1.0067845463e+00   1.7547865849e+00   1.0000000000e+00   
1087    1.0535191867e-05   1.0023039593e+00   1.7359172849e+00   1.0000000000e+00   
1088    1.0535255823e-05   9.9738684634e-01   1.7202834497e+00   1.0000000000e+00   
1089    1.0535319779e-05   9.9218851816e-01   1.7065101850e+00   1.0000000000e+00   
1090    1.0535383734e-05   9.8684772725e-01   1.6937943816e+00   1.0000000000e+00   
1091    1.0535511646e-05   9.7593351840e-01   1.6707609092e+00   1.0000000000e+00   
1092    1.0535581056e-05   9.6948098084e-01   1.6594328506e+00   1.0000000000e+00   
1093    1.0535634934e-05   9.6134504664e-01   1.6496326474e+00   1.0000000000e+00   
1094    1.0535668657e-05   9.5164253878e-01   1.6447070300e+00   1.0000000000e+00   
1095    1.0535702381e-05   9.3775891530e-01   1.6409945008e+00   1.0000000000e+00   
1096    1.0535731451e-05   9.2609041074e-01   1.6371750892e+00   1.0000000000e+00   
1097    1.0535760521e-05   9.1533388071e-01   1.6326378896e+00   1.0000000000e+00   
1098    1.0535789591e-05   9.0541564146e-01   1.6274294123e+00   1.0000000000e+00   
1099    1.0535847731e-05   8.8771635084e-01   1.6153311691e+00   1.0000000000e+00   
1100    1.0535905871e-05   8.7091902597e-01   1.6022408000e+00   1.0000000000e+00   
1101    1.0535964011e-05   8.5414607235e-01   1.5886588740e+00   1.0000000000e+00   
1102    1.0536007652e-05   8.3940876205e-01   1.5782582973e+00   1.0000000000e+00   
1103    1.0536051292e-05   8.1649071130e-01   1.5676812468e+00   1.0000000000e+00   
1104    1.0536083567e-05   7.9193144271e-01   1.5597698117e+00   1.0000000000e+00   
1105    1.0536111182e-05   7.7075119266e-01   1.5529421492e+00   1.0000000000e+00   
1106    1.0536166412e-05   7.3481223938e-01   1.5391038610e+00   1.0000000000e+00   
