Index       TIME            {V(VI)+1}         {V(VO)+1}    
480      4.80000000e-06    1.02576805e+00    1.99998778e+00
481      4.81000000e-06    1.03549663e+00    1.99998935e+00
482      4.82000000e-06    1.04869183e+00    1.99998838e+00
483      4.83000000e-06    1.06270718e+00    1.99998681e+00
484      4.84000000e-06    1.07854339e+00    1.99998668e+00
485      4.85000000e-06    1.09654015e+00    1.99998825e+00
486      4.86000000e-06    1.11491740e+00    1.99998948e+00
487      4.87000000e-06    1.13650346e+00    1.99998791e+00
488      4.88000000e-06    1.15808953e+00    1.99998635e+00
489      4.89000000e-06    1.18202943e+00    1.99998715e+00
490      4.90000000e-06    1.20673451e+00    1.99998871e+00
491      4.91000000e-06    1.23248051e+00    1.99998902e+00
492      4.92000000e-06    1.25976636e+00    1.99998745e+00
493      4.93000000e-06    1.28711540e+00    1.99998630e+00
494      4.94000000e-06    1.31595346e+00    1.99998781e+00
495      4.95000000e-06    1.34551546e+00    1.99998781e+00
496      4.96000000e-06    1.37565629e+00    1.99998781e+00
497      4.97000000e-06    1.40630939e+00    1.99998781e+00
498      4.98000000e-06    1.43733396e+00    1.00000015e+00
499      4.99000000e-06    1.46860570e+00    9.99999900e-01
500      5.00000000e-06    1.50000000e+00    1.00000018e+00
End of Xyce(TM) Simulation
